در	porte
اقا	messire
همدوس	cohérente
همدوس	cohérent
همدوس	cohérentes
همدوس	cohérents
سربار	fardeau
هالو	creuse
هالو	creux
پیچش	torsion
ناهماهنگی	déséquilibre
ناهماهنگی	déséquilibres
اسلیم	minces
اسلیم	mince
سرین	sérine
ستونها	poteaux
ستونها	colonnes
ناعادلانه	injustes
ناعادلانه	déloyale
ناعادلانه	déloyal
ناعادلانه	inéquitable
ناعادلانه	injuste
آهنربا	aimant
آهنربا	aimants
کبوتری	pigeons
نجس	impur
نیکان	vertueuse
نیکان	justes
نیکان	vertueux
واس	sav
ناشایست	effronté
تاول	plaquette
امپراطور	empereur
امپراطور	empereurs
خلسه	transe
خلسه	extase
خلسه	ravissement
جالبه	intéressant
جالبه	délicieux
جالبه	intéressants
جالبه	intéressante
جالبه	intéressantes
جالبه	miam
سناریوی	scénario
بخشنده	pardonner
شراکت	partenariats
شراکت	partenariat
بکس	boxe
همفکری	conférer
پراید	fierté
پراید	orgueil
هکرها	pirates
هکرها	pirate
پوشید	portait
پوشید	portaient
آشناست	familier
آشناست	familières
آشناست	familiers
آشناست	familière
آفریننده	créatrice
آفریننده	créateur
گارلند	guirlande
بریزد	mûrs
بریزد	mûre
بریزد	mûr
بریزد	mûres
انبه	mangues
انبه	mangue
کودکستان	maternelle
صاحبش	propriétaire
سودا	soude
صندل	sandales
صندل	santal
صندل	sandale
طنابی	corde
بمانم	rester
بمانم	reste
بمانم	séjour
متخلخل	poreuse
متخلخل	poreux
مسترز	capitaines
مسترز	maîtres
میلیاردها	billion
میلیاردها	milliards
بافتن	tissage
بافتن	tisser
بافتن	tresse
لاکتیک	lactique
گلایه	plaint
بامبو	bambous
بامبو	bambou
مافیای	mafieux
تحدید	menaces
تحدید	menace
هرزنامه	indésirable
هرزنامه	spams
خُرد	brisée
خُرد	brisé
استخری	piscine
هدایایی	cadeaux
راهروی	allée
سلرز	vendeurs
پشمالوی	laineux
راکد	terne
راکد	ternes
سرهای	tête
سرهای	têtes
همر	marteau
همر	marteaux
همر	maillet
اورژانسی	urgence
اورژانسی	urgences
خدمتکاران	serviteurs
آملیا	amélie
خجالتی	timides
خجالتی	timide
خجالتی	timidité
دکو	déco
یاسمن	jasmin
تسئوس	thésée
ارگاسم	orgasme
ارگاسم	orgasmes
مخمر	levure
مخمر	levures
پروازها	vols
مجذور	carré
هشیار	sobres
هشیار	pointu
هشیار	tranchant
هشیار	sobre
مهلک	mortels
مهلک	mortel
مهلک	mortelle
مهلک	fatale
کمد	placard
کمد	armoire
کاهشی	diminuer
کاهشی	décroissante
کاهشی	décroissant
کورد	cordons
کورد	accord
کورد	cordon
کورد	corde
آرتروز	arthrose
آرتروز	arthrite
شویی	blanchiment
سیانید	cyanure
شعبات	racheté
شعبات	rachetée
سوفوکل	sophocle
لیدر	meneur
مصروف	occupé
مصروف	occupée
مصروف	occupés
لایم	chaux
لایم	citron
مورمانسک	mourmansk
اسیدوز	acidose
تسالی	thessalie
اوریک	urique
فوریت	urgent
فوریت	urgence
ارک	orcs
ارک	orques
بولت	boulon
قاچاقچی	passeur
قاچاقچی	contrebandier
قاچاقچی	passeurs
قاچاقچی	trafiquant
قاچاقچی	contrebandiers
پپر	piment
پپر	poivre
پپر	poivrons
پپر	poivron
دلسوزی	sympathie
دلسوزی	compatissant
دلسوزی	compassion
سارق	cambrioleur
دلهره	terrorisme
دلهره	terreur
تسلیمی	soumission
ماکیاولی	machiavel
دمش	queue
دمش	filature
میلانو	milan
ملو	moelleux
واتس	watt
منصف	justes
منصف	équitable
منصف	équitables
منصف	foire
پانچ	poinçon
کارتن	carton
غیرمنطقی	irrationnel
غیرمنطقی	illogique
غیرمنطقی	irrationnelle
ماموت	mammouth
ترویزو	trévise
عیان	dévoiler
عیان	révèlent
عیان	révéler
خمپاره	mortiers
خمپاره	mortier
مستمری	indemnité
مستمری	retraité
مستمری	pensionné
مستمری	allocation
گورکن	blaireaux
گورکن	blaireau
رنجش	énervant
رنجش	ennuyeux
رنجش	ressentiment
رنجش	ennuyeuse
رنجش	pénible
رنجش	agaçant
استثمار	exploiter
احمقانه	stupide
احمقانه	idiote
احمقانه	idiot
احمقانه	imbécile
مورگن	morgane
سدار	cèdre
قرقره	poulie
هالوژن	halogénés
هالوژن	halogènes
ماکارونی	macaronis
چراگاه	pâturage
چراگاه	pâturages
چراگاه	herbages
چراگاه	pâture
حرص	avarice
حرص	cupidité
حرص	avidité
فندر	accrochage
مکونگ	mékong
پرسیدند	demandé
سربلند	fiers
سربلند	orgueilleux
سربلند	fier
سربلند	fières
سربلند	fière
آکروباتیک	acrobatique
لمون	citron
لمون	citrons
بارانداز	quais
بارانداز	quai
آنژین	angine
تبرک	consécration
کلو	chloé
نقاشیهای	peintures
نقاشیهای	tableaux
نقاشیهای	toiles
خودکارسازی	automatisation
علفزار	pré
علفزار	prairie
علفزار	prairies
امورات	intervenir
قاصدک	pissenlit
بکارت	virginité
خبیث	démon
شفقت	compatissant
محدودیتهای	contraintes
محدودیتهای	limites
محدودیتهای	restrictions
محدودیتهای	restriction
مخمل	velours
تسه	tsé
پسوندهای	rallonges
ماره	serpents
ماره	serpent
ماره	jument
ماره	vipère
فصاحت	éloquence
عصری	eer
عصری	époque
آنافیلاکسی	anaphylaxie
آنافیلاکسی	anaphylactique
گرید	quadrillage
گرید	grille
مسولیت	responsabilités
مسولیت	responsabilité
ردیاب	traceur
ردیاب	traqueur
دندانهای	dents
دندانهای	dentition
تنهای	solitaire
تنهای	solitude
تنهای	solitaires
هزارم	millième
مجرا	vaisseau
مجرا	navire
مجرا	chaîne
مجرا	chenal
مجرا	canal
مجرا	récipient
جذام	lépreux
جذام	lèpre
سمپوزیوم	colloque
پرچمدار	enseigne
پرچمدار	signalé
پرچمدار	signalée
کابوی	cowboys
اتاقها	salles
اتاقها	chambres
آزادیهای	libertés
بیزاری	immunités
بیزاری	immunité
پرچین	clôtures
پرچین	clôture
پرچین	barrière
پرچین	haie
پرچین	haies
دیش	parabole
دیش	plat
چسبانده	collé
پاریسی	parisien
پاریسی	parisienne
پاریسی	parisiennes
پاریسی	parisiens
مایان	mayas
جلاد	bourreaux
جلاد	pendu
جلاد	exécuteur
جلاد	bourreau
اکیداً	strictement
اکیداً	rigoureusement
سالمون	saumon
سالمون	saumons
رانر	coureur
فریسلاند	frise
پرسیدن	demandant
گرنزی	guernesey
سرنگ	seringue
سرنگ	aiguille
ساختارگرایی	structuralisme
برازنده	élégantes
برازنده	élégance
برازنده	élégante
برازنده	combinaisons
برازنده	costumes
برازنده	élégant
برازنده	élégants
فیت	ajuster
گانگستری	gangsters
پراکسید	peroxydes
پراکسید	peroxyde
امتیازهای	partitions
گانگستر	gangsters
مارکه	marches
حریر	soies
حریر	soie
آلبومین	albumine
زولو	zoulou
یونش	ionisation
ابرقدرت	superpuissance
ابرقدرت	superpuissances
آنوریسم	anévrisme
مالش	frottement
بسفر	bosphore
علاج	guérison
علاج	guérir
علاج	remède
زگیل	verrue
قاطر	mulet
قاطر	mules
درندگان	proies
درندگان	prédateurs
درندگان	proie
خیرخواه	bienveillante
خیرخواه	bienveillant
راونا	ravenne
ارتجاع	résilience
بوهمی	bohème
بوهمی	bohême
سنجاقک	libellule
نعوظ	érection
نعوظ	érectile
نطفه	spermatozoïdes
نطفه	semence
نطفه	sperme
ساوانا	savane
رقصیدن	danse
رقصیدن	danser
رقصیدن	danses
رقصیدن	dansant
پرگار	rayon
پرگار	compas
پرگار	boussole
پرگار	faisceau
پرگار	poutre
زنجبیل	roux
زنجبیل	gingembre
زنجبیل	rousse
بلندگو	enceintes
بلندگو	conférencier
بلندگو	orateur
بلندگو	intervenant
پانسمان	pansements
پانسمان	pansement
پانسمان	vinaigrette
ساکر	suceur
شاداب	luxuriante
سرپایی	externe
سرپایی	ambulatoire
سرپایی	ambulatoires
آویشن	thym
طراوت	fraîcheur
بامزه	mignonne
بامزه	mignon
بامزه	mignons
شیفتگی	engouement
تعلیمی	didactiques
تعلیمی	didactique
کلویی	chloé
شکاک	sceptiques
شکاک	sceptique
لغزنده	curseur
لغزنده	glissière
لغزنده	glissant
لغزنده	glissante
یکطرفه	unilatéral
یکطرفه	unilatéralement
یکطرفه	unilatéraux
یکطرفه	unilatérales
یکطرفه	unilatérale
فروتنی	humilité
دمیدن	explosion
یادداشتهای	remarques
چکمه	bottes
چکمه	bottines
چکمه	amorcer
چکمه	botte
چکمه	démarrer
لعن	malédiction
مستبد	autocratique
گرانروی	viscosité
تختخواب	lit
تختخواب	berceau
زرنگ	intelligente
زرنگ	malin
زرنگ	futé
زرنگ	intelligent
بغض	éclater
بغض	haine
بغض	éclatement
بغض	rafale
بغض	éclaté
منطقۀ	région
کاستل	chateau
کاستل	château
پایمال	broyer
پایمال	écraser
پایمال	béguin
لت	battre
لت	battant
میانبر	raccourci
میانبر	raccourcis
لوتی	perche
لوتی	perches
بیگناه	innocente
بیگناه	innocents
بیگناه	innocentes
بازپرس	enquêteur
خصیصه	attribuer
خصیصه	attributs
خصیصه	attribut
پوشالی	paille
پوشالی	pailles
توهمات	illusions
توهمات	délires
جسورانه	audace
جسورانه	audacieuse
جسورانه	audacieux
جسورانه	oser
شکلاتی	chocolats
شکلاتی	chocolat
ترکهای	turques
ترکهای	turcs
ترکهای	turque
مدلین	medellin
دیزاین	dessin
دیزاین	conception
اجر	salaire
اجر	récompenses
اجر	récompenser
اجر	récompense
اجر	salaires
بدنسازی	musculation
اینترفرون	interféron
داستانها	histoires
داستانها	contes
داستانها	récits
بیلبو	bilbon
جستجوهای	recherches
سرنخ	indices
سرنخ	indice
ثروتمندی	riche
ثروتمندی	riches
بادکنک	ballon
بادکنک	ballons
بادکنک	montgolfière
رندر	rendue
رندر	rendre
رندر	rendus
رندر	rendues
رندر	rendu
ردگیری	repérage
ردگیری	suivi
وینترز	hivers
انقیاد	décadence
زبور	psaume
زبور	psaumes
حسابهای	comptes
جویای	inspecté
جویای	inspectés
پویانما	animateur
پویانما	animatrice
نوپای	naissants
ترکه	joncs
ترکه	brindilles
سبکتر	briquet
کائنات	univers
حضانت	garde
نقرس	goutte
جنایتکاران	criminels
جوزفین	joséphine
واکنشگر	réactif
ارعاب	brimades
ارعاب	intimider
ارعاب	intimidation
ارعاب	intimidations
ارعاب	harcèlement
چسبناک	collante
چسبناک	collant
چسبناک	collants
تف	cracher
تف	craché
تف	crache
کنسرو	conserves
اتمهای	atomes
خوشمزه	savoureuses
خوشمزه	délicieuse
خوشمزه	délicieux
خوشمزه	savoureuse
خوشمزه	miam
خوشمزه	délicieuses
خوشمزه	savoureux
سیج	sauge
تازیانه	cils
تازیانه	fléau
تازیانه	fouets
ژئودزی	géodésie
بگیره	captures
بگیره	prises
لواط	sodomie
یائسگی	ménopause
جاهل	ignorants
جاهل	ignorante
جاهل	imprudent
تومیتوس	agrégateur
تنک	réservoir
تنک	citerne
تنک	cuve
خوانایی	lisibilité
ریان	rayonne
آجودان	adjudant
انحرافات	déviations
انحرافات	écarts
اپیروس	épire
بوقلمون	dinde
بوقلمون	turquie
آزادیخواه	libéraux
آزادیخواه	libérale
آزادیخواه	libéral
آزادیخواه	libérales
ایونی	ionienne
جلودار	frontières
ترساندن	effrayer
رزمنده	chasseur
رزمنده	combattant
رزمنده	boxeur
ثبوت	fixation
پیترسون	petersen
بازپخش	relayer
بازپخش	relais
خوشگل	magnifiques
خوشگل	magnifique
خوشگل	jolies
خوشگل	belle
خوشگل	jolie
خوشگل	superbe
خوشگل	joli
خوشگل	beau
شمشیرهای	épée
شمشیرهای	épées
شمشیرهای	sabres
آستر	doublure
گرگینه	garou
شهریه	honoraires
شهریه	frais
پرستویی	tangara
پاستا	pâtes
تیغی	rasoir
حصیری	osier
آوازها	voix
انحنا	courbure
هیدروکلریک	chlorhydrique
اورستس	oreste
تاوان	payer
تاوان	paie
تاوان	paye
تاوان	payez
قهرمانانه	héroïque
قهرمانانه	héroïques
خواربار	épicerie
خواربار	épicier
ماهیگیر	pêcheur
ماهیگیر	pêcheurs
وسواسی	obsessionnel
پوسیده	décomposé
پوسیده	pourris
پوسیده	pourrie
پوسیده	pourri
فورا	aussitôt
فورا	immédiatement
اندرس	andres
سخنوری	éloquence
پلاتینی	platine
ناامن	dangereux
ناامن	anxieuse
ناامن	insécurité
نزده	tyrans
نرده	clôtures
نرده	rampes
نرده	barrière
نرده	clôture
سرافراز	fiers
سرافراز	orgueilleux
سرافراز	fier
سرافراز	fières
سرافراز	fière
لیس	lécher
لیس	lèche
فلوئور	fluorés
فلوئور	fluor
پیپ	pep
سرخک	rubéole
سرخک	rougeole
خوئی	capricieux
پاندورا	pandore
کپل	fesse
کپل	fesses
پیشرفتهای	avances
پیشرفتهای	avancées
آیوپاک	uicpa
سوءتغذیه	dénutrition
دیکته	dictée
دیکته	dictées
امبر	ambre
بدبو	puant
ایوا	éva
ایوا	ève
الکترونها	électrons
مدوسا	méduse
دندانپزشک	dentiste
دندانپزشک	dentistes
ملین	laxatif
بفروش	vendre
بفروش	vends
ترمیمی	guérison
ترمیمی	rétablissement
ترمیمی	recouvrement
ترمیمی	récupération
گروگانگیری	otage
گروگانگیری	otages
کابینت	placard
کابینت	armoire
سفارتخانه	ambassade
سفارتخانه	ambassades
هموفیلی	hémophilie
سهامدار	actionnaire
پلیدی	crasse
پلیدی	saleté
دمیده	soufflé
مارگاریتا	marguerite
منت	faveur
پلنت	plante
پلنت	végétal
پلنت	usine
اری	érié
معاوضه	troc
معاوضه	échanger
معاوضه	échange
معاوضه	echange
شرابی	vins
شرابی	vin
دنیاهای	mondes
امتحانی	questionnaire
اکولوژیکی	écologiques
اکولوژیکی	écologique
کزاز	tétanos
تهدیدها	menaces
تهدیدها	menace
گیجگاهی	temporel
گیجگاهی	temporels
گیجگاهی	temporelle
شفاخانه	apollon
بوتیل	butyle
کلش	affrontement
زودگذر	transitoire
زودگذر	éphémère
زودگذر	transitoires
زودگذر	momentanée
رومان	romain
رومان	romains
رومان	romaine
رومان	romaines
استعلام	enquête
گریسون	garnison
حراجی	pouces
حراجی	pouce
حراجی	enchère
