در	門
کشندی	潮汐
کانتونی	粵語
کانتونی	廣東
کانتونی	廣東話
استورجن	鱘魚
قطاری	列車
قطاری	火車
سعادتی	恩澤
دوازدهه	十二指腸
ناجور	尷尬
اسپیر	矛
اسپیر	長矛
آرچ	拱門
آرچ	拱
عالیست	艱難
عالیست	強硬
پنتیوم	奔騰
ویلچر	輪椅
خنجری	匕首
جفتگیری	交配
سافتبال	壘球
چکه	滴水
چکه	滴
چکه	點滴
ماهیگیران	漁民
ماهیگیران	漁夫
قمارباز	賭鬼
قمارباز	賭徒
گالون	加侖
تلاشها	努力
تلاشها	企圖
کورکورانه	盲目
سختگیر	嚴厲
سختگیر	苛刻
سختگیر	嚴酷
لاینز	里昂
کیتا	北
سک	秒
رازیانه	茴香
همکلاسی	同學
همکلاسی	同班同學
رُم	羅馬
مدیتیشن	冥想
خودپرستی	利己主義
واردشده	進口
بنزیل	苄
حایل	看台
ویروسها	病毒
اشتهای	胃口
اشتهای	食慾
آبنوس	烏木
درفت	草稿
مکث	暫停
مکث	停頓
کندانسور	冷凝器
فشارسنج	晴雨表
شمارۀ	號碼
شمارۀ	數字
شمارۀ	編號
شمارۀ	數
لپ	筆記本
سهموی	拋物線
آناناس	鳳梨
آناناس	菠蘿
رهن	抵押
اوشیما	渡島
اوشیما	大島
منادی	播音員
ردوود	紅木
دیاموند	鑽石
دیاموند	金剛石
دادگاههای	法院
دادگاههای	法庭
کبودی	挫傷
کبودی	瘀傷
آسیبهای	損壞
آسیبهای	損害賠償
فروختن	賣
فروختن	銷售
فیلتراسیون	過濾
دارخزک	爬山虎
براهویی	brh
آبدره	峽灣
غلتان	滾動
پاکیزگی	清潔
پاکیزگی	潔淨
سوادی	掃盲
سوادی	識字
بدگمانی	懷疑
بورژوا	中產階級
بورژوا	資產階級
واکس	蠟
فراق	分離
فراق	離職
فراق	分居
کارخواه	客戶
گالوم	咕嚕
ماکوتو	誠
ماکوتو	誠人
اتمها	原子
رولت	輪盤
رفاقت	友情
رفاقت	友誼
رفاقت	情誼
نسخۀ	版
نسخۀ	版本
آبنبات	糖果
آبنبات	糖
ناهمواری	地形
ناهمواری	地勢
متلک	嘲弄
پاترول	巡邏
پاترول	巡邏隊
کیفرخواست	起訴
کیفرخواست	公訴
کیفرخواست	控告
سپاسگزار	感恩
زورگویی	惡霸
زورگویی	欺負
زورگویی	欺凌
صندوقچه	胸部
صندوقچه	衣櫥
صندوقچه	胸
صندوقچه	服飾
صندوقچه	胸膛
صندوقچه	胸口
صندوقچه	衣櫃
هشدارها	示警
هشدارها	警告
ژنهای	基因
رختکن	服飾
رختکن	衣櫥
رختکن	衣櫃
اختاپوس	章魚
کولاک	暴風雪
لجبازی	頑固
زینه	程度
زینه	度
زینه	學位
ملال	無聊
مسافرخانه	旅店
مسافرخانه	宿舍
مسافرخانه	汽車旅館
مسافرخانه	客棧
مسنجر	信使
ردای	袍
مبتذل	粗俗
مبتذل	低俗
مبتذل	庸俗
فربه	豐滿
رزمناو	巡洋艦
گینگ	耿
گینگ	庚
ملامت	責難
ملامت	責怪
مرضی	病
مرضی	疾病
بایو	河口
فرمانبرداری	服從
ابوا	雙簧管
ناسالم	不健康
واژگونی	展期
کورولا	花冠
اکر	英畝
دمو	演示
دمو	示範
پیچو	比丘
ناپدری	繼父
اسمز	滲透
نامادری	繼母
همبرگر	漢堡
واگیردار	傳染性
موریانه	白蟻
ملتهب	發炎
خره	驢
خره	驢子
ایکی	壹岐
لیپید	磷脂
مریضی	病
مریضی	生病
دکه	亭
درزی	接縫
خرمالو	柿
خرمالو	柿子
ظواهر	表象
ظواهر	外表
گیس	假髮
بلوکه	阻擋
الرسول	旅
نگهداشت	維護
نگهداشت	保養
نگهداشت	維持
نگهداشت	維修
پرفسور	教授
مزاح	幽默
ریپ	安息
ریپ	安息吧
اثاثیه	傢具
اثاثیه	家俱
اثاثیه	傢俱
کپه	堆
موقتا	暫時
مولای	贊助
مولکولها	分子
کاترپیلار	毛蟲
اپوکسی	環氧樹脂
الکساندریا	亞歷山大
کاملش	完整
کاملش	滿
کاملش	飽
چیلر	冷卻器
ویژگیها	特點
ویژگیها	地物
ویژگیها	屬性
ویژگیها	特徵
ویژگیها	特色
ویژگیها	功能
داداش	兄弟
داداش	哥哥
داداش	哥
داداش	弟弟
داداش	師兄
ترسو	陰戶
ترسو	懦夫
آیل	島
قضاوتی	判斷
قضاوتی	判決
قضاوتی	判斷力
اندامها	器官
سبها	選區
آلوچه	梅花
آلوچه	李子
برونشیت	支氣管炎
تلوریم	碲
گوس	鵝
گوس	雁
روماتیسم	風濕
چادری	帳篷
چادری	帳蓬
قمه	砍刀
استیج	階段
استیج	舞台
بکشم	殺
مقطر	蒸餾
خراجی	悼念
ترسیده	害怕
بیرق	橫幅
بیرق	旗幟
بیرق	旗
تکنسیم	鍀
پتو	毯
پتو	被子
پتو	毯子
پتو	毛毯
برار	離開
برار	休假
قصدم	意向
قصدم	意圖
عیاشی	狂歡
عیاشی	荒淫
مغزها	腦袋
مغزها	腦子
مغزها	大腦
مغزها	腦
مغزها	頭腦
اگزالات	草酸鹽
دلگیر	嚴峻
دستگیره	處理
چشمها	眼
چشمها	眼睛
چشمها	雙眼
چشمها	眼神
راهزن	強盜
راهزن	山賊
راهزن	匪徒
راهزن	土匪
آسپرین	阿司匹林
روبیدیم	銣
رادیاتور	散熱器
آلاچیق	涼亭
نینجای	忍者
غرش	吼吼
غرش	咆哮
محلهای	地點
اسپارکس	火花
اثاث	傢具
اثاث	家俱
اثاث	傢俱
کومینتانگ	中國國民黨
کومینتانگ	國民黨
عیادت	參觀
عیادت	訪問
اسپایدر	蜘蛛
سیکو	精工
کتمان	輕描淡寫
گرانقدر	可敬
سالین	鹽水
سگهای	狗
سگهای	犬
تمپو	節奏
تمپو	拍子
اسکیپ	跳過
تیرک	竿
تیرک	極地
تیرک	鋼管
ایضا	同上
بدجنس	邪惡
رُز	玫瑰
ملیون	百萬
رژیمی	節食
رژیمی	減肥
رژیمی	飲食
جهیزیه	聘禮
جهیزیه	嫁妝
سلاخی	屠宰
سلاخی	屠殺
اسپارک	火種
اسپارک	火花
مظنونین	嫌犯
مظنونین	嫌疑犯
مظنونین	疑犯
والنتاین	情人節
مگنولیا	玉蘭
پوشک	尿布
قابلمه	壺
قابلمه	鍋
شمشیرها	劍
انقضای	過期
انقضای	到期
نانوا	貝克
کفپوش	地板
کفپوش	下限
گوشته	肉類
گوشته	肉
گوشته	肉食
توییت	鳴叫
نیه	聶
بابون	狒狒
دورف	侏儒
دورف	矮人
دورف	矮
دورف	矮星
جوشش	煮
جوشش	煮沸
حکمتی	智慧
تنقلات	零食
تنقلات	點心
تنقلات	小吃
باقیست	政權
ادن	亞丁
ادن	伊甸園
افسار	誤導
افسار	駕馭
مدین	中位數
رسوا	羞愧
رسوا	恥辱
رسوا	羞恥
رسوا	羞
دریل	鑽孔
دریل	演練
دریل	鑽
دریل	演習
مجوزها	執照
شتابان	草草
موزی	蕉
موزی	香蕉
ساعتهای	手錶
ساعتهای	小時
ساعتهای	時鐘
ساعتهای	鐘錶
بازدیدهای	印象
بدنامی	臭名昭著
بدنامی	聲名狼藉
کواد	四方
سرنوشتی	命運
سرنوشتی	天命
خاکسار	謙卑
آپاندیس	闌尾炎
آپاندیس	盲腸炎
کازینوی	賭場
الیگارشی	寡頭政治
الیگارشی	寡頭
سگها	狗
سگها	犬
تغییریافته	修改
فورک	叉
فورک	叉子
میدل	中間
کشو	抽屜
پاکدامنی	美德
پاکدامنی	貞操
پاکدامنی	貞潔
پاکدامنی	貞節
ماجراجو	冒險
پاویون	館
فردیت	個性
اورانگوتان	猩猩
سورتمه	雪橇
مقرری	津貼
باکسر	拳手
باکسر	拳擊手
درمانده	無奈
کاشتن	種植
انعام	提示
انعام	小費
آدرنالین	腎上腺素
قفسی	籠子
قفسی	籠
اصالتا	原本
گورها	墓葬
گورها	墓穴
گورها	墳墓
استک	堆疊
استک	棧
سوزاندند	溝渠
باماکو	巴馬科
شارژر	充電器
ساییده	磨損
اوتا	太田
اوتا	大田
شلغم	蘿蔔
عسلی	蜂蜜
جلیقه	馬甲
جلیقه	背心
الریه	肺炎
توتم	圖騰
سرآشپز	廚師
سرآشپز	大廚
سرآشپز	主廚
فلکس	彈性
وسیعتر	廣義
وسیعتر	更寬
سورپرایز	驚奇
سورپرایز	驚喜
اوتیسم	自閉
اوتیسم	自閉症
الفت	聯盟
الفت	同盟
مهدکودک	幼兒園
مهدکودک	托兒所
مهدکودک	幼稚園
واگرایی	分歧
راستگو	誠實
مکانهایی	地方
مکانهایی	地點
کرمهای	蚯蚓
کرمهای	蠕蟲
قماربازی	賭博
قماربازی	賭
پایگاههای	排名
بدگمان	憤世嫉俗
بدگمان	玩世不恭
بازیچه	玩物
تواضع	謙卑
تواضع	禮貌
تواضع	謙遜
تواضع	謙恭
تواضع	禮遇
پاریش	教區
استند	站立
استند	站
استند	站著
شلواری	褲襪
شلواری	絲襪
ریزان	澆
جغدها	貓頭鷹
تانژانت	切線
اسپا	溫泉
اسپا	水療
تانتال	鉭
کولیک	絞痛
آسمانخراش	摩天大樓
اخاذی	敲詐
اخاذی	敲詐勒索
اخاذی	勒索
اقساط	租金
اقساط	租賃
استیم	蒸汽
استیم	蒸氣
نهار	午飯
نهار	午餐
سترون	絕育
پنت	蓬
مالیدن	摩擦
پرتلاش	勤勞
نهفتگی	孵化
پنجمی	第五
پنجمی	第五次
چویی	崔
روشنتر	打火機
روشنتر	輕
پم	潘
پیشاهنگ	童軍
پیشاهنگ	童子軍
سوپراستار	巨星
بولدوزر	推土機
بیمارستانها	醫院
ضعیفتر	弱
لاتاری	彩票
زمخت	粗糙
زمخت	粗鄙
سخاوت	慷慨
تزکیه	微調
تزکیه	完善
تزکیه	精煉
اهیمه	愛媛
حسد	羨慕
دیدارش	探視
دیدارش	探訪
استروئید	類固醇
ابلهانه	傻
مینوس	減
داروغه	元帥
زندانهای	監獄
مستاجر	住戶
مستاجر	租戶
مستاجر	房客
قصابی	屠夫
سیبیل	鬍子
سیبیل	鬍鬚
ریکاوری	復蘇
ریکاوری	復原
ریکاوری	回收
ریکاوری	恢復
ریکاوری	康復
نجوا	耳語
نجوا	輕聲
مارکیز	侯爵
سایگون	西貢
پاکش	摩擦
دلالی	經紀
بلاست	爆炸
بلاست	爆
همنشینی	同伴
همنشینی	同志
همنشینی	伴侶
کانیون	峽谷
گارسون	侍者
بلندر	攪拌機
دلخور	煩惱
فلت	平
فلت	公寓
فلت	平面
هامور	石斑魚
کراک	裂縫
کراک	破解
تأخیری	延遲
تأخیری	拖延
تأخیری	推遲
تأخیری	延誤
لیموترش	檸檬
شتران	駱駝
گشنیز	香菜
گشنیز	芫荽
بشکن	裂縫
بشکن	破解
کوپ	庫
اسپرینت	衝刺
مشتعل	易燃
عابران	悠閒
بخاک	埋葬
بخاک	埋
پاتریوت	愛國者
چرتکه	算盤
لایک	讚
لایک	就像
لایک	像
لایک	喜歡
حام	火腿
دلتنگی	懷舊
دلگرمی	鼓勵
دلگرمی	鼓舞
تصعید	昇華
حقارت	羞辱
حقارت	屈辱
قصدی	意向
قصدی	意圖
چرخند	氣旋
چرخند	旋風
پیشرانش	推進
ندامت	悔恨
ندامت	懊悔
سرزنده	熱鬧
سرزنده	活潑
غیور	妒忌
غیور	嫉妒
غیور	吃醋
تونز	曲調
دوختن	縫針
دوختن	縫
عهدی	協約
عهدی	約定
صراط	摸索
فرمایشات	提議
فرمایشات	提案
فرمایشات	建議
کهکشانها	星系
زودیاک	黃道
موقعیتهای	職位
پنکه	風扇
پنکه	樊
پنکه	粉絲
پنکه	範
سوئی	隋
هاربین	哈爾濱
الدعوه	宣教
کلاهبردار	欺詐
کلاهبردار	詐騙
کلاهبردار	舞弊
کابوکی	歌舞伎
ساعتها	手錶
ساعتها	小時
ساعتها	時鐘
ساعتها	鐘錶
پیچه	螺旋
بمانید	留下來
بمانید	留
بمانید	留下
جوابهای	答復
جوابهای	回覆
فرصتهای	機會
فرصتهای	機遇
طاس	骰子
طاس	禿
طاس	禿頭
سپیداج	墨魚
ناشیانه	尷尬
لانتان	鑭
لیمویی	檸檬
یونیفرم	均勻
یونیفرم	軍服
یونیفرم	制服
یونیفرم	軍裝
معدنچی	礦工
سناریوهای	情景
تلاطم	動蕩
میکروفن	麥克風
تردستی	雜技
تردستی	雜耍
کایت	風箏
سرنیزه	刺刀
جدائی	離別
جدائی	擾亂
سراشیبی	坡
سراشیبی	斜坡
داینامیک	動態
زرشکی	紫色
زرشکی	紫
سوختگیری	補給
پروتئاز	蛋白酶
آیرونز	熨斗
افتراء	誹謗
افتراء	誹謗罪
کلاسها	班級
کلاسها	類別
اسکوتر	機車
شیگرو	茂
شیگرو	繁
سرمازدگی	凍傷
سرمازدگی	低溫
قدغن	禁止
سوگلی	奴才
استخوانها	骨頭
استخوانها	骨
استخوانها	骨骼
توندرا	苔原
هافنیم	鉿
بذل	贈品
ذکاوت	人才
ذکاوت	天賦
ذکاوت	天才
ذکاوت	才幹
ذکاوت	才華
ظاهرش	表象
ظاهرش	外表
استراحتگاه	休息室
استراحتگاه	度假勝地
تران	陳
اینده	將來
اینده	今後
اینده	未來
اشتری	駱駝
سندان	鐵砧
لزبین	女同志
سندیکا	辛迪加
لاینفک	先天
بنیه	耐力
وایپر	毒蛇
جوابگو	問責
جینان	濟南市
جینان	濟南
آراستن	美化
فیزو	扶桑
اختری	恆星
آسامی	麻美
برهوت	荒野
برهوت	野外
رائو	饒
آنسفالیت	腦炎
خودسر	民團
مارموست	狨
لحاف	被子
صالحان	公義
صالحان	正義
کانولا	油菜
زیردست	從屬
برنچ	分支
برنچ	分行
آدمها	人民
آدمها	人
آدمها	人們
وانیل	香草
زربفت	錦緞
خسیس	吝嗇
خسیس	守財奴
خسیس	小氣
پولیپ	息肉
مشخصاتی	規格
سونار	聲納
روزای	天數
روزای	日子
بدگویی	誹謗
بدگویی	誹謗罪
اجل	學期
اجل	任期
اجل	術語
درشکه	馬車
کانتینر	貨櫃
کانتینر	容器
دادرس	裁判官
پیغمبری	先知
هاشیموتو	橋本
تبخال	皰疹
سرف	衝浪
اژدهایان	龍
پارانویا	妄想
پارانویا	偏執
پارانویا	偏執狂
آرامشی	寧靜
برنامۀ	程式
برنامۀ	方案
صادرکنندگان	出口商
رینیت	鼻炎
استینگر	毒刺
فورسایت	展望
فورسایت	遠見
فورسایت	前瞻
هانگ	虹
هانگ	可汗
هانگ	汗
هانگ	大汗
هانگ	洪
کرست	束腰
سردکننده	冷卻劑
کاربراتور	化油器
اقلیتهای	少數民族
تاییدیه	證實
تاییدیه	確認
کمونیستها	共產黨
جیگر	嬰兒
جیگر	寶貝
جیگر	寶寶
ماته	隊友
ماته	交配
ژنگژو	鄭州
طعمی	口味
طعمی	風味
غصه	悲痛
آبرسان	水利工程
خرمگس	蛆
پستانک	奶嘴
فارا	法拉
ویندزور	溫莎
رویینگ	划船
جاردین	怡
هزارتو	迷宮
خوف	恐懼
خوف	敬畏
شلوارهای	褲
شلوارهای	長褲
شلوارهای	褲子
کارفرمای	雇主
کارفرمای	僱主
سرسام	譫妄
نمایشگاههای	展覽
نمایشگاههای	展品
هلم	舵
کرب	螃蟹
کرب	蟹
آنتیک	古董
کنتور	公尺
دوتریوم	氘
جیپسی	吉卜賽人
جیپسی	吉普賽人
جیپسی	吉普賽
دامپزشک	獸醫
پرخاشگرانه	咄咄逼人
لوبه	潤滑劑
لوبه	潤滑油
ترکیدن	吹
ترکیدن	炸
نفقه	贍養費
سیویک	公民
آمفیزم	肺氣腫
وطنم	悼念
بندند	發明
نینگ	寧
سارکوم	肉瘤
چاقویی	小刀
چاقویی	刀
چاقویی	刀子
فلاکت	苦難
رونین	浪人
کاندا	神田
تیمار	培養
پریری	草原
شکمش	肚皮
شکمش	腹
شکمش	腹部
شکمش	肚子
هرب	藥草
فرکانسهای	頻率
تولوئن	甲苯
طلبکار	債權人
حسود	妒忌
حسود	嫉妒
حسود	吃醋
قساوت	硬化
قساوت	暴行
تاتو	紋身
تاتو	刺青
قاپ	搶奪
راهبر	指揮
راهبر	指引
راهبر	嚮導
راهبر	指南
تعمیرگاه	車庫
سانتریفیوژ	離心
سانتریفیوژ	離心機
بلوف	崖
بلوف	虛張聲勢
رسانندگی	電導
یکسوساز	整流器
پارالل	不均衡
پارالل	不平衡
خشکیده	乾
خشکیده	乾燥
تروپوسفر	對流層
وزوز	嗡嗡
انگوری	葡萄
ناخوشی	病
ناخوشی	疾病
آپاندیسیت	闌尾炎
آپاندیسیت	盲腸炎
هریر	鷂
خندیدن	笑
ممل	哺乳動物
تارتار	韃靼
هواشناسان	氣象學家
بینگو	賓果
شرافتمندانه	可敬
میلیگرم	毫克
درگیریها	衝突
تمیزی	清潔
تمیزی	整潔
تمیزی	潔淨
تکثرگرایی	多元
تکثرگرایی	多元化
هیره	蟎
تلقیح	接種
چترباز	傘兵
تارت	撻
گریست	棚
راجعه	經常性
آبجوی	啤酒
ملانین	黑色素
آرماگدون	世界末日
شرمساری	窘迫
برودتی	低溫
کتابشناختی	書目
غافلگیری	驚奇
غافلگیری	驚喜
پالادیوم	鈀
خودخواهی	自私
اوولوشن	進化
اوولوشن	演化
اوولوشن	演進
اوولوشن	演變
منتظرم	等待
منتظرم	等候
کینین	奎寧
نابهنگام	早產
لغزان	滑桿
آناکوندا	蟒蛇
آشیکاگا	足利
ورطه	深淵
زایشگاه	產婦
گادولینیم	釓
کاتاکانا	片假名
ویپ	鞭子
ویپ	鞭
کنیاک	白蘭地
