ve	और
yaşardı	जिया
aci	पीड़ा
aci	दर्द
nikotin	निकोटीन
israf	बर्बाद
israf	बर्बादी
israf	अपशिष्ट
israf	बरबाद
israf	अपव्यय
piezoelektrik	पराश्रव्य
pastırma	बेकन
acıdır	कड़वी
acıdır	कड़वा
acıdır	कटु
eşarp	स्कार्फ
kompozisyonlar	रचनाएं
samimiyet	ईमानदारी
tabaklar	बर्तन
tabaklar	प्लेटों
çürümeye	दुर्गन्ध
ekg	ईसीजी
değişmemiş	अपरिवर्तित
kaybediyor	खोने
üniformalı	यूनिफॉर्म
üniformalı	यूनिफार्म
üniformalı	वर्दी
genelev	वेश्यालय
kompleksleri	देवालय
şaheser	कृति
şaheser	कलाकृति
sıkılmış	बोर
sıkılmış	ऊब
debriyaj	क्लच
jeneratörler	जनरेटर
muhallebi	कस्टर्ड
muhallebi	खीर
gönderi	पोस्ट
açıkorur	अनुकोण
hipotalamus	अधश्चेतक
imzalama	हस्ताक्षर
fesat	फसाद
fesat	बिगाड़
garsonluk	वेटर
garsonluk	वेट्रेस
sülük	जोंक
subtropik	उपोष्णकटिबन्ध
yakala	कैच
yakala	पकड़ें
yakala	कैप्चर
stronsiyum	स्ट्रोन्शियम
matkap	ड्रिल
avize	झूमर
azorlar	अज़ोरेस
kafiyeli	कवितायेँ
kafiyeli	छन्दों
kafiyeli	छंद
içgüdü	अंतर्ज्ञान
mutfakları	व्यंजन
satir	सेटर
güvenlidir	सुरक्षित
adenozin	एडीनोसिन
taşması	अतिप्रवाह
otokratik	निरंकुश
tiftik	लिंट
ultrasonik	अल्ट्रासोनिक
programcılar	प्रोग्रामर्स
buhârî	बुखारी
kapana	फंस
kokular	सुगंध
kokular	खुश्बू
eğilmiş	झुकी
tifüs	सन्निपात
herneyse	वैसे
tanış	मिलें
yükümlülük	देयता
yükümlülük	दायित्व
üzdü	परेशान
kısrak	घोड़ी
saygısız	अनुचित
amid	एमाइड
cerrahlar	अध्येतावृत्ति
ütü	इस्त्री
ütü	लोहा
ütü	लौह
ütü	लोहे
ütü	आयरन
korunmasız	बेपनाह
dimdik	कतरा
izm	वाद
tutumlu	मितव्ययी
salla	शेक
salla	झूले
salla	स्विंग
kalıyorum	रह
kalıyorum	रहने
kalıyorum	रहकर
kartpostal	पोस्टकार्ड
kalemleri	पेन
sabitleri	स्थिरांक
akupunktur	एक्यूपंक्चर
ayrımlar	भेद
ideolojiler	विचारधाराओं
siparişler	ऑर्डर
siparişler	आदेश
kutsanmış	धन्य
seans	सत्र
seans	एक्सटेंशन्स
cip	जीपी
cip	एसयूवी
cip	जीप
metodist	मेथोडिस्ट
muamma	पहेली
sedye	स्ट्रेचर
fiyatlara	कीमतें
fiyatlara	कीमतों
fiyatlara	दामों
şamandıra	उत्प्लव
şamandıra	उत्पत्ति
mobilyalar	फर्नीचर
mobilyalar	फ़र्नीचर
rasgele	यादृच्छिक
rasgele	बेतरतीब
şaşırmış	व्याकुल
şaşırmış	चकित
şaşırmış	हैरान
şaşırmış	अचंभित
şaşırmış	हैरत
kibarlık	विनम्र
kibarlık	दया
kibarlık	करुणा
süpermen	सुपरमैन
espriler	चुटकुले
espriler	जोक्स
büyümek	वृद्धि
büyümek	विकास
azer	आज़र
ruhullah	रुहोल्ला
çekirdeksiz	बीजरहित
öldürüyor	मारता
kartopu	स्नोबॉल
dolambaçlı	घुमावदार
dolambaçlı	पेचीदा
vana	वाल्व
çığlıkları	चिल्लाती
dolapları	अलमारियाँ
morg	मुर्दाघर
sürdürülebilirlik	निरंतरता
sürdürülebilirlik	स्थिरता
sürdürülebilirlik	संधारणीयता
gürgan	गोर्गान
isıtma	हीटिंग
göğüsleri	स्तनों
göğüsleri	स्तन
aseton	एसीटोन
sahtekar	धोखेबाज़
sahtekar	ठगी
sahtekar	धोखाधड़ी
vardiya	शिफ़्ट
vardiya	शिफ्ट
trifosfat	ट्राइफॉस्फेट
koşum	दोहन
astrolog	ज्योतिषी
resepsiyon	रिसेप्शन
resepsiyon	अभिनंदन
vâris	उत्तराधिकारी
vâris	वारिस
embriyoloji	भ्रूणविज्ञान
yatıştırıcı	सुखदायक
germanyum	जर्मेनियम
kristalografi	क्रिस्टलकी
başlat	आरंभ
başlat	लांच
başlat	लॉन्च
başlat	प्रारंभ
tutkal	गोंद
tutkal	चिपकने
gardiyanlar	भाड़े
gardiyanlar	संरक्षक
gardiyanlar	गार्ड
plansız	अनियोजित
nasıra	नासरत
antimon	ऐन्टिमोनी
halüsinasyonlar	मति
keton	कीटोन
karizma	आकर्षण
görüntüleyici	दर्शक
fitil	फ्यूज
fitil	विक
sallanan	सुहाने
kırpma	काटें
kırpma	फसल
kırpma	क्रॉप
kırpma	फ़सल
tedarikçi	आपूर्तिकर्ता
tedarikçi	प्रदायक
koruyucular	संरक्षक
şelaleler	झरना
biyogaz	बायोगैस
lateks	लेटेक्स
yağmalanmış	लूटा
incelik	कौशल
villalar	विला
şarbon	एंथ्रेक्स
kickboks	किकबॉक्सिंग
lokomotifler	इंजनों
koçlar	कोच
isteksizce	अनिच्छा
istemişler	उत्थान
gizemleri	रहस्यों
galyum	गैलियम
hidro	हाइड्रो
parabol	परवलय
büyüttü	उठी
büyüttü	अर्जित
büyüttü	उठाया
tembellik	आलसी
tembellik	सुस्ती
tembellik	आलस्य
ormangülü	बुरांस
çocuğum	संतति
çocuğum	बच्चा
çocuğum	चाइल्ड
çocuğum	बच्चे
çocuğum	बालक
nekroz	परिगलन
kilitleme	लॉक
kilitleme	ताला
kupon	वाउचर
kupon	कूपन
adaletsizlik	ख़ुदकुशी
adaletsizlik	अन्याय
antiseptik	एंटीसेप्टिक
rehineler	बंधकों
fiyasko	क़हर
fiyasko	फ्लॉप
fiyasko	नाकामी
fiyasko	विफलता
fiyasko	असफल
fiyasko	असफलता
süiti	सुइट
müzayede	नीलामी
iğneleyici	व्यंग्यात्मक
hokand	ख़ोक़न्द
pıhtı	थक्का
kubbeler	गुम्बद
devirme	फेकने
bültenleri	रिलीज़
bültenleri	रिलीज
ametist	अमेथिस्ट
altınlar	सोने
altınlar	सुनहरा
altınlar	सोना
altınlar	गोल्ड
altınlar	स्वर्ण
takipçi	अनुसरणकर्ता
takipçi	ट्रैकर
takipçi	अनुयायी
takipçi	शिकारी
halojen	हैलोजन
kundaklama	आगजनी
yaran	घाव
yaran	जख्म
mitingler	रैलियों
değiştirici	परिवर्तक
fransiyum	फ़्रान्सियम
kâbus	दुःस्वप्न
küstah	निर्लज्ज
küstah	घमंडी
küstah	अभिमानी
hedefleme	लक्ष्यीकरण
anlami	अर्थ
boşanmak	तलाक
boşanmak	तलाक़
harmonikler	हार्मोनिक्स
hermafrodit	उभयलिंगी
spektrometresi	स्पेक्ट्रोमीटर
deyimleri	मुहावरे
gökler	आसमान
monolitik	एकाश्मक
özensiz	मैला
giriyorum	प्रवेश
masalar	टेबल
aşındırıcı	क्षयकारी
çemen	मेथी
darwinizm	डार्विनवाद
fayans	टाइल
kötülükler	बुराइयों
yüzmek	तैरने
yüzmek	स्विमिंग
yüzmek	तैराकी
yüzmek	तैरना
yüzmek	तैर
soket	सॉकेट
selenyum	सेलेनियम
melezler	संकरण
melezler	हाइब्रिड
kizi	बेटी
sinsice	डरपोक
sinsice	चुपके
sinsice	कंजूस
haritacılık	मानचित्रकला
gazni	गजनी
çizelgeleri	चार्ट
bekleyin	रुको
bekleyin	इंतजार
loş	डिम
hamd	तारीफ़
hamd	प्रशंसा
hamd	स्तुति
hamd	गुणगान
hamd	तारीफ
egzersizleri	कसरत
düzeltiyorum	सुधार
shogun	शोगुनराज
dolandırıcılığı	स्कैम
dolandırıcılığı	घोटालों
üzengi	रकाब
termit	थर्माइट
termit	दीमक
irkçı	जातिवाद
hastahane	हॉस्पिटल
hastahane	अस्पताल
hastahane	चिकित्सालय
kabadayılık	धमकी
kabadayılık	धमकाना
yanıtları	जवाब
yanıtları	प्रत्युत्तर
yanıtları	प्रतिक्रियाएँ
gidi	गुदगुदी
hemşireler	नर्स
fırıncı	बेकर
fiş	चिप्स
fiş	रसीद
fiş	प्लग
öğreniyor	सीखना
öğreniyor	सीख
altılı	छक्के
benimki	मेरा
hegemonya	आधिपत्य
öncelikleri	प्राथमिकताएं
öncelikleri	प्राथमिकताओं
fibrozis	फाइब्रोसिस
trityum	ट्राइटियम
lokalize	स्थानीयकृत
işaretle	मार्क
işaretle	चिह्नित
ihtiyatlı	सावधान
ihtiyatlı	दूरदर्शी
katarakt	मोतियाबिंद
ajitasyon	आंदोलन
gecikti	विलम्बित
gecikti	देरी
gecikti	विलंबित
enstantane	स्नैपशॉट
gözlemcileri	पहरेदार
kutsaldır	पवित्र
shelly	शेली
bizmut	बिस्मथ
paketlenmiş	लपेटा
ikilem	दुविधा
günbatımı	सूर्यास्त
günbatımı	संध्या
listeleme	प्रविष्टि
listeleme	लिस्टिंग
kasetleri	टेपों
kasetleri	कैसेट्स
küpeler	झुमके
küpeler	बालियां
kloroplast	हरितलवक
üniformaları	वर्दी
enstrümantasyon	इंस्ट्रुमेंटेशन
mezon	मेसॉन
izgara	ग्रील्ड
izgara	ग्रिल
izgara	फटती
izgara	ग्रिड
tanımsız	अपरिभाषित
fişi	प्लग
alçakgönüllü	विनम्र
veziristan	वज़ीरिस्तान
metres	मालकिन
metres	प्रेयसी
tozlaşma	परागण
sufiler	सूफियों
siklotron	साइक्लोट्रॉन
protektorası	प्रोटेक्टोरेट
elektronika	इलेक्ट्रॉनिका
aldehit	सुव्युद
yoruldum	थकान
yoruldum	थका
çekin	खींचे
çekin	खींचो
izliyor	घड़ियाँ
vurgulama	हाइलाइट
brokoli	ब्रोकोली
hipnotik	सम्मोहक
zirkonyum	ज़र्कोनियम
bingo	जैकपॉट
bingo	खजाना
çakışan	अतिव्यापी
korkmuş	डर
korkmuş	भयभीत
kısıtlamak	सीमित
kısıtlamak	प्रतिबंधित
makrofaj	मैक्रोफेज
sürükleyerek	खींचना
gündönümü	संक्रांति
