年	イヤー
隱含	暗黙
背書	裏書
背書	支持
證明書	証明書
灌輸	教化
謎題	パズル
好笑	面白い
偶遇	出会い
偶遇	遭遇
波紋	さざ波
恥辱	恥辱
毛巾	タオル
隔絕	孤立
隔絕	隔離
珍愛	チェリッシュ
馬賽克	モザイク
降落傘	パラシュート
未成熟	未熟
紀子	のりこ
紀子	紀子
健身房	ジム
健身房	体育館
誤用	誤用
長矛	ランス
長矛	スピアーズ
變色	変色
棍棒	スティック
軍服	制服
軍服	ユニフォーム
角膜	角膜
迫擊炮	迫撃砲
迫擊炮	モルタル
總括	オムニバス
豆蔻	カルダモン
交際	社交
基數	塩基
基數	ベース
檢修	オーバーホール
妒忌	嫉妬
截肢	切断
欺詐	詐欺
鞠躬	船首
鞠躬	お辞儀
鞠躬	ボウ
鞠躬	おじぎ
渡島	大島
連續性	連続
外向	外側
外向	送信
外向	発信
刀片	刃物
刀片	ブレイド
寬恕	許し
寬恕	許す
甜食	お菓子
甜食	スイーツ
青瓷	青磁
重罪	重罪
演練	ドリル
百萬富翁	富豪
百萬富翁	ミリオネア
對角線	対角線
絕種	絶滅
絕種	消滅
小寫	小文字
杯子	コップ
杯子	カップ
麵包店	ベーカリー
謎團	ミステリー
釀	醸造
糕點	洋菓子
湧現	出現
喀土穆	ハルツーム
好吃	美味しい
好吃	美味
好吃	おいしい
麻痹	麻痺
哭了	泣く
斜線	スラッシュ
打碎	スマッシュ
礦山	鉱山
奶牛	カウ
溺水	溺死
鈽	プルトニウム
束腰	コルセット
冰雹	ひょう
觸碰	感動
觸碰	タッチ
觸碰	触る
傳喚	呼出
傳喚	召喚
女傭	メイド
捆綁	付属
刀具	刃物
刀具	ナイフ
鴕鳥	ダチョウ
爬蟲類	爬虫類
同義詞	類義語
同義詞	同義語
不忠	浮気
蝗蟲	イナゴ
蝗蟲	バッタ
綿羊	ヒツジ
下線	オフライン
俚語	俗語
俚語	スラング
復職	復職
宵禁	門限
疹	発疹
套餐	コンボ
乳酪	チーズ
蠍子	スコーピオン
蠍子	サソリ
識字	識字
燒錄	やけど
燒錄	火傷
燒錄	焼き
痙攣	痙攣
擊穿	内訳
出遊	お出かけ
出遊	アウティング
康乃馨	カーネーション
財寶	宝物
膽固醇	コレステロール
態勢	姿勢
火把	たいまつ
火把	トーチ
海洛因	ヘロイン
遙控器	リモート
花束	ブーケ
紙箱	カートン
飢荒	飢饉
求愛	求愛
人道主義	人道的
人道主義	ヒューマニズム
人道主義	人道
父母親	両親
父母親	保護者
掃瞄	スキャン
水電	水力
骨牌	ドミノ
捷徑	ショートカット
紅外	赤外線
郊遊	お出かけ
郊遊	アウティング
郊遊	ピクニック
餐具	刃物
丁烷	ブタン
鈮	ニオブ
節錄	抜粋
滲入	潜入
雪人	雪だるま
雪人	イエティ
媒人	仲人
共犯	共犯
篝火	焚き火
輪機	タービン
泳衣	水着
海溝	トレンチ
海溝	塹壕
山岡	山岡
迴廊	回廊
可用性	可用性
標點	句読点
寂靜	無音
寂靜	沈黙
寂靜	サイレンス
柔性	フレキシブル
胰腺	膵臓
表象	出演
靴子	ブーツ
靴子	ブート
腳踝	足首
某處	どこか
最糟糕	最悪
疤痕	傷跡
破損	壊れた
小夜曲	セレナーデ
說唱	ラップ
反動	反動
測繪	測量
維他命	ビタミン
錯覺	幻想
錯覺	錯覚
錯覺	妄想
錯覺	イリュージョン
海床	海底
咨詢	カウンセリング
咨詢	コンサルタント
咨詢	コンサルティング
淺灘	砂州
狂犬病	狂犬病
盛會	ガーラ
愛國主義	愛国心
術士	ワーロック
閃光燈	フラッシュ
蟒蛇	ニシキヘビ
蟒蛇	アナコンダ
引證	サイテーション
痢疾	下痢
痢疾	赤痢
房租	レント
房租	家賃
房租	借りる
房租	レンタル
傷痛	疼痛
傷痛	痛み
傷痛	ペイン
試劑	試薬
投影機	プロジェクター
鵲	カササギ
戰利品	トロフィー
石棺	サルコファガス
摩擦力	摩擦
發熱	発熱
菠蘿	パイナップル
癲癇	発作
癲癇	てんかん
癲癇	差押え
癲癇	押収
閃電俠	フラッシュ
監視器	モニタ
監視器	モニター
原木	ログ
義大利文	イタリアン
肥皂劇	石鹸
鄉間	田舎
肺結核	結核
襯衫	シャツ
鶚	ミサゴ
水獺	カワウソ
水獺	オッター
臭名昭著	汚名
裁縫	仕立て屋
地幔	マントル
冥府	ハーデース
分銷	配当
分銷	分布
分銷	流通
補救	救済
禁食	断食
賭注	ベット
賭注	賭ける
賭注	賭け
叛國	反逆
刺蝟	ハリネズミ
背影	シルエット
說服力	説得
無私	無私
無私	無欲
屈辱	屈辱
蕃茄	トマト
驅逐出境	退学
驅逐出境	除名
驅逐出境	送還
駕馭	ハーネス
駕馭	馬具
碳化	炭化
鋇	バリウム
彩排	リハーサル
水泵	パンプス
水泵	ポンプ
敏感性	感受性
敏感性	感度
敏感性	感性
贈品	景品
人脈	つながり
人脈	接続
龍舌蘭	テキーラ
污泥	汚泥
熱狗	ホットドッグ
實用性	ユーティリティー
實用性	効用
實用性	ユーティリティ
火石	フリント
磁帶	テープ
刀子	ナイフ
陶藝	陶芸
陶藝	陶器
試試	トライ
試試	試す
揚聲器	議長
揚聲器	話し手
揚聲器	スピーカー
挑剔	好き嫌い
謀殺罪	殺人
嫁妝	ダワー
狂歡	オージー
白蟻	シロアリ
花邊	レース
花邊	ひも
豬油	ラード
紅心	ハーツ
違約	デフォルト
違約	違反
禁運	禁輸
抽獎	懸賞
統計數字	統計
涼亭	ガゼボ
烘	焼く
海龜	カメ
關節炎	関節炎
天數	日数
敏感度	感受性
敏感度	感度
猥褻	わいせつ
嚮導	ガイド
勞力	分娩
勞力	労働
芹澤	芹沢
口供	告白
嚼	かむ
嚼	チューインガム
磚塊	煉瓦
磚塊	れんが
磚塊	レンガ
乞求	ベグ
乞求	物乞い
乞求	乞食
調味料	味付け
調味料	調味料
快照	スナップショット
礦物質	鉱物
節拍	ビート
節拍	ビーツ
信條	信条
信條	教義
松樹	マツ
松樹	パイン
音律	気質
拼字	つづり
拼字	スペル
拼字	スペリング
拼字	呪文
誘餌	ベイト
暈倒	気絶
透析	透析
脛骨	脛骨
前台	受付
牛仔褲	ジーンズ
水澤	水沢
焰火	花火
油菜	菜種油
屠夫	肉屋
屠夫	ブッチャー
遞增	増分
遞增	インクリメント
氣管	気管
淘氣	いたずら
紡織業	織物
紡織業	テキスタイル
住址	アドレス
住址	住所
鎖鏈	チェイン
離境	出発
反復	繰り返し
絞刑	絞首刑
笑聲	笑い
膽小	臆病
雜質	穢れ
牛油	バター
打掃	洗浄
打掃	クリーニング
打掃	清掃
打掃	掃除
黑板	黒板
超額	超過
純度	純度
嬉皮	ヒッピー
餘震	余震
最優	最適
股息	配当
頑固	頑固
拳擊手	ボクサー
指點	ポインタ
電網	グリッド
水彩	水彩画
水彩	水彩
荷爾蒙	ホルモン
家務	家事
不相干	無関係
腱	天丼
停車位	駐車
逆境	逆境
超支	オーバーラン
風琴	オルガン
風琴	臓器
更近	近い
積木	ブロック
數額	金額
氯仿	クロロホルム
金絲雀	カナリア
眉毛	まゆ
眉毛	眉毛
榴槤	ドリアン
塗料	ドープ
熱力	ヒート
諺語	ことわざ
侵吞	横領
聚餐	持ち寄り
聖餐	コミュ
弱者	弱い
麵食	パスタ
浮點	フロート
酸奶	ヨーグルト
血漿	プラズマ
修剪	トリム
修剪	整える
雞尾酒	カクテル
倒轉	リバース
殺蟲劑	農薬
芹菜	セロリ
柵欄	フェンス
肛交	アナル
工藝品	アーティファクト
工藝品	工芸
河濱	リヴァーサイド
鍶	ストロンチウム
乾酪	チーズ
水腫	浮腫
果醬	ジャム
沙發	ソファ
沙發	ソファー
時序	沿革
時序	年表
方尖碑	オベリスク
水門	水門
前臂	前腕
吊車	クレーン
吊車	ツル
合理化	合理化
脫水	脱水
固化	硬化
麋鹿	ムース
芬芳	香り
峽灣	フィヨルド
養護	保全
戰壕	トレンチ
戰壕	塹壕
遊牧	遊牧民
漂白	ブリーチ
聖誕老人	サンタ
鋦	キュリウム
禿	ハゲ
親善	親善
親善	のれん
隱喻	比喩
裁軍	軍縮
陽台	テラス
陽台	バルコニー
陽台	棚田
旱災	干ばつ
旱災	旱魃
導管	コンジット
口才	弁論
牛郎	ジゴロ
漁夫	漁師
鹵	ハロゲン
對流層	対流圏
受賄	賄賂
受賄	贈収賄
歐姆	オーム
敵視	敵意
無害	無害
襪子	靴下
襪子	ソックス
折算	減刑
水槽	シンク
水槽	流し
罌粟	ケシ
罌粟	ポピー
餘弦	コサイン
點滴	点滴
凝結	凝縮
凝結	縮合
酒類	リキュール
酒類	アルコール
輪值	回転
輪值	ローテーション
當量	利回り
當量	出来上がり
滅火器	消火器
恩人	恩人
麻疹	麻疹
羨慕	羨望
鮮血	血液
鮮血	ブラッド
憐憫	マーシー
憐憫	慈悲
貧血	貧血症
貧血	貧血
偶而	時折
偶而	たまに
烘烤	焼く
烘烤	焼成
小公主	プリンセス
小公主	王女
輕量級	ライトウェイト
合歡	アカシア
米飯	ライス
米飯	ご飯
包廂	コンパートメント
隱私權	プライバシー
票券	チケット
票券	切符
捕撈	釣り
捕撈	魚釣り
雷鳥	サンダーバード
家俱	家具
袋子	かばん
袋子	バッグ
隔熱	絶縁
機智	機知
機智	ウィット
外甥女	めい
盜竊	盗難
盜竊	窃盗
盜竊	窃盗罪
彈跳	バウンス
螺栓	ボルト
灰塵	砂塵
灰塵	ダスト
灰塵	ほこり
坯	ビレット
鱈魚	タラ
鱈魚	コッド
羊群	群れ
回音	反響
回音	エコー
地峽	地峡
品嚐	テイスティング
品嚐	試飲
品嚐	試食
行李箱	荷物
行李箱	スーツケース
香菇	キノコ
香菇	きのこ
香菇	マッシュルーム
蚯蚓	ミミズ
農奴	農奴制
餌	ベイト
座右銘	標語
拍戲	撮影
想象力	イマジネーション
想象力	想像力
想象力	想像
淡褐色	ヘイゼル
淡褐色	ゼル
眨眼	ウインク
眨眼	点滅
麻木	しびれ
遺漏	省略
伊甸園	エデン
四邊形	四角形
玫瑰花	バラ
玫瑰花	薔薇
淋浴	にわか
淋浴	シャワー
阿司匹林	アスピリン
基調	トーン
害蟲	ペスト
害蟲	害虫
醍醐	醍醐
抑鬱	うつ病
長頸鹿	キリン
雙倍	ダブル
雙倍	二重
肉瘤	肉腫
乳白色	ミルキー
駕照	免許
駕照	ライセンス
無可避免	必然
無可避免	やむを得ない
山賊	バンディッツ
山賊	盗賊
納稅	租税
納稅	税金
潰瘍	潰瘍
來信	手紙
來信	レター
球鞋	スニーカー
好戰	好戦
鷂	ハリアー
釷	トリウム
剪影	シルエット
打劫	強盗
銨	アンモニウム
洗衣店	ランドリー
洗衣店	洗濯
修辭	修辞
橫幅	バナー
橫幅	横断幕
餃子	団子
回文	回文
禮節	マナー
禮節	礼儀
獨白	モノローグ
朗誦	朗読
交貨	配達
交貨	配送
交貨	デリバリー
交貨	配信
生菜	レタス
鎘	カドミウム
膠片	映画
膠片	フィルム
包包	かばん
包包	バッグ
轉角	コーナー
無意識	無意識
觸動	タッチ
觸動	触る
搖晃	シェイク
搖晃	振る
搖晃	震え
星號	アスタリスク
煉獄	煉獄
豹子	ヒョウ
碟片	円盤
碟片	ディスク
赤腳	裸足
定額	quota
洗牌	シャッフル
驗收	受入れ
驗收	承認
驗收	承諾
驗收	受付
噴嘴	ノズル
帶子	テープ
掌聲	拍手
食道	食道
水療	スパ
輸血	輸血
冰霜	フロスト
短褲	ショーツ
刀鋒	刃物
刀鋒	ブレイド
托兒所	保育園
托兒所	保育
童子軍	スカウト
迷惘	混同
迷惘	混乱
皇陵	陵墓
皇陵	霊廟
緩衝區	バッファ
緩衝區	バッファー
青霉素	ペニシリン
縫隙	ひび割れ
反饋	フィードバック
魷魚	イカ
挖苦	皮肉
決斷	解決
決斷	解消
討論會	セミナー
糖漿	シロップ
糖漿	糖蜜
槍支	ガン
白鷺	サギ
大拇指	親指
推銷員	セールスマン
標緻	プジョー
稅款	税金
異教	異教徒
凶猛	激しい
凶猛	激戦
情慾	エロ
情慾	性欲
各單位	ユニット
各單位	単位
債權	主張
債權	取得
債權	債権
披薩	ピザ
焦糖	キャラメル
焦糖	カラメル
氬	アルゴン
錸	レニウム
燙	ホット
燙	暑い
燙	熱い
窗簾	カーテン
就職典禮	発足
磨擦	摩擦
聚乙烯	ポリエチレン
大麥	大麦
初學者	ビギナー
初學者	初心者
邀請函	招待
鬱金香	チューリップ
手銬	手錠
刺針	スティング
花卷	花巻
同儕	ピア
睫毛	まつげ
門廊	ポーチ
肝硬化	肝硬変
苦苦	ビター
苦苦	苦い
軸承	軸受
賭徒	ギャンブラー
化油器	キャブレター
伏特加	ウォッカ
鉬	モリブデン
鮮花	お花
孔洞	ホール
排定	予定
敬禮	敬礼
鴨子	カモ
鴨子	ダック
鴨子	アヒル
顫音	トリル
米開朗基羅	ミケランジェロ
瞎子	盲人
瞎子	ブラインド
釩	バナジウム
手袋	ハンドバッグ
會眾	会衆
畫畫	図面
畫畫	ドローイング
畫畫	描画
畫畫	絵画
葡萄球菌	アウレウス
阿彌陀佛	阿弥陀如来
幣值	通貨
重復	繰り返し
重復	繰り返す
編碼器	エンコーダ
藐視	ディファイアンス
藐視	軽蔑
藐視	デファイアンス
抽樣	サンプリング
抽樣	サンプル
綠寶石	エメラルド
煉金術	錬金術
郵箱	メールボックス
女主人	愛人
養分	栄養素
原產地	語源
原產地	由来
原產地	起源
原產地	原点
瑜珈	ヨガ
鐳	ラジウム
余弦	コサイン
鉭	タンタル
同質	均質
包袱	荷物
排演	リハーサル
問卷調查	調査
問卷調查	アンケート
手工藝	手芸
手工藝	工芸
抱抱	ハグ
僵化	剛性
論據	論証
摘錄	エキス
摘錄	抜粋
性慾	リビドー
禮遇	礼儀
捲軸	スクロール
捲軸	巻物
捲軸	リール
求偶	求愛
手帕	ハンカチ
侍者	ウェイター
跋涉	トレッキング
跋涉	トレック
道義	道徳
聚酯	ポリエステル
卡路里	カロリー
存貨	株式
存貨	在庫
存貨	棚卸
存貨	ストック
鄙視	軽蔑
刻字	彫刻
凌空	バレー
傢俱	家具
乳頭	乳首
蕨類	シダ
風鈴	チャイム
獴	マングース
指針	ポインター
指針	ポインタ
樣板	テンプレート
滾輪	ローラー
勤勞	働き者
勤勞	勤勉
單調	単調
攪拌	攪拌
拖鞋	スリッパ
實心	固体
卑微	謙虚
無恥	恥知らず
飲水	ウォーター
垂死	瀕死
抽搐	けいれん
法警	廷吏
難民營	キャンプ
電離層	電離層
步法	フットワーク
視網膜	網膜
精煉	絞り込む
精煉	精製
精煉	洗練された
腸胃	胃腸
異教徒	異教徒
青柳	青柳
摻雜	ドープ
摻雜	ドーピング
倉儲	倉庫
贖回	償還
殉難	殉教
蒼白	ペール
蒼白	青白い
備案	ファイリング
外孫女	孫娘
童貞	処女
驗屍	検死
幸一	幸一
緞	サテン
奇觀	驚異
奇觀	スペクタクル
黃銅	真鍮
報銷	弁償
報銷	償還
愚者	愚か者
自負	エゴ
白楊	ポプラ
創造力	創造力
創造力	創造性
牧羊犬	コリー
介詞	前置詞
葉綠素	クロロフィル
鐵皮	スズ
巷子	裏通り
巷子	路地
美髮	理髪
地窖	地下室
同情心	思いやり
同情心	同情
剔	好き嫌い
告解	自白
告解	懺悔
疝	ヘルニア
發芽	スプラウト
終端機	ターミナル
終端機	端末
酸度	酸味
印表機	プリンター
印表機	プリンタ
淡紫色	ライラック
淡紫色	ラベンダー
炮艇	砲艦
阿彌陀	阿弥陀如来
梭魚	バラクーダ
梭魚	カマス
輕聲	囁き
輕聲	ささやく
無神論	無神論者
無神論	無神論
對齊	アライメント
對齊	配置
計時器	タイマー
計時器	ストップウォッチ
酵母菌	酵母
燉	シチュー
檢疫	検疫
母牛	カウ
減壓	解凍
減壓	減圧
離線	オフライン
密使	使者
焓	エンタルピー
議定	合意
議定	同意
誓約	ダーマ
木棍	スティック
髒	ダーティー
髒	ダーティ
髒	汚い
潛意識	無意識
割禮	割礼
釔	イットリウム
片語	フレーズ
耐性	忍耐
耐性	我慢
耐性	根気
採石場	採石場
差額	差異
差額	差分
差額	違い
輕輕	そっと
外科手術	手術
嘟嘟	ビープ
皮草	毛皮
列支敦斯登	リヒテンシュタイン
馬桶	便器
馬桶	トイレ
男中音	バリトン
女權	フェミニスト
女權	フェミニズム
機遇	好機
機遇	機会
衰敗	崩壊
衰敗	減衰
血肉	肉体
夢魘	悪夢
夢魘	ナイトメア
大力士	ヘラクレス
吉普車	ジープ
抱負	野心
抱負	野望
鎵	ガリウム
尼古丁	ニコチン
噴氣	ジェット機
噴氣	ジェット
西服	背広
西服	スーツ
焚化爐	焼却炉
結核	結核
結核	団塊
歇斯底里	ヒステリー
歇斯底里	ヒステリック
野餐	ピクニック
排骨	リブ
米色	ベージュ
黃瓜	きゅうり
黃瓜	キュウリ
搶掠	略奪
除草	除草
除草	草取り
鹵素	ハロゲン
大廚	シェフ
佈雷	ブレイ
音波	ソニック
長褲	ズボン
阿拉巴馬	アラバマ
芥末	ワサビ
芥末	マスタード
鄉紳	従者
雄心勃勃	野心
營養不良	栄養失調
復員	復員
烏蘭巴托	ウランバートル
堅果	ナッツ
堅果	ナット
草藥	ハーブ
根除	撲滅
芥菜	マスタード
胸圍	バスト
胸圍	ブラ
胸圍	ブラジャー
貧民窟	ゲットー
貧民窟	スラム
壕溝	トレンチ
壕溝	塹壕
腎上腺素	アドレナリン
手工業	手芸
母后	母親
母后	おかあさん
鉈	タリウム
花兒	フラワー
花兒	お花
圈地	ロデオ
