年	año
尺碼	tamaños
凝集	aglutinación
報應	retribución
貧瘠	estériles
貧瘠	estéril
受孕	concebir
受孕	concibe
受孕	concepción
靈巧	destreza
書包	mochila
預謀	premeditado
預謀	premeditación
嗓子	voz
嗓子	garganta
悔恨	arrepentimiento
悔恨	remordimiento
悔恨	remordimientos
育種	cría
育種	crianza
育種	reproducción
育種	reproductores
食慾	apetito
孔徑	apertura
孔徑	abertura
慢跑	correr
姑息	apaciguamiento
嗎啡	morfina
毛衣	sudadera
毛衣	jersey
毛衣	suéter
女同志	lesbiana
女同志	lesbianas
回扣	rebaja
回扣	sobornos
皮疹	sarpullido
皮疹	erupción
重讀	releer
邊框	fronteriza
邊框	frontera
邊框	borde
邊框	bordes
邊框	fronterizo
邊框	fronteras
安眠藥	hipnótico
必需品	esenciales
必需品	necesidades
必需品	esencial
必需品	imprescindibles
世仇	feudo
世仇	enemistad
新陳代謝	metabolismo
新陳代謝	metabólica
同謀	cómplices
同謀	complicidad
同謀	cómplice
扭傷	esguince
扳手	llave
傢具	mobiliario
傢具	mueble
傢具	muebles
痴情	enamoramiento
觸電	electrocución
聖歌	himno
聖歌	canto
齋戒	ayunas
齋戒	ayuno
齋戒	ayunar
脫衣舞	tiras
脫衣舞	tira
脫衣舞	striptease
脫衣舞	franja
惡霸	matón
惡霸	abusador
惡霸	abusadores
惡霸	matones
閒暇	esparcimiento
閒暇	ocio
可敬	honorables
魚種	especie
魚種	especies
幫會	garrote
幫會	discoteca
可讀性	legibilidad
損害賠償	daños
損害賠償	indemnización
絲襪	medias
絲襪	calcetín
剛毅	fortaleza
採礦業	minería
採礦業	minero
串列	serie
鼻涕	moco
鼻涕	mocos
鞦韆	columpio
鞦韆	oscilaciones
鞦韆	columpios
鞦韆	balanceo
鷚	bisbita
斷頭台	andamio
斷頭台	guillotina
硫酸鹽	sulfato
乳豬	cerditos
乳豬	lechones
托運	envio
托運	consignación
托運	envíos
托運	cargamento
托運	envío
托運	remesa
認領	reclamó
認領	reivindicación
認領	reclamo
認領	reclamadas
認領	reclamada
認領	reclamar
認領	reclamación
認領	reclamado
認領	alegó
辛迪加	sindicado
辛迪加	sindicato
十項全能	decatlón
曆書	efemérides
鼻炎	rinitis
課外	extracurriculares
拂曉	amanecer
拂曉	alba
反托拉斯	antimonopolio
掃帚	escoba
掃帚	escobas
累犯	reincidencia
洗浴	bañarse
偷看	vistazo
錄音機	grabador
錄音機	registrador
錄音機	grabadora
反手	revés
靈敏度	sensibilidad
雜項	diversos
雜項	varios
還款	reembolso
凌亂	desordenada
凌亂	desordenado
脈搏	pulso
隱士	recluido
隱士	ermitaño
隱士	recluso
隱士	reclusa
鋨	osmio
喜慶	festiva
喜慶	festivo
喜慶	festivos
時辰	hora
華爾茲	vals
紫羅蘭	violeta
紫羅蘭	violetas
危難	aflicción
危難	angustia
拋光	pulido
拋光	pulir
水電站	represa
水電站	presa
水電站	embalse
水電站	dique
東山再起	regreso
卡其	caqui
鋯	circonio
小氣	tacaño
韌性	resistencia
韌性	tenacidad
韌性	resiliencia
衣櫃	vestuario
衣櫃	ropero
衣櫃	armario
衣櫃	clóset
衣櫃	guardarropa
赤足	descalza
赤足	descalzos
赤足	descalzo
胃口	apetito
太陽眼鏡	gafas
伯利恆	belén
分紅	dividendos
分紅	dividendo
豬仔	cerdito
兵卒	empeño
兵卒	peón
罐裝	enlatada
罐裝	conservas
相爭	competir
相爭	compitiendo
有機體	organismos
有機體	organismo
產科	obstetricia
產科	obstétrica
傷疤	cicatriz
傷疤	cicatrices
間歇性	intermitentes
間歇性	intermitente
大霧	neblina
大霧	niebla
氣化	gasificación
獨裁政權	dictadura
魚兒	pescados
魚兒	peces
魚兒	pesca
魚兒	pescado
魚兒	pez
氣喘	asma
劃界	demarcación
劃界	delimitación
紙漿	pulpa
馴服	doma
馴服	domar
馴服	domesticado
酸味	agrio
酸味	amargo
酸味	agria
峰峰	pico
痴呆	demencia
輕蔑	menosprecio
輕蔑	desacato
輕蔑	desdén
輕蔑	desprecio
鼓膜	tímpano
決算	relatos
決算	contabilidad
決算	cuentas
成百上千	cientos
成百上千	centenares
臭蟲	chinches
臭蟲	insectos
臭蟲	bicho
臭蟲	insecto
臭蟲	bichos
臭蟲	errores
鉍	bismuto
無價	incalculable
無價	inestimable
無價	invaluable
校准	calibrar
校准	calibrado
校准	calibración
鯰魚	bagre
汗水	sudar
汗水	sudor
關機	apagado
臟	sucios
臟	sucia
臟	sucias
臟	sucio
腦炎	encefalitis
訂戶	abonados
訂戶	suscriptores
訂戶	abonado
罪過	pecado
泥巴	lodo
泥巴	fango
泥巴	barro
破冰船	rompehielos
遇險	aflicción
遇險	angustia
更年期	menopausia
滿文	manchú
手心	palmas
手心	palmeras
冠狀動脈	coronaria
多雲	nublado
防腐劑	conservante
防腐劑	conservantes
皺紋	arrugas
皺紋	arruga
肚臍	ombligo
忙著	ocupado
忙著	ocupada
忙著	ocupados
忙著	ocupadas
宗法	patriarcales
宗法	patriarcal
七月份	julio
退火	recocido
蠱惑	compulsión
蠱惑	coacción
粉塵	polvos
上訪	petición
上訪	peticion
白日夢	soñando
白日夢	ensueño
輸家	perdedora
輸家	perdedor
傳票	citación
傳票	citaciones
包容性	inclusión
包容性	integrador
包容性	inclusivo
包容性	inclusiva
蛋黃	yema
至高無上	supremacía
至高無上	primacía
發病率	prevalencia
發病率	predominio
發病率	morbilidad
發病率	incidencia
瓶裝	embotellada
瓶裝	embotellado
鐵鍊	cadenas
搖動	balanceo
搖動	sacudida
搖動	batido
搖動	sacudir
搖動	agitar
拜拜	adios
拜拜	adiós
列寧主義	leninismo
探照燈	reflector
許諾	prometer
許諾	promesa
許諾	prometido
許諾	promesas
許諾	prometen
膚淺	superficiales
膚淺	superficial
筆跡	letra
筆跡	escritura
筆跡	caligrafía
懊悔	arrepentimiento
懊悔	remordimiento
懊悔	remordimientos
剝皮	pelar
薄餅	panqueques
薄餅	tortitas
吸氣	inhala
吸氣	inhalar
做夢	soñando
做夢	soñar
做夢	sueña
做夢	sueño
做夢	ensueño
十誡	decálogo
十誡	mandamientos
敬酒	brindis
敬酒	tostada
敬酒	tostadas
隔膜	diafragma
試點	piloto
手鐲	pulsera
手鐲	brazaletes
手鐲	brazalete
手鐲	pulseras
注射器	jeringa
注射器	jeringuilla
注射器	jeringas
注射器	jeringuillas
汽化	vaporización
穩住	constante
浮華	llamativa
浮華	llamativos
浮華	llamativo
度假勝地	balnearios
熨斗	plancha
熨斗	planchas
政界人士	políticos
政界人士	politicos
誦經	cantos
誦經	cantando
誦經	canto
廣度	amplitud
廣度	anchura
長袍	albornoz
長袍	bata
長袍	túnica
擴音器	altavoces
擴音器	bocinas
糖蜜	melaza
公訴	acusación
吃醋	celos
吃醋	celosa
吃醋	celosos
吃醋	celoso
義氣	fraternidad
義氣	hermandad
感傷	sentimentales
支氣管	bronquial
擔架	camilla
硝酸鹽	nitrato
硝酸鹽	nitratos
億萬富翁	multimillonarios
億萬富翁	millonario
億萬富翁	multimillonario
成就感	plenitud
成就感	cumplimiento
打火機	mechero
打火機	encendedor
供詞	confesiones
桂皮	canela
菜花	coliflor
烤箱	horno
烤箱	estanterías
烤箱	hornos
預付	prepago
塵土	polvo
嚇人	aterrador
嚇人	miedo
嚇人	asusta
判罪	convicciones
判罪	condenas
判罪	convencimiento
判罪	convicción
鼴鼠	lunares
鼴鼠	topo
鼴鼠	topos
透支	descubiertos
瀆職	malversación
入世	adhesión
多才多藝	versatilidad
多才多藝	versátil
強迫性	compulsión
強迫性	coercitivas
強迫性	coacción
核可	aprobación
核可	homologación
勢頭	ímpetu
勢頭	impulso
汽車旅館	moteles
鴴	chorlito
充電器	cargador
充電器	cargadores
鬥牛士	torero
美洲獅	puma
癱	paralítico
癱	parálisis
癱	paralizado
癱	paralizada
雲杉	abeto
血紅蛋白	hemoglobina
腎炎	nefritis
幻燈片	tobogán
幻燈片	diapositiva
幻燈片	diapositivas
幻燈片	presentación
幻燈片	desliza
幻燈片	deslizar
貧民區	barrios
貧民區	tugurios
貧民區	gueto
壁爐	chimenea
船夫	barquero
十進位	decimales
製成品	fabrica
製成品	manufacturas
製成品	manufactura
壓碎	aplastados
壓碎	aplastando
壓碎	trituración
壓碎	aplastante
壓碎	aplastamiento
壓碎	aplastado
壓碎	aplastada
開心果	pistacho
姨媽	tita
姨媽	tia
姨媽	tía
編目	catalogo
編目	catálogos
編目	catalogación
編目	catálogo
動蕩	turbulencias
動蕩	agitación
動蕩	turbulencia
天鵝絨	terciopelo
刀柄	empuñadura
批發商	mayorista
批發商	mayoristas
曲軸	cigüeñal
被綁	empatados
被綁	até
被綁	atadas
被綁	atados
被綁	atado
獵槍	escopeta
臉紅	rubor
戲服	vestuario
戲服	trajes
戲服	disfraces
戲服	traje
戲服	disfraz
箭號	flecha
偏轉	desviación
偏轉	deformación
脫軌	descarrilar
脫軌	descarrilamiento
切碎	rallado
旅費	viaje
旅費	viajes
旅費	viajar
長生不老	inmortalidad
燒焦	carbonizado
電鍍	galvanoplastia
越野車	todoterreno
越野車	camioneta
鞋匠	zapatero
冒號	colón
定居點	asentamiento
定居點	liquidaciones
定居點	asentamientos
定居點	liquidación
垃圾箱	contenedor
垃圾箱	basurero
燕尾服	esmoquin
女權主義	feminista
女權主義	feminismo
女權主義	feministas
無味	insípido
消瘦	desperdiciando
休會	aplazamiento
微波爐	microondas
膽汁	bilis
罪惡感	culpa
罪惡感	culpable
罪惡感	culpas
罪惡感	culpabilidad
手工藝品	artesanías
手工藝品	artesanía
手工藝品	artefactos
手工藝品	manualidades
酸酸	agrio
酸酸	amargo
酸酸	agria
特異性	especificidad
針織	tejido
針織	tejiendo
針織	tejer
掃雷	desminado
核反應堆	reactores
刺痛	hormigueo
鞋類	calzado
木琴	xilófono
最糟	peor
最糟	peores
連貫性	consistencia
連貫性	coherencia
先決條件	requisitos
先決條件	requisito
頑抗	recalcitrantes
排他性	exclusivos
排他性	excluyente
排他性	exclusivas
排他性	exclusiva
排他性	excluyentes
排他性	exclusividad
排他性	exclusivo
多汁	jugosa
多汁	jugoso
藥典	farmacopea
仿生	biónico
施肥	fertilizante
施肥	fertilización
施肥	fertilizantes
施肥	abono
施肥	abonos
施肥	fecundación
手提包	bolsa
手提包	bolso
手提包	cartera
手提包	bolsos
手提包	carteras
手提包	monedero
神權	teocrático
絕育	esterilización
縮影	microcosmos
縮影	epítome
公設	postular
公設	postulado
秒數	segundos
公證	notarial
桌布	mantel
武庫	arsenales
拒收	rechazos
乳液	loción
毛蟲	oruga
風笛	gaita
雨衣	gabardina
雨衣	impermeable
止痛藥	analgésico
止痛藥	analgésicos
止痛藥	calmante
稿子	manuscritos
稿子	manuscrito
撥號	marcar
品嘗	degustación
品嘗	cata
清償	liquidado
陳設	mobiliario
謬論	falacias
謬論	falacia
溢價	prima
血跡	sangre
多氯聯苯	pcb
鴻溝	divide
鴻溝	divisoria
鴻溝	dividir
鴻溝	divida
寒戰	escalofríos
寒戰	escalofrío
離棄	abandonado
飛行船	dirigible
籠子	jaula
籠子	jaulas
收歸國有	nacionalización
收歸國有	nacionalizado
胡蘿蔔素	caroteno
被子	cobija
被子	edredón
被子	colcha
被子	manta
庸俗	vulgares
鋼絲	alambres
鋼絲	alambre
不經意	inadvertidamente
電鋸	motosierra
晚飯	cenas
晚飯	cena
晚飯	cenar
懦夫	cobardes
懦夫	cobarde
直腸	recto
壁壘	barreras
壁壘	obstáculos
掌櫃	tendero
垂涎	codiciado
本體論	ontología
規勸	exhorto
規勸	exhortar
顫抖	temblor
顫抖	temblar
顫抖	temblando
顫抖	escalofrío
雜音	murmullo
雜音	soplo
氣餒	desalentado
遞送	entrega
遞送	parto
遞送	entregas
焦急	ansioso
焦急	ansiosos
焦急	ansiosa
示警	avisos
示警	advertencias
屈指可數	puñado
皮層	corteza
蚱蜢	saltamontes
創業者	emprendedores
創業者	emprendedor
創業者	emprendedora
創業者	empresaria
創業者	empresario
創業者	empresarios
陰天	nublado
唇膏	labial
偽證	perjurio
馬虎	descuidado
馬虎	descuidada
長處	ventajas
長處	fortalezas
雞姦	sodomía
鴨嘴獸	ornitorrinco
毛額	asqueroso
毛額	bruto
毛額	brutos
頹廢	decadencia
頹廢	decadente
把戲	truco
帳單	facturación
帳單	facturas
萵苣	lechuga
蟲子	bichos
蟲子	insectos
蟲子	errores
髖	cadera
數數	cuenta
數數	recuento
數數	conde
匯編	compilación
匯編	recopilación
匯編	compilaciones
字跡	letra
字跡	escritura
字跡	caligrafía
項圈	cuello
鐿	iterbio
冶煉	fundición
不均衡	desequilibrada
不均衡	desiguales
不均衡	irregular
不均衡	desigual
不均衡	desequilibrado
伯母	tita
伯母	tía
脾臟	bazo
沾染	contaminación
凝視	mirada
預兆	presagio
預兆	presagios
預兆	augurio
車頭燈	faros
閒話	chismosa
閒話	chisme
閒話	chismes
鋼筆	cercados
鋼筆	bolígrafos
鋼筆	pluma
鋼筆	corrales
鋼筆	boli
鋼筆	bolígrafo
鋼筆	plumas
利害關係	estacas
出汗	sudando
出汗	sudar
出汗	sudor
杏樹	albaricoque
煉油	refino
煉油	refinar
煉油	refinamiento
煉油	refinado
玩世不恭	cínica
玩世不恭	cínicos
玩世不恭	cínico
索賠	reclamar
索賠	reclamación
索賠	reclamo
索賠	reivindicación
口譯	interprete
口譯	interpretación
口譯	intérpretes
口譯	intérprete
酒窩	hoyuelos
桑給巴爾	zanzíbar
怠慢	desaire
人工授精	inseminación
顴骨	pómulos
營養素	nutrientes
日光浴	bronceado
耳語	susurro
耳語	susurros
耳語	susurra
禍害	lacra
禍害	azote
禍害	flagelo
禍害	plaga
山雞	pollos
山雞	pollito
山雞	gallina
山雞	pollo
失水	deshidratación
鬧鬼	perseguido
鬧鬼	embrujado
鬧鬼	embrujada
間歇	intervalo
間歇	intermitentes
間歇	intermitente
露頭	afloramiento
吉普賽	gitana
吉普賽	gitano
吉普賽	gitanos
子宮頸	cérvix
百日咳	ferina
寡頭	oligarquía
專橫	mandona
奴才	siervo
奴才	secuaces
奴才	servil
脫臼	dislocado
天文館	planetario
血紅素	hemo
驢子	burro
驢子	burros
驢子	asno
凳子	taburetes
凳子	taburete
凳子	heces
登記處	secretaría
登記處	registro
推土機	excavadora
推土機	excavadoras
嫁接	injerto
嫁接	injertos
點頭	asiente
點頭	asienta
支氣管炎	bronquitis
肥胖症	obesidad
輪換	rotación
措詞	fraseo
消化不良	indigestión
水蛭	sanguijuela
水蛭	sanguijuelas
收件人	receptores
收件人	receptor
收件人	beneficiarios
收件人	destinatarios
收件人	destinatario
收件人	beneficiario
突發事件	contingencias
突發事件	imprevistos
眼皮	párpado
眼皮	párpados
模稜兩可	ambiguo
模稜兩可	ambigua
模稜兩可	ambiguas
煎蛋	tortilla
超聲波	ultrasonidos
超聲波	ecografía
超聲波	ultrasonido
超聲波	ultrasónico
海帶	alga
海帶	algas
笑臉	sonriente
橡皮擦	borrador
橡皮擦	goma
透徹	minucioso
誹謗罪	calumnia
誹謗罪	difamación
誹謗罪	calumnias
借款人	prestatarios
借款人	prestatario
穀類	cereales
權衡	pesaje
臥鋪	durmiente
臥鋪	dormilón
吸管	paja
袖口	puños
明細	desglose
滲漏	fugas
文盲率	analfabetismo
祝願	desee
祝願	desearía
祝願	deseo
祝願	deseos
祝願	desea
腮腺炎	paperas
起泡	ampollas
沙文主義	chovinismo
捲舌	retrofleja
四月份	abril
三胞胎	trillizos
轉帳	traslados
轉帳	traslado
轉帳	transferencia
轉帳	traspaso
出納	cajera
出納	caja
出納	cajero
端莊	pudor
端莊	modestia
保險費	aseguradoras
保險費	aseguradora
保險費	primas
保險費	seguro
保險費	prima
保險費	seguros
可讀	legibles
可讀	legible
貞操	castidad
外僑	extranjeros
外僑	alienígenas
外僑	extraterrestres
外僑	extranjería
重犯	reincidencia
諧波	armónico
諧波	armónica
燕麥	avena
心悸	palpitaciones
鰐	cocodrilo
鰐	cocodrilos
眨	parpadear
眨	parpadea
眨	parpadeo
鎶	copernicio
農藝	agronómicas
縮水	encogido
鬆動	flojo
鬆動	suelta
鬆動	suelto
理髮	peluquería
理髮	barbero
理髮	peluquero
痂	costra
復蘇	valorización
復蘇	resurgimiento
復蘇	reactivación
復蘇	renacimiento
復蘇	recuperación
金工	metalistería
圖紙	dibujos
瓷磚	baldosas
瓷磚	azulejos
瓷磚	teja
瓷磚	azulejo
瓷磚	fichas
聚氨酯	poliuretano
釹	neodimio
鱒魚	trucha
鱒魚	truchas
光電效應	fotovoltaicos
光電效應	fotovoltaica
僵屍	zombi
僵屍	zombis
老練	sofisticados
老練	experimentado
老練	sofisticación
老練	sofisticado
老練	sofisticadas
老練	sofisticada
鎖骨	clavícula
水龍頭	grifo
水龍頭	grifos
運費	envio
運費	fletes
運費	envíos
運費	envío
運費	flete
運費	mercancías
草場	praderas
草場	pradera
草場	pastizales
草場	prados
超級大國	superpotencia
投胎	reencarnación
糾察	piquete
買東西	compras
買東西	tiendas
彈弓	honda
咄咄逼人	agresivas
咄咄逼人	agresivo
咄咄逼人	agresiva
咄咄逼人	agresividad
咄咄逼人	agresivos
棒棒糖	piruleta
養老金	pensiones
養老金	pensión
養老金	jubilaciones
腹水	ascitis
淫穢	obsceno
淫穢	obscenidad
淫穢	obscena
淫穢	obscenas
保險套	preservativos
保險套	condones
保險套	preservativo
保險套	condón
手雷	granada
衣櫥	vestuario
衣櫥	ropero
衣櫥	armario
衣櫥	clóset
衣櫥	guardarropa
心電圖	ecg
心電圖	electrocardiograma
藥方	receta
藥方	prescripción
夾子	pinza
蓬松	esponjoso
賣方	vendedora
賣方	vendedores
賣方	vendedor
洞房	consumación
銬	gemelos
銬	puño
青綠	turquesa
酸菜	chucrut
衛生棉	tampones
衛生棉	tampón
手推車	carrito
手推車	carreta
手推車	carretilla
手推車	carro
唱詩班	coro
閹割	castración
閹割	castrado
殘廢	lisiados
殘廢	lisiado
指南針	compás
指南針	brújula
八月份	agosto
鹵化	halogenados
調皮	traviesos
調皮	traviesa
調皮	travieso
巨蟒	pitón
發射機	transmisor
打坐	meditar
慘淡	sombrío
笞刑	flagelación
笞刑	azotes
母雞	gallinas
母雞	gallina
孔雀石	malaquita
局外人	forasteros
局外人	forastero
局外人	ajeno
母性	maternidad
送禮	obsequios
送禮	regalo
送禮	regalos
釀酒廠	cervecerías
影象	imágen
影象	imagen
藥店	farmacia
藥店	farmacias
十二指腸	duodeno
扒手	carterista
麻黃	efedra
填料	rellenos
填料	llenando
填料	llenar
填料	relleno
填料	llenado
謙遜	humilde
謙遜	humildad
謙遜	humildes
開裂	craqueo
訓斥	reprendido
田間	campos
補丁	parche
補丁	parches
郵筒	buzón
佇列	cola
輔導員	consejera
輔導員	consejero
間歇泉	géiser
茫然	aturdido
餡餅	tarta
餡餅	pastel
黃鼠狼	comadreja
抽筋	calambre
抽筋	calambres
失業者	parados
失業者	desempleada
失業者	desempleados
失業者	desempleado
斜視	estrabismo
嚎叫	aullando
聲名狼藉	infame
聲名狼藉	infames
聲名狼藉	notorio
聲名狼藉	notoria
食糖	azucar
食糖	azúcar
走火入魔	obsesionarse
泡沫塑料	poliestireno
訂票	reservas
訂票	reservar
訂票	reserva
窪地	depresiones
狂歡節	carnaval
狂歡節	carnavales
自閉	autista
藥丸	píldora
藥丸	píldoras
藥丸	pastilla
藥丸	pastillas
乾草	heno
灌木叢	matorrales
灌木叢	arbustos
毛澤東思想	maoísmo
塊莖	tubérculo
