ve	et
sıkıştırmak	comprimer
sıkıştırmak	compresses
madalyalı	médaillé
hayranlıkla	admirer
hayranlıkla	admirant
köprücük	clavicule
lazımdı	besoin
lazımdı	nécessaires
lazımdı	nécessaire
lazımdı	requis
şist	schiste
şist	schistes
protektorası	protectorat
bölmeler	cloisons
bölmeler	séparations
barbarlar	barbares
barbarlar	barbare
müstehcenlik	obscénité
yoruldum	fatiguée
yoruldum	fatigué
yoruldum	marre
yoruldum	fatigués
çekin	tirer
çekin	tirez
izliyor	regardant
izliyor	regarder
izliyor	horlogerie
izliyor	montres
vurgulama	souligner
sinyora	señora
brokoli	brocoli
hipnotik	hypnotique
hipnotik	hypnose
vikont	vicomte
bingo	cagnotte
çakışan	chevauchement
çakışan	chevauchements
korkmuş	effrayée
korkmuş	effrayés
korkmuş	trouille
korkmuş	effrayé
korkmuş	peur
kertenkeleler	lézards
cıvata	boulon
cıvata	verrous
cıvata	boulons
entalpi	enthalpie
kısıtlamak	limiter
kısıtlamak	restreindre
kaygısız	insouciant
kaygısız	insouciante
kaygısız	insouciance
uçurumun	précipice
katyon	cations
faşistler	fasciste
faşistler	fascistes
sürükleyerek	traînant
sürükleyerek	traîner
analisti	analystes
analisti	analyste
kuşkonmaz	asperge
kuşkonmaz	asperges
rahatlatıcı	apaisante
rahatlatıcı	apaisant
rahatlatıcı	détente
rahatlatıcı	reposant
rahatlatıcı	rassurant
rahatlatıcı	relaxant
rahatlatıcı	réconfortant
rahatlatıcı	apaisement
kadınlık	féminité
loto	loto
loto	loterie
loto	loteries
taverna	taverne
ilgileniyorum	intéressés
ilgileniyorum	intéressée
ilgileniyorum	intéressées
ilgileniyorum	intéressé
kaptanları	capitaines
güçlendirici	habilitation
güçlendirici	autonomisation
dâhi	génie
dâhi	génies
yetiştiricileri	cultivateurs
anafilaksi	anaphylactique
anafilaksi	anaphylaxie
çekilmez	insoutenable
çekilmez	intolérable
çekilmez	insupportable
çekilmez	insupportables
çekilmez	intolérables
sıvılaştırılmış	liquéfié
sıvılaştırılmış	liquéfiés
zencefil	roux
zencefil	gingembre
zencefil	rousse
jeologlar	géologues
topuklu	talons
arkaplan	fond
arkaplan	contexte
meze	apéritif
meze	apéritifs
aldatan	tricheur
ayyaş	luxuriante
ayyaş	ivre
ayyaş	saoul
ayyaş	ivrogne
perileri	fées
hıyar	concombre
hıyar	concombres
solis	sols
demode	démodé
demode	obsolète
demode	obsolètes
yanlız	solitaire
yanlız	solitude
yanlız	solitaires
aristokratlar	aristocrates
kohort	cohorte
kohort	cohortes
stresli	stressant
stresli	stressante
stresli	stressé
stresli	stressée
biyodizel	biocarburant
çöpçüler	charognards
günışığı	ensoleillement
günışığı	soleil
ilişkilendirme	paternité
paslı	rouillé
paslı	rouillée
kötümser	pessimistes
kötümser	pessimisme
kötümser	pessimiste
temizleyici	nettoyeur
temizleyici	nettoyant
yetimhane	orphelinats
yetimhane	orphelinat
aydınlatılmış	éclairé
aydınlatılmış	allumé
aydınlatılmış	illuminé
aydınlatılmış	éclairée
aydınlatılmış	lumineux
yuvarlanan	roulement
yuvarlanan	rouler
yuvarlanan	laminage
yuvarlanan	roulant
seyler	choses
patolog	pathologiste
pislik	crasse
pislik	connard
pislik	saleté
öptüm	embrassée
öptüm	baisers
öptüm	bises
öptüm	bisous
öptüm	embrassé
öptüm	bisou
öptüm	baiser
çığlıklar	cris
çığlıklar	crier
çığlıklar	hurlements
çığlıklar	hurlement
çığlıklar	hurlant
silahşör	mousquetaire
silahşör	épéiste
silahşör	mousquetaires
kiralar	loyers
kiralar	fermages
öpmek	embrasser
öpmek	baisers
işkembe	tripes
köktenci	fondamentalisme
köktenci	fondamentaliste
köktenci	fondamentalistes
köktenci	intégristes
ağırbaşlı	digne
ağırbaşlı	dignes
tutuklanma	arrestation
tutuklanma	arrestations
ortopedik	orthopédie
ortopedik	orthopédiques
ortopedik	orthopédique
sansürsüz	censurée
tanen	tanins
elektrolitik	électrolytique
genotip	génotype
öğretmenim	enseignante
öğretmenim	institutrice
öğretmenim	enseignant
öğretmenim	professeur
egzama	eczéma
hipnotize	hypnotiser
hipnotize	hypnotique
hipnotize	hypnose
hipnotize	hypnotisé
ateistler	athées
cünkü	parceque
cünkü	parce
cünkü	car
gübreleme	compostage
dünyaları	mondes
şakaları	farces
binme	équitation
edep	décence
mükerrer	double
mükerrer	duplication
mükerrer	dupliquer
mükerrer	duplicata
affetti	pardonnée
affetti	gracié
affetti	pardonné
affetti	pardonnés
hidrolojik	hydrologiques
hidrolojik	hydrologique
emülsiyon	émulsion
emülsiyon	émulsions
kefaletle	caution
jeton	jetons
jeton	jeton
dövmeli	tatouée
dövmeli	tatoué
dövmeli	tatouer
görselleştirme	visualisation
görselleştirme	visualiser
babaanne	mamie
babaanne	mémé
tekelci	monopolistique
turba	tourbe
ikramiye	bonification
ikramiye	cagnotte
ikramiye	bonus
ikramiye	primes
ikramiye	prime
fıstıklı	pistaches
fıstıklı	pistache
formaldehit	formaldéhyde
kemirgenler	rongeurs
kemirgenler	rongeur
kıvılcımlar	étincelles
kravat	cravate
kravat	nouer
kravat	cravates
ereksiyon	érection
ereksiyon	érections
ereksiyon	bander
ereksiyon	trique
seçiyor	pics
seçiyor	sélectionne
seçiyor	choisit
omuzları	épaules
akifer	aquifère
turta	tartes
turta	tarte
marki	marquis
leziz	délicieuse
leziz	délicieuses
leziz	délicieux
leziz	miam
çılgınlık	démence
çılgınlık	folie
oksitler	oxydes
organizatörler	organisateurs
günahlar	péchés
günahlar	péché
olasılıksal	probabiliste
ilık	chaud
ilık	chaleureux
ilık	tiède
ilık	chaude
ilık	chaleureuses
kus	gerbe
kus	vomir
kus	oiseau
kus	vomi
kus	oiseaux
azalıyor	diminuer
azalıyor	décroissante
azalıyor	décroissant
provalar	répétitions
erişilebilirlik	accessibilité
uyumsuzluğu	asymétrie
uyumsuzluğu	incohérence
uyumsuzluğu	inadéquation
morina	morue
morina	cabillaud
obur	vorace
tetiği	déclenchement
tetiği	déclencher
tetiği	gâchette
tetiği	déclencheur
kırgın	brisée
kırgın	brisé
kırgın	cassé
kırgın	cassée
terlik	pantoufles
terlik	sandales
terlik	pantoufle
terlik	chaussons
mücevherler	joyaux
mücevherler	joaillerie
mücevherler	bijouterie
mücevherler	bijoux
mücevherler	gemmes
çalıların	buissons
tonlarca	tonnes
nöbetler	saisies
nöbetler	crises
zoru	dur
zoru	dure
zoru	difficile
zoru	difficiles
reformcular	réformateurs
yoğunlaştırılmış	condensé
ürkek	timides
ürkek	timide
kreatin	créatine
şamata	raquette
şırınga	seringue
şırınga	seringues
bitirdim	terminé
bitirdim	fini
bitirdim	terminée
bitirdim	finis
sakinleştirici	calmant
sakinleştirici	apaisante
sakinleştirici	apaisant
sakinleştirici	tranquillisant
sakinleştirici	sédatifs
sakinleştirici	sédatif
sakinleştirici	tranquillisants
sakinleştirici	apaisement
utanmaz	effronté
çelişiyor	contredit
maksimize	optimiser
maksimize	maximiser
maksimize	maximisation
dedektifler	inspecteurs
dedektifler	détectives
korolar	chorales
korolar	chœurs
biyokütle	biomasse
harcandı	dépensé
harcandı	dépensée
harcandı	dépensés
islahevi	correctionnel
gabonlu	gabonais
gabonlu	gabonaise
sıkıldım	ennui
sıkıldım	ennuie
sıkıldım	blasé
sıkıldım	ennuyer
sıkıldım	ennuyé
mahkumlar	détenus
mahkumlar	prisonniers
mahkumlar	condamnés
mahkumlar	détenues
mahkumlar	prisonnières
israr	insistez
israr	persistant
israr	insistance
israr	insistent
israr	insister
israr	persistance
israr	persévérance
israr	insiste
israr	obstination
laboratuar	laboratoire
laboratuar	labo
laboratuar	laboratoires
yaşlar	pleurs
yaşlar	âges
yaşlar	larmes
tırnaklar	soumissions
tırnaklar	ongles
tırnaklar	cotes
tırnaklar	clous
tırnaklar	cotation
tırnaklar	devis
tırnaklar	citations
tozlar	poudres
stalinizm	stalinisme
dokunulmaz	intouchable
dokunulmaz	intouchables
kavuşma	réunion
kavuşma	retrouvailles
bağışlayan	pardonner
zevkler	délices
zevkler	plaisirs
susturucu	suppresseur
susturucu	silencieux
ahmak	bouffon
ahmak	idiot
ahmak	imbécile
pigme	pygmée
pigme	pygmées
çekiliş	loto
çekiliş	tombola
çekiliş	loterie
çekiliş	loteries
geveze	bavard
geveze	bavarde
yetimler	orphelins
yetimler	orphelines
kadavra	cadavre
aktı	coulait
bağlanıyor	reliant
bağlanıyor	connecter
bağlanıyor	connexion
bağlanıyor	raccordement
yoksunluk	privations
yoksunluk	privation
yoksunluk	dénuement
akarlar	acariens
izleyenler	spectateurs
izleyenler	téléspectateurs
gülümseyen	sourire
gülümseyen	souriante
gülümseyen	souriant
velayet	garde
şerefe	santé
şerefe	tchin
şerefe	acclamations
duygusuz	insensibles
duygusuz	insensible
tacize	harcelés
tacize	harcelé
tacize	harcelée
kaybettik	perdues
kaybettik	perdu
kaybettik	perdus
kaybettik	perdue
susamış	assoiffé
susamış	soif
susamış	assoiffés
önlendi	évitée
onlarin	leurs
onlarin	leur
izciler	scoutisme
izciler	recruteurs
izciler	éclaireurs
çocukça	juvéniles
çocukça	juvénile
çocukça	enfantin
çocukça	puéril
sürükle	glisser
sürükle	traînée
sürükle	traîner
gastronomi	gastronomie
toksikoloji	toxicologie
toksikoloji	toxicologiques
toksikoloji	toxicologique
çatıları	toits
çatıları	toitures
ölüyorum	mourir
ölüyorum	mourante
ölüyorum	mourant
doğdum	née
doğdum	naître
doğdum	naissance
doğdum	né
planlamak	planification
planlamak	planifier
dikkatsiz	insouciant
dikkatsiz	imprudente
dikkatsiz	imprudent
dikkatsiz	négligent
dikkatsiz	insouciante
mavna	péniche
prefabrik	préfabriqués
prefabrik	préfabriquées
kılıfı	gaine
kılıfı	fourreau
kılıfı	étui
barometre	baromètre
yalniz	solitaire
yalniz	solitude
yalniz	solitaires
tesviye	nivellement
tersinmez	irréversibles
tersinmez	irréversible
bağnaz	sectaire
sardalya	sardine
komplocular	conspirateurs
uyluk	cuisse
uyluk	fémorale
uyluk	cuisses
uyluk	fémur
histolojik	histologique
çaresizce	désespérément
kutluyorum	célébrer
kutluyorum	fêter
kutluyorum	célébrant
kutluyorum	célébration
hidrografi	hydrographie
hidrografi	hydrographique
ruhen	spirituellement
jant	jantes
nezle	grippe
nezle	rhume
tetikledi	déclenché
tetikledi	déclenchée
yağsız	écrémé
yağsız	maigre
yağsız	maigres
boğulmuş	noyée
boğulmuş	noyés
boğulmuş	étranglé
boğulmuş	noyé
boğulmuş	étouffé
boğulmuş	étranglée
çilekli	fraise
çilekli	fraises
kaynamış	bouilli
kaynamış	bouillie
önek	préfixe
slovaklar	slovaques
dermatoloji	dermatologie
boşaltın	décharger
boşaltın	déchargement
amfibiler	amphibiens
kekeme	bégaiement
çarpanları	multiplicateurs
webcam	webcam
şişmiş	gonflé
şişmiş	enflé
şişmiş	gonflée
şişmiş	gonflés
pijama	pyjamas
pijama	pyjama
korkularını	peurs
korkularını	craintes
parıltı	lueur
parıltı	brillent
parıltı	éclat
kazmaya	excavation
kazmaya	creuser
kazmaya	creusement
taşınıyor	bouger
taşınıyor	déménager
taşınıyor	déménagement
moderatör	modérateur
moderatör	animateur
moderatör	animatrice
antimikrobiyal	antimicrobiens
pesosu	pesos
gölgelik	canopée
otostop	attelage
yakına	fermer
yakına	proche
akıyor	coulant
farazi	hypothétiquement
farazi	hypothétique
farazi	hypothétiques
şefkatli	attentionnée
şefkatli	compatissant
şefkatli	compassion
yalak	creux
fizibilite	faisabilité
çanlar	cloches
çanlar	carillon
devalüasyon	dévaluation
proteaz	protéase
duba	ponton
zulümler	atrocités
limonata	limonade
çeviklik	agilité
ekinler	cultures
ekinler	récoltes
mahremiyet	confidentialité
mahremiyet	intimité
hemoroid	hémorroïdes
düzeltici	correcteurs
düzeltici	correcteur
düzeltici	correctif
düzeltici	correctives
coşar	rainures
kardes	frère
kardes	frangin
kardes	frere
kasaplar	bouchers
öldürdüm	tué
öldürdüm	tués
öldürdüm	tuée
kapat	fermer
kapat	proche
soyguncular	voleurs
soyguncular	braqueurs
soyguncular	brigands
apandisit	appendicite
kaybettim	perdues
kaybettim	perdu
kaybettim	perdus
kaybettim	perdue
antijenleri	antigènes
parafin	paraffine
kümeleme	agrégation
sımsıkı	serrée
sımsıkı	serré
sımsıkı	serrés
sımsıkı	étroit
lütuf	bienfait
lütuf	bénédiction
minnettar	reconnaissants
minnettar	reconnaissante
minnettar	reconnaissant
evet}}	oui}}
çevir	pivoter
çevir	cadran
çevir	traduire
çevir	composer
çevir	tourner
çevir	retournement
çevir	traduit
çevir	rotation
sağırlar	sourde
sağırlar	sourd
sağırlar	sourds
kaligrafi	calligraphie
kistler	kyste
kistler	kystes
şapkalar	chapeau
şapkalar	bouchons
şapkalar	casquettes
şapkalar	chapeaux
periskop	périscope
özelleştirilebilir	personnalisable
özelleştirilebilir	personnalisables
kaynakçı	soudeur
gübreler	engrais
gübreler	fertilisants
suçlayıcı	incriminer
suçlayıcı	compromettant
suçlayıcı	incriminant
sevinçli	joyeuse
korumalar	gardes
korumalar	gardiens
büfe	kiosque
büfe	kiosques
yemlik	fourrage
yemlik	fourrages
rabbim	seigneur
kabullenmek	accepter
kabullenmek	acceptation
kabullenmek	acceptant
delicesine	follement
hologram	hologrammes
çakallar	chacals
siyatik	sciatique
kestirmek	sieste
küçümseyici	condescendant
küçümseyici	condescendance
sakla	cache
sakla	cacher
sakla	masquer
şampuan	shampooings
şampuan	shampoing
şampuan	shampooing
glokom	glaucome
bere	béret
kılavuzları	manuels
tarifeleri	tarifs
sanallaştırma	virtualisation
vuruyor	pousses
vuruyor	tire
vuruyor	frappe
zanlı	suspecte
zanlı	suspects
zanlı	suspectes
mahkumiyet	condamnation
terziler	tailleurs
adamım	homme
adamım	mec
psikedelik	psychédélique
fermuar	braguette
fermuar	fermetures
fermuar	fermeture
donör	donateur
donör	donneur
donör	donateurs
aktivizm	militantisme
aktivizm	activisme
standartlaştırılmış	standardisé
standartlaştırılmış	standardisés
standartlaştırılmış	normalisée
standartlaştırılmış	normalisé
standartlaştırılmış	standardisée
manik	maniaque
hermetik	hermétiques
hermetik	hermétique
mayınlı	miné
mayınlı	minée
mayınlı	minées
vurguluyor	souligne
çırılçıplak	nu
çırılçıplak	nue
çırılçıplak	nues
çırılçıplak	nus
çürüyen	pourriture
çürüyen	pourrir
emekçilerin	travailleur
emekçilerin	ouvrier
emekçilerin	travailleuse
dikkatsizlik	imprudence
dikkatsizlik	insouciance
piliç	poulets
piliç	meuf
piliç	volaille
piliç	poussin
piliç	poule
piliç	poulet
piliç	poulette
tomurcukları	bourgeons
kalabalıklar	foule
kalabalıklar	foules
gömer	enterre
stilist	styliste
yavaşladı	ralentie
teleskopik	télescopique
izdırap	souffrant
izdırap	agonie
izdırap	souffrances
izdırap	souffrance
izdırap	souffrir
izdırap	misère
izdırap	angoisse
izdırap	malheur
karşılıklılık	réciprocité
bağırmaya	hurlements
fuarlar	foires
fuarlar	salons
nsaii	ains
mücevherleri	bijoux
mücevherleri	joyaux
hayırseverlik	mécénat
hayırseverlik	philanthropie
natüralist	naturaliste
pudra	poudres
pudra	poudre
ağızlarını	bouche
ağızlarını	bouches
iletisim	contacter
iletisim	contacte
iletisim	contactez
arayın	appel
arayın	appelez
arayın	chercher
arayın	recherches
arayın	appelle
arayın	recherchez
arayın	appeler
arayın	recherche
arayın	rechercher
tamamlayıcılık	complémentarité
regülatör	régulateur
regülatör	régulateurs
projektör	projecteur
yabancılarla	etrangers
yabancılarla	étrangers
damlacıklar	gouttelettes
teşvikler	incitations
teşvikler	incitatifs
boynun	encolure
boynun	nuque
boynun	cou
formalite	formalités
formalite	formalité
formalite	formalisme
paylaştım	partagé
paylaştım	partagées
paylaştım	partagée
kartuş	cartouche
kartuş	cartouches
bügün	aujourdhui
bügün	hui
haşin	robuste
haşin	robustes
haşin	rude
haşin	sévère
haşin	dure
haşin	accidenté
vefasız	déloyal
vefasız	déloyale
abartı	exagération
iyileşti	guérie
iyileşti	guéri
iyileşti	soigné
iyileşti	guéris
posterler	affiches
biçimlendirilmiş	formaté
temizlikçi	gouvernante
temizlikçi	nettoyeur
temizlikçi	nettoyant
ünvan	titre
sahtekarlık	escroquerie
sahtekarlık	imposteur
sahtekarlık	fraude
sahtekarlık	fraudes
sahtekarlık	imposture
sahtekarlık	malhonnêteté
indirimi	remise
indirimi	réduction
indirimi	rabais
indirimi	escompte
hizaya	alignement
hizaya	aligner
broşürler	plaquettes
broşürler	dépliants
yuşçenko	iouchtchenko
içilebilir	buvable
kadınım	femme
bunaltıcı	écrasant
bunaltıcı	déprimant
bunaltıcı	oppression
bunaltıcı	étouffant
bunaltıcı	écrasante
bunaltıcı	accablant
süpersimetri	supersymétrie
kargalar	corbeaux
paryetal	pariétal
karılar	épouses
yüzlük	centaine
yüzlük	cent
yüzlük	centaines
hindiba	chicorée
kışkırtma	provocations
delia	délia
elektroşok	électrochocs
salya	salive
salya	bave
salya	baver
haftasonları	weekend
terzilik	couture
akıcılık	fluidité
ganimetler	gâte
hindistancevizi	coco
hindistancevizi	muscade
buharlaşır	évapore
ezik	perdante
ezik	boiteux
ezik	naze
ezik	perdant
astrolojik	astrologique
sevkiyat	expédition
sevkiyat	envoi
ördekler	canards
kondüktör	conducteur
kereviz	céleri
indirgeyici	réductrice
etkiliyor	affectant
kasırgalar	ouragans
fenol	phénol
hemorajik	hémorragique
hemorajik	hémorragiques
bağırdı	cria
bağırdı	crié
herzaman	tjrs
herzaman	toujours
herzaman	toujour
tırmanmak	escalade
tırmanmak	grimper
felçli	paralysant
felçli	paralysée
felçli	paralytique
felçli	paralysés
felçli	paralysé
simplektik	symplectique
izledim	regardée
izledim	surveillés
izledim	regardé
izledim	regardées
küreği	pelle
sorularınız	enquêtes
kazıklar	piquets
kazıklar	enjeux
kazıklar	chevilles
kazıklar	pieux
kazıklar	enjeu
sembolist	symboliste
omur	vertèbre
omur	vertèbres
orgcu	organiste
kulları	serviteurs
kaşları	sourcils
terapist	thérapeute
terapist	thérapeutes
paylaşın	partage
paylaşın	partagez
paylaşın	part
paylaşın	partager
biçilmez	inestimables
biçilmez	inestimable
pragmatizm	pragmatisme
fütüristik	futuriste
şömine	cheminées
şömine	foyer
şömine	foyers
şömine	cheminée
dalmaçyalı	dalmatien
uygulanabilirliği	applicabilité
methiye	éloge
balkabağı	potiron
balkabağı	courge
balkabağı	citrouilles
balkabağı	citrouille
tonik	tonique
ürpertici	réfrigération
ürpertici	effrayant
ürpertici	glauque
zihniyeti	mentalité
zihniyeti	mentalités
tanınabilir	reconnaissable
tanınabilir	reconnaissables
keçileri	chèvre
keçileri	caprins
keçileri	chèvres
iyimserlik	optimisme
iyimserlik	optimiste
enjektör	injecteur
kartel	entente
kartel	cartels
şempanzeler	chimpanzés
zalimce	cruels
zalimce	cruelle
zalimce	cruelles
sapkınlık	hérésie
kriyojenik	cryogénique
