que	dat
notificados	aangemeld
notificados	aangemelde
fletes	goederenvervoer
fletes	vracht
fletes	vrachtvervoer
carcinógeno	kankerverwekkend
carcinógeno	carcinogeen
duramen	kernhout
arquetípico	archetypische
disminuciones	vermindert
empeñados	verpand
recambios	bijvullen
recambios	spaar
recambios	vullingen
cositas	lekkers
debilitan	verzwakking
debilitan	verzwakken
negaciones	ontkenningen
imprevisibles	onvoorspelbare
imprevisibles	onvoorspelbaar
tumultuosa	tumultueuze
silenciado	gedempt
fermento	gisten
aguantando	vasthouden
extracurriculares	buitenschoolse
hinchados	gezwollen
hinchados	opgezwollen
centrómero	centromeer
autentico	authentiek
autentico	authentieke
pómulos	jukbeenderen
oftálmica	oogheelkunde
acaricia	strelen
acaricia	streel
extenuante	vermoeiende
hebillas	gespen
mofeta	stinkdier
ociosos	stationair
ociosos	inactief
vacio	leeg
vacio	lege
vacio	ledig
vacio	stofzuigen
vacio	leegmaken
vacio	vacuüm
cloración	chlorering
corrugado	gegolfd
pragmáticas	pragmatische
pragmáticas	pragmatisch
grapas	nietjes
cremado	cremeren
cremado	gecremeerd
deliciosas	heerlijke
deliciosas	heerlijk
salpicaduras	spetters
salpicaduras	spatten
fluoruros	fluoriden
pasantías	stage
pasantías	stages
ladra	blaft
ladra	bast
ladra	blaffen
ladra	schors
veganismo	veganisme
raices	wortels
procesando	verwerken
procesando	verwerking
paquistaní	pakistaanse
esteroles	sterolen
compulsión	dwang
mecanografía	typen
traumatizado	getraumatiseerd
vocativo	vocatief
objetivismo	objectivisme
tetrarquía	tetrarchie
organometálica	organometaalchemie
relajados	ontspannen
superficialidad	oppervlakkigheid
deportividad	sportiviteit
pesaje	weging
pesaje	weeg
untar	verspreidt
instintiva	instinctief
karacháyevo	karatsjaj
vuele	vlieg
vuele	vliegen
iconostasio	iconostase
repatriar	repatriëren
cananeos	kanaänieten
alérgenos	allergenen
exploratoria	verkennend
exploratoria	verkennende
ortonormal	orthonormale
endoscópica	endoscopische
uréter	urineleider
prípiat	pripjat
reagrupación	hergroeperen
camarógrafos	cameramensen
perturbadora	verontrustend
perturbadora	storend
destete	gespeend
destete	spenen
genciana	gentiaan
saludado	begroet
antimicrobiana	antimicrobiële
electrica	elektrisch
electrica	elektrische
electrica	electrische
ayunas	vasten
amenazador	bedreigen
amenazador	bedreigend
amenazador	dreigende
amenazador	dreigend
amenazador	dreigen
purifica	zuiveren
purifica	zuivert
dualista	dualistische
esperanzador	hoopvolle
esperanzador	hoopvol
esperanzador	hoopgevend
#todas	#alle
cincelado	gebeiteld
litología	lithologie
suscribirse	inschrijven
suscribirse	abonneren
celofán	cellofaan
monismo	monisme
animista	animistische
trillones	biljoen
trillones	triljoen
empañada	bezoedeld
politopos	polytopen
microcefalia	microcefalie
dináricos	dinarische
circasianos	circassiërs
hedor	stank
hedor	riekt
hedor	stinken
colocaciones	plaatsingen
colocaciones	stages
sinólogo	sinoloog
traviesos	ondeugende
traviesos	ondeugend
traviesos	stout
traviesos	stoute
estibadores	havenarbeiders
inexactitud	onnauwkeurigheid
inspeccionó	geïnspecteerd
inspeccionó	gekeurd
mioglobina	myoglobine
afeitarse	scheer
afeitarse	scheren
erinias	erinyen
grafología	grafologie
simonía	simonie
torturadores	beulen
verificaciones	controles
verificaciones	cheques
plastos	plastiden
lantánidos	lanthaniden
metodismo	methodisme
cochino	varken
cochino	zwijn
cochino	smerig
cochino	smerige
homicidas	moorddadige
homicidas	moordlustige
horrendo	gruwelijk
horrendo	afschuwelijk
rociado	spuiten
rociado	sproeien
rociado	besproeid
rociado	overgoten
rociado	gespoten
rociado	besproeien
esmoquin	smoking
lamer	likken
lamer	lik
síncopa	syncopen
jiva	xiva
afrutado	fruitig
cubitos	blokjes
programáticas	programmatische
metotrexato	methotrexaat
certezas	zekerheden
subsidiariedad	subsidiariteitsbeginsel
subsidiariedad	subsidiariteit
secador	droger
remando	roeien
esposado	boeien
esposado	geboeid
esposado	handboeien
manipuladores	begeleiders
manipuladores	manipulatief
gamyi	gewissies
entreno	trein
perezosa	luie
perezosa	luilak
perezosa	lui
gliales	gliacellen
perciba	waarnemen
postcombustión	naverbrander
aragonito	aragoniet
hackear	prutser
hackear	hacken
hormigueo	tintelingen
pensionista	gepensioneerde
pensionista	pensioengerechtigde
betsabé	batseba
carpincho	capibara
holgazán	luie
holgazán	luilak
holgazán	lui
narcolepsia	narcolepsie
vívido	levendige
vívido	levendig
circule	circuleren
groserías	vloeken
éticamente	ethisch
hoplita	hopliet
mecanicista	mechanistische
corran	uitvoeren
corran	ren
corran	rennen
compinches	trawanten
dentina	dentine
chupar	zuigen
chupar	zuig
trimestralmente	kwartaal
trimestralmente	driemaandelijks
trimestralmente	driemaandelijkse
céntimo	stuiver
#desde	#van
esenios	essenen
referí	scheidsrechter
neurotoxina	neurotoxine
dioxinas	dioxine
nefrótico	nefrotisch
eritropoyetina	erytropoëtine
vegano	veganist
covalentemente	covalent
renacuajo	kikkervisje
acusatorio	beschuldigende
formulando	formuleren
sexistas	seksistisch
efusión	uitstorting
asiente	knik
asiente	knikken
asiente	knikt
berros	waterkers
extrínseca	extrinsieke
hadrosáurido	hadrosauridae
puritanismo	puritanisme
riesgoso	riskante
riesgoso	risicovol
riesgoso	riskant
migrañas	migraine
ordeño	melken
altímetro	hoogtemeter
perrita	hond
perrita	hondje
shivaísmo	shaivisme
denunciantes	klagers
coqueteo	flirten
coqueteo	flirt
coqueteo	geflirt
canten	zing
canten	zingen
excarcelación	loslaten
excarcelación	vrijlating
excarcelación	vrijgave
dermatólogo	dermatoloog
serrín	zaagsel
inhalar	inhaleren
inhalar	inademen
esquizofrénico	schizofreen
tuplas	tupels
discontinuas	discontinu
pirólisis	pyrolyse
termorregulación	thermoregulatie
urías	uria
impacientes	ongeduldig
quiralidad	chiraliteit
microbiólogo	microbioloog
multimillonarios	miljardairs
estrangulada	wurgde
estrangulada	gewurgd
cov	vos
aburridas	saai
aburridas	vervelen
aburridas	saaie
incomprendido	onbegrepen
catódica	kathodische
desmayos	flauwvallen
redescubrir	herontdekken
perdones	gratie
niacina	nicotinezuur
engreído	verwaand
pregunten	vraag
diglosia	diglossie
saduceos	sadduceeën
bioluminiscencia	bioluminescentie
alfanumérico	alfanumerieke
cérvix	baarmoederhals
cerrajero	slotenmaker
cabrón	bastaard
cabrón	klootzak
deshonesto	oneerlijk
deshonesto	oneerlijke
cavitación	cavitatie
micronación	micronatie
oceanógrafo	oceanograaf
teocrático	theocratische
indivisibles	ondeelbaar
entretenidos	vermakelijk
entretenidos	onderhoudend
entretenidos	vermaakt
entretenidos	geamuseerd
contaminando	vervuilende
contaminando	vervuilen
contaminando	besmetten
riboflavina	riboflavine
derviches	derwisjen
destilados	gedistilleerd
destilados	gedestilleerd
bendigo	zegenen
bendigo	zegen
rusificación	russificatie
patineta	skateboard
patineta	skateboarden
negociadora	onderhandelaar
desgarradora	schrijnend
polinizador	bestuiver
gálico	gallische
inadaptados	buitenbeentjes
oleico	oliezuur
impecables	feilloos
impecables	foutloos
impecables	onberispelijk
impecables	vlekkeloos
impecables	onberispelijke
recargo	toeslag
recargo	toeslagen
#por	#door
#por	#voor
alentador	aanmoedigen
alentador	bemoedigend
maldecir	vloeken
bracteolas	bloemsteel
paranoica	paranoia
paranoica	paranoïde
fotomontaje	fotomontage
abrazados	knuffelen
prelación	prioritair
prelación	prioriteit
prelación	voorrang
pardelas	pijlstormvogels
plesiosaurio	plesiosaurus
inflexiones	toonhoogten
perceptivo	opmerkzaam
pomada	zalf
plagioclasa	plagioklaas
tentáculo	tentakel
pestilencia	pest
intencion	intentie
vosjod	voschod
pepinillos	augurken
pepinillos	augurk
grandilocuente	bombastische
matriarcado	matriarchaat
centrifugación	centrifugeren
empalado	gespietst
minusvalía	handicaps
bandidaje	banditisme
descapotables	cabriolets
plomeros	loodgieters
estratificado	gelaagd
estratificado	gelaagde
malcriada	verwend
desprevenidos	nietsvermoedende
arrendadas	gehuurd
tautología	tautologie
existo	besta
existo	bestaan
chusma	gepeupel
chusma	gespuis
reclusa	gedetineerde
reclusa	gevangene
reclusa	kluizenaar
rejuvenecimiento	verjonging
enchufes	stekkers
tramposos	bedriegers
tramposos	bedriegt
kojba	kochba
admirablemente	bewonderenswaardig
inseguras	onveilige
inseguras	onzekere
inseguras	onzeker
inseguras	onveilig
reprogramación	herschikking
oradora	spreker
oradora	luidspreker
polifenoles	polyfenolen
deplorables	betreurenswaardig
deplorables	betreurenswaardige
concienzudamente	gewetensvol
fisioterapeutas	fysiotherapeuten
absenta	absint
fisico	fysieke
fisico	lichamelijke
fisico	lichamelijk
fisico	fysiek
respiraba	ademde
violados	verkracht
violados	overtreden
violados	verkrachtte
violados	geschonden
denegar	weigeren
denegar	ontkent
denegar	ontkennen
denegar	weiger
denegar	ontken
disparidades	verschillen
disparidades	ongelijkheden
fenil	fenyl
mastodonte	mastodont
asqueroso	walgelijk
asqueroso	bruto
asqueroso	griezel
bigamia	bigamie
excretan	uitscheiden
isometría	isometrie
grosella	kruisbes
aterosclerosis	atherosclerose
psicolingüística	psycholinguïstiek
resbaló	gleed
prevaleciente	heersende
citotóxicos	cytotoxische
torturando	martelen
goju	goju
cohabitación	samenwonen
mimado	verwend
felpa	knuffel
felpa	pluche
explicable	verklaarbaar
#que	#dat
evangelismo	evangelisatie
fauvismo	fauvisme
descaro	brutaliteit
multifacético	veelzijdige
multifacético	veelzijdig
capón	kapoen
desvanecido	vervaagd
evaporarse	verdampen
alabarda	hellebaard
hediondo	riekt
sujetador	beha
sujetador	bh
deísmo	deïsme
sedientos	dorstig
sedientos	dorst
lacayos	lakeien
bisutería	sieraden
bisutería	juwelen
desconectados	verbroken
desconectados	afgesloten
desconectados	losgekoppeld
artimaña	list
vagabunda	vagebond
penes	lullen
penes	pikken
penes	hanen
penes	penissen
escotillas	luiken
transhumanismo	transhumanisme
brebaje	brouwsel
trastornado	verstoorde
trastornado	verontrust
trastornado	verstoord
trastornado	gestoord
cohomología	cohomologie
despiertos	wakker
sabrosos	smakelijk
masorético	masoretische
ingrato	ondankbare
ingrato	ondankbaar
electrocutado	geëlektrocuteerd
acechando	loeren
metátesis	metathese
alquímico	alchemistische
anagramas	anagrammen
gorgojos	kevers
rubéola	mazelen
arrendador	verhuurder
arrendador	huisbaas
privatizado	geprivatiseerd
formalista	formalistische
perras	teven
importes	bedragen
importes	sommen
insostenibles	onhoudbaar
policíclicos	polycyclische
reprogramado	herschikt
fastidio	balen
fastidio	hinder
fastidio	overlast
fastidio	ergernis
abarrotado	overvol
bosquimanos	bosjesmannen
probatorio	bewijskracht
obstruido	belemmerd
obstruido	gehinderd
necrofilia	necrofilie
apicultor	imker
cuidadora	verzorger
sobrepastoreo	overbegrazing
concubinato	concubinaat
beneficiaria	begunstigde
chuleta	hakken
negatividad	negativiteit
panqueque	pannenkoek
oboísta	hoboïst
taparrabos	lendendoek
lisiado	kreupel
lisiado	kreupele
horrocrux	gruzielement
insuperables	onoverkomelijke
insuperables	onoverkomelijk
duerma	slapen
duerma	slaap
dadaísta	dadaïstische
ojitos	ogen
ojitos	oogjes
climatólogos	klimatologen
gordito	vette
gordito	mollige
malacología	malacologie
frambuesas	framboos
frambuesas	frambozen
saboteado	gesaboteerd
cínicos	cynisch
cínicos	cynische
digoxina	digoxine
psamético	psammetichus
pollitos	kuikens
pollitos	meiden
dilatadas	verwijd
dilatadas	ontsluiting
asurbanipal	assurbanipal
fosgeno	fosgeen
crujientes	knapperig
abucheado	uitgejouwd
perdono	vergeef
perdono	vergeven
perfeccionismo	perfectionisme
solla	schol
tallarines	noedels
hurritas	hurrieten
barracón	barak
barracón	kazerne
barracón	barakken
acalorado	verwarmd
acalorado	verwarmde
acalorado	opgewarmd
acalorado	verhit
acalorado	verhitte
abrevaderos	troggen
braquiterapia	brachytherapie
terca	koppig
terca	eigenwijs
terca	eigenwijze
terca	koppige
trilogías	trilogieën
cochinillas	pissebedden
fisiológicamente	fysiologisch
secularismo	secularisme
rescatistas	reddingswerkers
rescatistas	redders
privatizadas	geprivatiseerd
aterrado	doodsbang
inocuo	ongevaarlijk
inocuo	onschuldig
inocuo	onschadelijk
mugre	vuil
evasivas	ontwijkend
tayikos	tadzjiekse
estrangula	wurgt
antracita	antraciet
monolingüe	eentalige
sudaneses	soedanese
llamé	gebeld
llamé	genoemd
llamé	belde
obsesionados	bezeten
obsesionados	obsessie
obsesionados	geobsedeerd
reformulado	geherformuleerd
miedoso	bange
indeseados	ongewenste
indeseados	ongewenst
permacultura	permacultuur
refugiadas	vluchteling
refugiadas	vluchtelingen
engorda	mesten
excusado	verontschuldigd
pinche	neuken
qayar	kadjar
innovando	innoveren
amargada	bittere
amargada	verbitterd
sucumbido	bezweek
sucumbido	bezweken
vagancia	rondhangen
coqueteando	flirten
coqueteando	flirt
coqueteando	geflirt
coloides	colloïden
alekséyev	aleksejev
visualizado	gevisualiseerd
prostaglandina	prostaglandine
hipnotizar	hypnotiseren
enfático	nadrukkelijke
enfático	nadrukkelijk
campechano	volkse
especulando	speculeren
interrogador	ondervrager
clienta	opdrachtgever
clienta	klant
clienta	afnemer
clienta	cliënt
cuaterniones	quaternionen
defiendan	verdedig
defiendan	verdedigen
lactona	lacton
naturismo	naturisme
psicótica	psychotische
psicótica	psychotisch
triciclos	driewielers
fibrinógeno	fibrinogeen
tropiezo	struikelen
sémola	maaltijd
sémola	grutten
autocorrelación	autocorrelatie
tablatura	tabulatuur
pelágicas	pelagische
impunes	ongestraft
inimaginables	onvoorstelbare
inimaginables	onvoorstelbaar
resueltamente	resoluut
aturdir	verdoven
humeante	stomen
vitalismo	vitalisme
respirador	beademing
hurra	hoera
albaricoques	abrikozen
déspotas	despoten
fiódorov	fjodorov
glaseado	geglazuurde
glaseado	glazuur
hipérbola	hyperbool
contraproducentes	contraproductief
correlacionado	gecorreleerd
embotellamiento	bottelen
parrillada	bbq
parrillada	barbecue
igualitarismo	egalitarisme
minifalda	minirok
ciclomotores	bromfietsen
ogm	ggo
alicates	tang
fiambre	stijf
fiambre	stijve
chismosa	geroddel
chismosa	roddelen
chismosa	roddel
chismosa	roddels
quietos	stilzetten
quietos	bevriezen
arenero	zandbak
mandarinas	mandarijnen
fertilizar	bevruchten
paternalismo	paternalisme
germanización	germanisering
batidora	mixer
esofágica	oesofageale
depravación	verdorvenheid
roer	knagen
mercantilista	mercantilistische
fornicación	ontucht
supongan	veronderstel
necios	dwazen
externalización	uitbesteden
inervado	geïnnerveerd
abióticos	abiotische
nabateos	nabateeërs
acedera	zuring
exhibicionismo	exhibitionisme
agravantes	verergerd
agravantes	verzwarende
agravantes	verergerde
recuerdas	onthoud
bipartito	kvo
conformista	conformistische
farsante	nep
bilineal	bilineaire
gustosamente	graag
analfabetas	analfabeet
octanaje	octaan
termoplástico	thermoplastisch
expongan	ontmaskeren
expongan	blootstellen
expongan	openbaren
insensibles	ongevoelig
insensibles	kwetsend
telurio	telluur
caniche	poedel
pistacho	pistache
bactericida	bactericide
fletado	gecharterd
desquiciado	losgeslagen
reconsideración	heroverweging
haitianas	haïtiaanse
pantógrafo	stroomafnemer
pantógrafo	stroomafnemers
ratificaciones	bekrachtiging
ratificaciones	ratificeren
ratificaciones	ratificatie
malabsorción	malabsorptie
disociativo	dissociatieve
arrogantes	arrogante
pólizas	beleid
cavado	groef
cavado	gegraven
rociar	sproeien
rociar	spuiten
rociar	besproeien
tirolés	tiroolse
obstaculiza	hindert
pitido	piepen
pitido	piep
dilatar	verwijden
codazo	duwtje
coracoides	ravenbeksbeen
chillona	piepende
licuadora	mixer
groseros	onbeleefd
groseros	onbeschoft
groseros	lomp
groseros	grof
sonambulismo	slaapwandelen
sanguijuela	bloedzuiger
adiabático	adiabatische
sonámbulo	slaapwandelen
pechuga	borst
pechuga	borsten
seneferu	snofroe
payasadas	capriolen
albura	spinthout
hexano	hexaan
acólito	misdienaar
atreves	durven
atreves	durf
estafado	opgelicht
brújulas	kompassen
alquilación	alkylering
encriptación	versleutelen
encriptación	encryptie
encriptación	codering
encriptación	versleuteling
maldecido	vervloekte
maldecido	vervloekt
imprudentemente	roekeloos
vivac	bivak
conmutar	omschakelen
jugoso	sappig
jugoso	sappige
videoconferencias	videoconferentie
frailecillo	papegaaiduiker
llovió	regende
cóclea	slakkenhuis
atenuantes	verzachtende
charlando	chatten
astutos	geslepen
bajíos	ondiepe
apalancamiento	hefboom
megáfono	megafoon
sudar	zweten
sudar	zweet
refrito	herkauwen
resbaladizo	glad
resbaladizo	glibberig
hijastros	stiefkinderen
disculpado	verontschuldigd
belicista	oorlogszuchtige
gravado	belast
biatleta	biatleet
saboteando	saboteren
observadora	waarnemer
childerico	childerik
alborotadores	onruststokers
alborotadores	relschoppers
hipnotiza	hypnotiseert
irrompible	onbreekbaar
homeopáticos	homeopathische
confucianos	confuciaanse
muflón	moeflon
indexados	geïndexeerd
indexados	geïndexeerde
intolerables	ondraaglijk
placentaria	placenta
jordanos	jordaanse
marinado	gemarineerd
subvencionar	subsidiëren
alimañas	ongedierte
monosacárido	monosacharide
intrusivo	opdringerig
arrugado	gerimpelde
vergas	haan
vergas	pikken
vergas	lul
vergas	hanen
vergas	pik
vergas	lullen
vendado	geblinddoekt
murio	stierf
murio	gestorven
murio	overleden
ahogando	wurgen
ahogando	verstikken
ahogando	verstikking
ahogando	verdrinking
ahogando	verdrinken
ahogando	stikken
enmendado	gewijzigd
profetisa	profetes
multilingües	meertalige
multilingües	meertalig
gasificación	vergassing
harapos	vodden
ruibarbo	rabarber
papilla	moes
entrometerse	bemoeien
amhárico	amhaars
envejeciendo	vergrijzing
envejeciendo	verouderen
envejeciendo	veroudering
piroxeno	pyroxeen
mordiscos	beten
mordiscos	bijt
mordiscos	happen
postsináptica	postsynaptische
