மற்றும்	ve
சுருக்கு	çökme
சுருக்கு	ilmek
ரம்	rom
கையகப்படுத்துதல்	edinme
சூனிய	cadı
ஏமாற்ற	hile
தொலைநகல்	faks
ஒப்பாரி	feryat
தாமதமானது	gecikmiş
தாமதமானது	gecikti
தாமதமானது	ertelendi
நோட்புக்	dizüstü
நோட்புக்	defteri
நோட்புக்	defter
பலேரிக்	balear
நேர்வழி	rehberlik
நேர்வழி	hidayet
சேர்க்கப்படாத	hariç
பிட்ஸ்	parçaları
சைக்கிள்கள்	bisiklet
ஆண்ட்ரே	andre
ஆண்ட்ரே	andré
வினோதமான	garip
வினோதமான	acayip
வினோதமான	tuhaf
முழங்கை	dirsek
ரேசிங்	yarışmak
ரேசிங்	yarış
வீணான	boşta
வீணான	aylak
ஆவணப்படுத்தி	belgeleyen
ஜோடிகள்	çiftlere
ஜோடிகள்	çiftler
ஜோடிகள்	çiftleri
அடையாளங்காட்டி	tanımlayıcı
எபி	epinefrin
ஆசீர்வாதம்	lütuf
ஆசீர்வாதம்	nimet
லாவா	lav
சுவைகள்	tatlar
ஊக்கப்படுத்தினார்	kültürlü
மூச்சில்	salla
மூச்சில்	salıncak
காலியான	bos
காலியான	bomboş
காலியான	boş
குரோஷியா	hırvatistan
முள்ளம்பன்றி	kirpi
பாதிக்கப்படக்கூடிய	korunmasız
பாதிக்கப்படக்கூடிய	savunmasız
டோமினிக்	dominik
மேலோட்டம்	yaklaşık
மேலோட்டம்	bakış
காபா	kabe
காபா	kâbe
குளுமை	serinlik
அன்றோ	bozgunculuk
அன்றோ	kötülük
அன்றோ	yaramazlık
அன்றோ	fesat
வாலாட்டி	kuyruksallayan
யாசர்	yaser
மச்சம்	kaplumbağa
தலையணை	yastık
செவிடு	sağır
செவிடு	sağırlar
மலர்கிறது	açan
மெக்னீசியம்	magnezyum
கார்போஹைட்ரேட்	karbonhidrat
பனிமலை	buzdağı
டிக்கெட்	bilet
துடைப்பம்	süpürge
களிப்பு	gülünç
களிப்பு	komik
ரிசா	rıza
மந்தமாக	ilık
யாசின்	yasin
பெறு	alın
பெறு	al
ஐசோடோப்பு	izotop
ஷார்ஜா	şarika
டைவிங்	dalma
டைவிங்	dalış
டைவிங்	dalmak
பாலணு	gamet
கொள்ளைநோய்	salgın
நிலையில்லாத	rastgele
நிலையில்லாத	rasgele
விருந்தாளி	misafir
விருந்தாளி	konuk
மூடியது	kapandı
மூடியது	kapatılmış
மூடியது	kapali
மூடியது	kapatıldı
மூடியது	kapalı
டைரோசின்	tirozin
பயிற்சிபெற்ற	eğitimli
பயிற்சிபெற்ற	eğitilmiş
தோள்கள்	omuzları
தோள்கள்	omuzlar
ஜூபிடர்	jüpiter
குடித்துவிட்டு	sarhoş
குடித்துவிட்டு	sarhoşluk
குடித்துவிட்டு	alkollü
குடித்துவிட்டு	ayyaş
அறுத்த	kontrplak
கலங்கிய	kederli
அடுக்கப்பட்ட	istiflenmiş
புற்றுநோயியல்	onkoloji
வழக்கமானது	rutin
வழக்கமானது	normal
வழக்கமானது	düzenli
வழக்கமானது	standart
உணர்ச்சிகரமான	tutkulu
சிக்னல்கள்	işaretler
சிக்னல்கள்	sinyaller
சிக்னல்கள்	sinyal
பித்ரு	sırasıyla
தாலிப்	taliban
தலைக்கவசம்	kask
தலைக்கவசம்	miğfer
கவலைகளை	endişe
அர்த்தத்தை	anlam
அர்த்தத்தை	anlamı
அர்த்தத்தை	anlami
பிரியாவிடை	elveda
பிரியாவிடை	veda
நிம்மதி	rahatlamış
பிரமாண்ட	dev
அனுமதிகள்	kabul
அனுமதிகள்	izinler
அனுமதிகள்	izinleri
ஸ்பாட்	nokta
சிப்பிகள்	istiridye
மூக்கை	burnunu
மூக்கை	burnu
மூக்கை	burnun
மூக்கை	burun
நமிபியா	namibya
முக்தார்	muhtar
உணவான	zehirli
உணவான	zehirlenmiş
கண்ணோட்டங்கள்	perspektifler
மந்திரிகள்	bakanları
மந்திரிகள்	bakanlar
நடப்பட்ட	yerleştirdi
நடப்பட்ட	yerleştirilmiş
சிரித்து	gülen
சிரித்து	gülüyor
சிரித்து	gülmek
ரஷ்யர்கள்	ruslarla
ரஷ்யர்கள்	ruslar
ரஷ்யர்கள்	rusları
நிறுவவும்	yükle
நிறுவவும்	yükleyin
நிறுவவும்	yükleme
நிறுவவும்	kurulum
திக்	but
திக்	uyluk
திக்	kalça
மேப்பிங்	haritalama
அணங்கு	peri
தாஜிக்	tacik
டிஷ்	bulaşık
டிஷ்	yemek
டிஷ்	tabak
டிஷ்	çanak
முடுக்கமானி	ivmeölçer
காணுங்கள்	izleyin
காணுங்கள்	izle
கோழை	korkak
கலோரிகள்	kalori
பெருமையாக	gururlu
பெருமையாக	gurur
ஊட்டு	aydınlatmak
லிதுவேனியா	litvanya
லிகோபீன்	likopen
பொம்மையை	bebek
பாதுகாவலன்	koruyucu
திற	açık
திற	aç
திற	açın
திற	açıl
பாலோப்பியன்	fallop
நம்பிக்கையோடு	güvenle
பற்றை	kanıtlıyor
துப்பு	ipucu
கழிப்பறை	tuvalet
நிழலை	gölge
பாதாம்	badem
வன்கொடுமை	suistimal
வன்கொடுமை	taciz
வன்கொடுமை	istismar
தமிழச்சி	eskiler
தமிழச்சி	kadim
தமிழச்சி	antik
பிரசிடென்சி	cumhurbaşkanlığı
பிரசிடென்சி	başkanlık
பிரசிடென்சி	başkanlığı
பப்	bar
செக்கோவ்	çehov
கேலன்	galon
பட்டிகள்	parmaklıklar
பட்டிகள்	barlar
பட்டிகள்	çubuklar
பொருத்தமற்றது	uygunsuz
பொருத்தமற்றது	yakışıksız
உற்சாகமாக	heyecanla
உற்சாகமாக	heyecanlıyım
உற்சாகமாக	heyecanlı
நண்பா	dostum
நண்பா	ahbap
நண்பா	kanka
ஈத்	bayram
முடியாதா	imkansız
முடியாதா	imkânsız
லேட்	geç
லேட்	gec
பிறந்தநாளை	doğum
பிறந்தநாளை	doğumgünü
மோசம்	fakir
மோசம்	em
மோசம்	berbat
மோசம்	yoksul
மோசம்	zavallı
மோசம்	kötü
மோசம்	sadakatsiz
விடுமுறைகள்	bayramlar
விடுமுறைகள்	tatil
விடுமுறைகள்	tatilleri
விடுமுறைகள்	bayram
விடுமுறைகள்	tatiller
அழி	silme
அழி	temiz
அழி	net
அழி	silin
அழி	sil
அழி	temizle
அழி	açık
அழி	berrak
பாசத்தை	sevgi
பாசத்தை	şefkat
ரன்னிங்	koşarak
ரன்னிங்	koşuyor
ரன்னிங்	koşu
ரன்னிங்	koşmak
ரன்னிங்	koşarken
ரன்னிங்	koşan
அவசரம்	acil
இழையவியல்	histoloji
வெல்வதற்கு	üstesinden
பூப்பு	ergenlik
உள்நுழைவு	girişi
உள்நுழைவு	giriş
சேமிப்பகம்	depolama
சேமிப்பகம்	saklama
சேமிப்பகம்	depo
சேமிப்பகம்	muhafazası
கொத்தி	yalıçapkını
பயன்படுத்து	kullanım
பயன்படுத்து	geçerli
பயன்படுத்து	kullanmak
பயன்படுத்து	kullan
பயன்படுத்து	kullanımı
பயன்படுத்து	uygulayın
பயன்படுத்து	kullanın
பயன்படுத்து	uygula
டெக்ஸ்	teksas
விரும்பு	gibi
விரும்பு	beğen
அயனியாக்கம்	iyonlaşma
ஒருங்கியக்கம்	sinerji
இழப்பது	kaybetmek
இழப்பது	kaybediyor
கலக்கி	karıştırın
பாசிசம்	faşizm
திரையிடல்	gösterim
கோரஸ்	korosu
கோரஸ்	koro
செர்னோபில்	çernobil
டைட்	gelgit
மந்திரவாதிகள்	cadılar
சாத்தியமா	olası
சாத்தியமா	mümkün
சாத்தியமா	muhtemel
கொர்பச்சோவ்	gorbaçov
அசிம்	asım
கலிப்பொலி	gelibolu
பாலாடை	mantı
முட்டாள்கள்	aptallar
முட்டாள்கள்	salaklar
கருவூல	hazine
கருவூல	maliye
அல்ஜீரிய	cezayir
இணையியம்	eşlenik
பயங்கரமாக	ürkütücü
பயங்கரமாக	korkunç
பயங்கரமாக	korkutucu
பிரிகின்றன	çatal
மாம்பழங்கள்	mango
கொழுப்புக்கள்	semiz
நம்பிக்கையாக	sadık
ஸ்கேனர்	tarayıcı
கொய்தா	kaide
மரியே	meryem
நிறைவேற	vefa
காண்கிறேன்	gör
காண்கிறேன்	görün
காண்கிறேன்	görmek
ரவுடி	kabadayı
வாடிக்கை	müşteriler
உண்டியல்	domuz
மதிப்புரைகள்	değerlendirmeleri
மதிப்புரைகள்	değerlendirmeler
