से	از
कालमिकिया	قالموقستان
बेचारी	فقیر
बेचारी	بیچاره
बेचारी	فقیران
बेचारी	فقیری
छोडें	قطره
छोडें	افت
आर्टेमिस	آرتمیس
जोवोविच	یوویچ
ट्रांसक्रिप्शन	رونویسی
हॉबी	سرگرمی
करेरा	کاررا
इगु़नोडोन	ایگوآنودون
विकेन्द्रित	نامتمرکز
ब्लॉकिंग	بلوکه
निन्टेंडो	نینتندو
मोम्बासा	مومباسا
बनियान	جلیقه
फंक्शन्स	توابع
बैंकसिया	بانکسیای
दंगाइयों	آشوبگران
दिनाँक	مورخ
कुज़्को	کوزکو
दबाएं	فشار
दबाएं	پرس
मरुआ	مرزنگوش
प्रतिष्ठापना	تبرک
क्रिस्पिन	کریسپین
ऐनक	عینکی
ऐनक	عینک
अवमन्दन	میرایی
अकी	آکی
दिखाओ	نمایش
पेरोन	پرون
आशिर्वाद	نعمتی
आशिर्वाद	نعمت
मोइन	معین
बालियां	گوشواره
रैले	رالی
कने	کانای
गोसलिंग	گاسلینگ
रंगमंडल	رپرتوار
संस्थितिविज्ञान	توپولوژی
डूडल	دودل
सेडना	سدنا
क्राइमियाई	کریمه
बातू	باتو
शेनयांग	شنیانگ
ख़ाका	چیدمان
बर्लिंगटन	برلینگتون
रुइज़	رویز
रायडर	رایدر
वाइमर	وایمار
क्रस्नोयार्स्क	کراسنویارسک
गैडोलिनियम	گادولینیم
पालमा	پالما
पारामारिबो	پاراماریبو
सिंफनी	سمفونی
वुल्फोवित्ज़	ولفوویتز
चिंगदाओ	چینگدائو
उपयोगिताएँ	تسهیلات
अवोगाद्रो	آووگادرو
अंसार	انصار
फोल्डिंग	گاه
गोंजालेज	گونزالز
गोंजालेज	گونزالس
बिस	بیس
रोमेरो	رومرو
सकारात्मकता	مثبت
पेंथेरा	pardus
ह्मोंग	همونگ
गत्ता	مقوا
गत्ता	کارتن
शख्तर्	شاختار
कारेज़	قنات
रेसिपी	دستورالعمل
अकेसिया	اقاقیا
बोआ	بوآ
फंकी	بدبو
आपनत्सेल	آپنزل
पेपे	پپه
किविक्स	کیویکس
जंगला	طارمی
ग्रेडी	گریدی
लड	دانشگاهیان
सोमन	سمان
थोर्प	تورپ
लेसी	لیسی
रोनेन	رونان
लेबल्स	برچسبها
लेबल्स	برچسبهای
जबाल	جبل
नेग्री	نگری
फ़ासो	فاسو
मुआवज़ा	فدایی
रिजल्ट	نتایجی
रिजल्ट	نتیجۀ
रिजल्ट	نتایج
रिजल्ट	نتیجه
रिजल्ट	حاصل
पेराक	پراک
फ़ाक	فالک
बिर्च	برچ
बिर्च	توس
स्पघेटी	اسپاگتی
मुस्कुराती	لبخند
मुस्कुराती	لبخندهای
एन्ट्री	ورودی
एन्ट्री	مدخل
एन्ट्री	ورود
रिन	رین
कृषिक	زراعی
रोपर	روپر
मागदेबुर्ग	ماگدبورگ
हॉफमन	هافمن
मागी	مغان
मागी	مغ
चिंपैंजी	شامپانزه
क्रायसिस	کرایسیس
डला	ناگت
डेम्पसे	دمپسی
चिआन	چیان
मिस्टी	میستی
शिराज	شیراز
रै	دارد
जाँचना	دامپزشک
जाँचना	دامپزشکی
गेरहार्ड	گرهارد
एल्सवर्थ	الزورت
स्टिकी	چسبنده
स्टिकी	چسبناک
फ्रिट्ज़	فریتس
फ्रिट्ज़	فریتز
उर्ध्वपातन	تصعید
हैग	عجوزه
वर्ष}}	سال}}
कासिडी	کسیدی
सालामानका	سالامانکا
ग्रीर	گریر
म्यर्दल	میردال
पोसिक्स	پازیکس
शूस्टर	شوشتر
पेन्सिल	مدادی
पेन्सिल	مداد
यूनिफार्म	یونیفورم
यूनिफार्म	یونیفرم
ऊष्मायन	نهفتگی
सातोशी	ساتوشی
कुरितिबा	کوریتیبا
आलप्पुष़ा	الاپوژا
अक्खड़	ساینده
कॉन्स्टेंस	کنستانتس
ट्रिस्टन	تریستان
एंटीसेप्टिक	ضدعفونی
कुंदुज़	قندوز
अग्रहार	اگراهرا
ख़्वारेज़्म	خوارزم
लोडर	لودر
एनोटेशन	معلومات
एनोटेशन	اطلاعات
मॉडम	مودم
थियो	تئو
मोरान	موران
मोरान	مورن
हाका	هاکا
देवू	دوو
ओविड	اووید
क्रेस्पो	کرسپو
ऑन्कोलॉजी	انکولوژی
वर्डप्रेस	وردپرس
सदात	سادات
बस्टर्ड	هوبره
ग्वेन	گوئن
नवप्रवर्तनों	نوآوری
दुःस्वप्न	کابوس
ज़ाग्रोस	زاگرس
बसरी	عدویه
बस्ट	بالاتنه
तुषारजनिकी	سرماشناسی
लेक्सस	لکسوس
नाएप्यीडॉ	نایپیداو
ब्रोशर	بروشور
ब्रोशर	جزوه
नोर्टे	نورت
क्रोक	کروکودیل
कमिंग्स	کامینگز
वारहोल	وارهول
कप्स	جامی
कप्स	قدح
मिजाज़	حوصله
मिजाज़	حالت
जौफ़	الجوف
ट्रीट	درمانش
ट्रीट	درمان
वैलेंटिनो	والنتینو
सिंडिकवाद	سندیکالیسم
कश्मीरियों	کشمیر
सोल्शेनीत्सिन	سولژنیتسین
इवानोव	ایوانف
समेरियम	ساماریم
कैंडल	شمع
कैंडल	چد
कैंडल	لهستان
कैंडल	چاد
कैंडल	اوگاندا
चचा	پدر
चचा	پدری
बिछड़	جدائی
बिछड़	جدایی
कुह	کوه
नांग	نانگ
नॉटिलस	ناتیلوس
एक्सटेंशन्स	نشستهای
एक्सटेंशन्स	جلسات
एक्सटेंशन्स	پسوندهای
वेट्टल	فتل
फ्रीजर	یخچال
फ्रीजर	فریزر
फ्रीजर	فریز
मात्सुओ	ماتسوئو
बदकार	فسق
बदकार	نافرمان
बदकार	فاسق
चांगशा	چانگشا
फैरी	گذرگاه
फैरी	فری
फैरी	معبر
बिल्लियां	گربه
ओस्मियम	اسمیم
स्लाइडिंग	کشویی
टेनर	تنور
न्यूजलेटर	خبرنامه
कोटायक	کوتایک
सीमैन	سیمن
बेंसन	بنسون
मोंटेस	منتس
टाउनसेंड	تاونزند
सुकेन्द्रिक	یوکاریوت
साटन	ساتن
केर्न्स	کنز
अज़रबैजानी	آذربایجانی
यिंगलक	ینگلاک
अब्बा	آبا
अब्बा	ابا
आडू	هلو
रीनियम	رنیوم
विटेन	ویتن
एज्रा	ازرا
एज्रा	عزیر
डोराडो	دورادو
कोड़ी	کودی
कोड़ी	کدی
चुवाश	چوواشی
ढूंढें	جستجو
ढूंढें	یافتن
डिम	دیم
टिंग	تینگ
तहज़ीब	رسوم
तहज़ीब	آداب
पौली	پاولی
बोरलॉग	بورلاگ
रोसारियो	روساریو
मिलाएँ	مسابقه
मिलाएँ	تطابق
मिलाएँ	ادغام
मिलाएँ	کبریت
मिलाएँ	تطبیق
हमद	حمد
मुस्कुराहट	لبخندهای
मुस्कुराहट	لبخند
मुस्कुराहट	بخند
मुस्कुराहट	تبسم
यामामोटो	یاماموتو
होस्टेस	مهماندار
टोरीनो	تورین
लड़ो	بجنگ
बोस्नियाई	بوسنی
फोड़ने	خرابکاری
वासित	واسط
कोरसो	کورسو
तसल्ली	تسکین
मारियाना	ماریانا
बुली	زورگویی
बुली	قلدر
ऑडियंस	تماشاگران
ऑडियंस	مخاطب
ऑडियंस	مخاطبین
ऑडियंस	حضار
सुक़ुत्रा	سقطرا
अम्ब्रिअल	اومبریل
निष्प्रभ	سایبان
नाचे	رقصید
हाला	هلا
बिडेन	بایدن
परिंदे	پرندگان
