から	از
リボソーム	ریبوزومی
切り分け	حکاکی
苦味	تلخی
ドレッシング	پانسمان
バンプ	ضربه
天頂	اوج
シェルブール	شربورگ
ドッド	داد
ベロニカ	ورونیکا
シーケンシャル	ترتیبی
ジャイルズ	گیلز
ボーフム	بوخوم
バンドン	باندونگ
ウィット	بذله
キリマンジャロ	کلیمانجارو
アーチー	آرچی
リブ	دنده
リブ	لیو
レント	اجاره
レント	کرایه
ブラウニング	برونینگ
ロカルノ	لوکارنو
叫び声	فریادها
叫び声	جیغ
ドーセット	دورست
縫う	دوختن
オートメーション	خودکارسازی
パーラー	نشیمن
プリモ	پریمو
嚢胞	کیست
マカッサル	ماکاسار
フィオナ	فیونا
タンガニーカ	تانگانیکا
ビスマス	بیسموت
スタウト	استوت
ウェイター	گارسون
ウェイター	والترز
ヒマラヤ山脈	هیمالیا
トラファルガー	ترافالگار
針金	وایر
針金	سیم
針金	کابل
バジル	ریحان
事跡	دستاوردهای
キャッチボール	گرفتن
キャッチボール	بگیرن
キャッチボール	کچ
シンドラー	شیندلر
ロア	لوا
ロア	رئا
観念論	آرمانگرایی
ヌール	نور
リーゼ	لیزه
トリミング	کاه
トリミング	برش
ヌクレオチド	نوکلئوتید
深セン	شنژن
ディテール	جزییات
ディテール	جزئیات
噛む	گاز
ランダー	کاوشگر
毛糸	نخی
毛糸	نخ
オープンカー	کروکی
エクササイズ	تمرین
エクササイズ	مشق
エクササイズ	ورزش
ハーラル	هارالد
ウィッシュ	ارزو
ウィッシュ	ارزوی
ウィッシュ	کاش
ウィッシュ	آرزو
タラワ	تاراوا
フェルプス	فلپس
瞳孔	شاگردان
瞳孔	مردمک
プロパティ	دارایی
プロパティ	ویژگیهای
プロパティ	اموال
プロパティ	ملک
プロパティ	ویژگی
プロパティ	ویژگیها
プロパティ	مالکیت
無神論	بیخدایی
無神論	آتئیست
ヨセミテ	یوسیمیتی
インサイダー	نفوذی
アビラ	آبیلا
ネイル	میخ
ネイル	ناخن
形態素	تکواژ
シルヴィオ	سیلویو
ウィルコックス	ویلکاکس
アライグマ	راکون
ジルベルト	گیلبرتو
ヴァッレ	واله
ヴァッレ	بایه
ウォルターズ	والترز
アクティビティ	فعالیتها
アクティビティ	فعالیت
曲げる	خم
曲げる	بند
ステイ	بمان
ステイ	ماندن
ステイ	بمانید
ステイ	بمانی
ステイ	بمانم
ジェントルマン	آقایی
ジェントルマン	جنتلمن
ブラウス	پیراهن
ブラウス	بلوز
エミル	امیل
ニコシア	نیکوزیا
ヴィシュヌ	ویشنو
全能	توانا
全能	قهار
ニンフ	نیمف
フルクトース	فروکتوز
ホーナー	هورنر
コショウ	پپر
コショウ	فلفل
クジャク	طاووس
ペレストロイカ	پرسترویکا
寝たきり	بستری
トパーズ	توپاز
ヌル	پوچ
キルト	لحاف
プネー	پون
ディレイ	تاخیر
ディレイ	تأخیری
ディレイ	تأخیر
メート	سولفونات
マグワイア	مگوایر
メッシ	مسی
クルディスタン	کردستان
プルタルコス	پلوتارک
ティーンエイジャー	نوجوان
ヘイワード	هیوارد
クレープ	کرپ
グレゴール	گرگور
ブルームバーグ	بلومبرگ
ウコン	زردچوبه
キノピオ	وزغ
スキャナー	اسکنر
スコセッシ	اسکورسیزی
クラスノヤルスク	کراسنویارسک
エンデバー	کوشش
ピレウス	پیره
無地	ساده
漏斗	قیف
コンドーム	کاندوم
ベガス	وگاس
不眠症	بیخوابی
砂塵	سند
砂塵	خاک
砂塵	ماسه
砂塵	شنی
砂塵	غبار
砂塵	شن
トマーシュ	توماش
ボーンマス	بورنموث
ニルソン	نیلسون
渇き	عطش
渇き	تشنگی
渇き	تشنه
ギデオン	گیدئون
オウレンセ	اورنسه
発疹	خارش
発疹	جوش
発疹	عجول
イダルゴ	هیدالگو
フォボス	فوبوس
レイキャヴィーク	ریکیاویک
デルガド	دلگادو
ダウニー	داونی
ヌンチャク	نانچیکو
アクセサリ	لوازم
ショーケース	ویترین
涼しい	خنک
涼しい	خونسرد
ステートメント	اظهارات
ステートメント	بیانیه
ビヨンセ	بیانسه
オニオン	پیاز
マッシュルーム	قارچ
マッシュルーム	قارچها
ベルルスコーニ	برلوسکونی
ヒエロニムス	جروم
やわらかい	نرمی
やわらかい	سافت
やわらかい	نرمه
やわらかい	نرم
やわらかい	ملایم
アンペア	آمپر
すすめる	توصیه
すすめる	تشویق
葉っぱ	برگها
葉っぱ	برگی
葉っぱ	برگ
イヤリング	گوشواره
タラス	تاراس
スウィーニー	سوینی
スーツケース	چمدان
ゴダード	گدارد
献立	رژیم
献立	رژیمی
スモーキー	اسموکی
シャリ	شاری
パピヨン	پاپیون
インパール	ایمفال
ルガー	لوگر
吐き気	تهوع
ルビオ	روبیو
肉屋	قصابی
肉屋	قصاب
バウンティ	فضل
デッカー	دکر
マッターホルン	ماترهورن
ジョサイア	جوسایا
ケロッグ	کلاگ
プラカード	پلاکارد
ポンテベドラ	پنتبدرا
至福	بلیس
至福	ناز
至福	سعادتی
至福	سعادت
オランウータン	اورانگوتان
ベルトルト	برتولد
プリーストリー	پریستلی
フォンダ	فوندا
セーリング	دریانوردی
セーリング	قایقرانی
異状	غیرطبیعی
ソファー	مبل
ソファー	کاناپه
マグノリア	مگنولیا
バンディ	باندی
パンケーキ	کوفته
エルドラド	الدورادو
アラス	اراس
シテ	گهی
ダルース	دلوت
ウルム	اولم
モルタル	خمپاره
イボ	زگیل
ピクシー	پیکسی
アイデンティティー	همانی
アイデンティティー	هویت
杭州市	هانگژو
モデスト	مودستو
プディング	پودینگ
アクアリウム	آکواریوم
コオロギ	کریکت
入れ墨	تاتو
入れ墨	خالکوبی
仏塔	پاگودا
裏通り	کوچه
ドルフ	دولف
けん引	تاو
けん引	یدک
今晩	امشب
トート	تحوت
サベージ	وحشی
キャシディ	کسیدی
カタロニア	کاتالونیا
エイヴォン	آون
孟子	منسیوس
ラングーン	رانگون
ギブズ	گیبز
ギブズ	گیبس
レセプション	پذیرش
レセプション	پذیرایی
レセプション	دریافت
ポドゴリツァ	پودگوریتسا
冠詞	مطلب
冠詞	مقاله
冠詞	مقالۀ
冠詞	مقالات
ビュッフェ	بوفه
ハーネス	افسار
クエーサー	اختروش
ディキンソン	دیکنسون
播種	کاشتن
播種	جاسازی
播種	کاشته
播種	بلغزد
播種	کاشت
ハイエナ	کفتار
しびれ	بیحسی
傷口	زخم
傷口	جراحت
ウェルシュ	ولش
ウェルシュ	ولز
ラーセン	لارسن
アオスタ	ائوستا
マーロウ	مارلو
ウェズリー	وسلی
ヤロスラヴリ	یاروسلاول
ニールス	نیلز
サンドウィッチ	ساندویچ
ヘアー	موی
ヘアー	مو
ヘアー	موها
エリコ	جریکو
滑石	طلق
リアーゼ	لیاز
レーヨン	ریان
ヒキガエル	وزغ
ザクロ	انار
恩寵	فضل
恩寵	گریس
羅山	رزن
キャメロット	کملوت
クリスティアーノ	کریستیانو
コンテキスト	متن
アポトーシス	آپوپتوز
ペンシル	مدادی
ペンシル	مداد
トッカータ	توکاتا
ナックルズ	ناکلز
泰雄	یاسو
オーディエンス	تماشاگران
オーディエンス	مخاطب
オーディエンス	مخاطبین
オーディエンス	حضار
差動	دیفرانسیل
ハミルトニアン	هامیلتونی
タラゴナ	تاراگونا
ヴィニー	وینی
パーシング	پرشینگ
アンジー	انجی
アンジー	آنجی
アトミック	اتمی
ラグ	ژنده
ラグ	قالی
ラグ	قالیچه
ラグ	فرش
ラグ	یائسه
コンディショナー	مطبوع
バービー	باربی
フォワ	فوی
アナキズム	آنارشیست
アナキズム	آنارشیسم
ユーカリ	اکالیپتوس
アグリッパ	آگریپا
パコ	پاکو
植芝	اوشیبا
遠回り	فلکه
マーカム	مارکهام
タレス	تالس
キュレーター	کتابدار
キュレーター	متصدی
受入れ	پذیرش
受入れ	قبولی
受入れ	پذیرفتن
切望	اشتیاقی
アッシジ	آسیزی
グラデーション	گرادیان
ボスコ	بوسکو
ルガーノ	لوگانو
無菌	عقیم
無菌	استریل
タタ	تاتا
安子	آنشی
ジェナ	جینا
ジェナ	جنا
スワジランド	سوازیلند
ジッダ	جده
ゲオルゲ	گئورگه
ラジウム	رادیوم
ムーサ	الهه
胡麻	کنجد
お花	گل
お花	گلها
幻滅	جوجوتسو
チュメニ	تیومن
ガルボ	گاربو
栄養失調	سوءتغذیه
フレモント	فرمونت
供物	پیشنهاد
供物	پیشکش
供物	تعارف
アルガルヴェ	الگاروه
コミット	مرتکب
コミット	متعهد
ラドクリフ	رادکلیف
デンプシー	دمپسی
幸広	یوکیهیرو
ロムニー	رامنی
ウェンデル	وندل
エレオノーラ	الئونورا
サウル	ساول
ツンドラ	توندرا
メロドラマ	ملودرام
ジャコブ	جاکوب
ジャコブ	جیکوب
ジャコブ	یاکوب
ジャコブ	یعقوب
あくび	خمیازه
マッテオ	متئو
タルト	تارت
アレッサンドリア	آلساندریا
アトキンス	اتکینز
リンス	مطبوع
ダリウス	داریوش
タトラ	تاترا
ファスナー	چفت
テート	تیت
グスタボ	گوستاوو
クーリッジ	کولیج
グアラニー	گوارانی
ドゥーム	عذاب
ジョヴァンナ	جیوانا
愛撫	نوازش
腫れ	متورم
腫れ	ورم
腫れ	تورم
ニシキヘビ	پایتون
ニシキヘビ	پیتون
インディラ	ایندیرا
マルティーニ	مارتینی
シトラス	مرکبات
汚泥	لجن
オリンポス	الیمپوس
トラッカー	ردیاب
トラッカー	ردیابی
オラン	اوران
クルーニー	کلونی
ゴリツィア	گوریتزیا
アンビエント	امبینت
かわいそう	فقیر
かわいそう	بیچاره
かわいそう	فقیران
かわいそう	فقیری
チェリャビンスク	چلیابینسک
ダイアグラム	نمودارهای
ダイアグラム	نمودار
イチジク	انجیر
非同期	ناهمگام
ファンデーション	بنیاد
ファンデーション	پایه
コンセプシオン	کنسپسیون
カメハメハ	کامه
マーラ	مارا
ヘイグ	هیگ
メイス	میس
旋盤	تراش
ラーション	لارسون
ナルヴィク	نارویک
アニス	انیسون
ミンク	مینک
ダイアー	دایر
マグダレーナ	مگدالن
マグダレーナ	ماگدالنا
フロリアン	فلوریان
狭心症	آنژین
狭心症	گلودرد
アルマジロ	آرمادیلو
シルヴィ	سیلوی
ダス	داس
ひび割れ	بشکن
ひび割れ	شکاف
ひび割れ	کراک
サンサ	سانسا
ファイフ	فایف
ヘイスティングス	هیستینگز
ヘイスティングス	هستینگز
レゴ	لگو
オルフェウス	اورفئوس
ムルマンスク	مورمانسک
グルタチオン	گلوتاتیون
ウェントワース	ونتورت
モーティマー	مورتیمر
フルール	فلور
シロアリ	موریانه
窮状	مخمصه
ガンジー	گاندی
イマジネーション	تخیلات
イマジネーション	تخیل
イマジネーション	تصورات
シヴァージー	شیواجی
グアダルーペ	گوادالوپ
イグレシアス	ایگلسیاس
ピュイ	پوی
嵐が丘	بلندیهای
ブランケット	پتو
ブランケット	پتوی
ブランケット	روکش
スコフィールド	اسکافیلد
スコフィールド	اسکوفیلد
滑車	قرقره
アッティラ	آتیلا
アジャ	آجا
チップス	چیپس
エイムズ	ایمز
エイムズ	امس
グラフトン	گرافتن
モネ	مونه
トリーア	تریر
ヴャチェスラフ	ویاچسلاو
メルビン	ملوین
セラピスト	درمانگر
セラピスト	روانشناس
フランジ	فلنج
アニリン	آنیلین
インテグレーション	یکپارچگی
エウロパ	اروپا
ナバホ	ناواجو
ボヘミアン	بوهمی
家路	میهن
アルマゲドン	آرماگدون
ホルムアルデヒド	فرمالدئید
ミトラ	میترا
暖炉	شومینه
ヴォルデモート	ولدمورت
グウェン	گوئن
カリグラ	کالیگولا
トーラー	تورات
シャルトル	شارتر
ウェッジ	وج
黄疸	زردی
フジモリ	فوجیموری
エプスタイン	اپستاین
パラディン	پالادین
プロテアーゼ	پروتئاز
トラッキング	ردگیری
トラッキング	ردیابی
トラッキング	پیگیر
フィフス	پنجمی
フィフス	پنجمین
フィフス	پنجم
ブレナン	برنن
遠近法	منظر
ヘッダー	سرآیند
カブール	کابل
スレンダー	قلمی
キアラ	چیرا
ケンタウロス	سنتور
スリッパ	دمپایی
ダルフール	دارفور
優柔不断	دودل
優柔不断	تامل
リュシアン	لوسین
ギグ	گیگ
バルトロメオ	بارتولومئو
