年	год
餘弦	косинус
點滴	кап
凝結	конденсации
酒類	алкоголь
酒類	спирт
輪值	вращение
輪值	вращения
輪值	ротации
當量	урожайности
當量	доходность
恩人	благотворителей
麻疹	кори
羨慕	зависть
羨慕	завидую
鮮血	крови
鮮血	кровь
憐憫	мерси
憐憫	милосердия
憐憫	милосердие
憐憫	милость
劊子手	палач
貧血	анемии
貧血	анемия
魔杖	палочки
魔杖	палочку
魔杖	палочка
偶而	изредка
播種	посева
誘拐	похищение
誘拐	похищения
烘烤	печь
烘烤	выпечки
小公主	принцессы
小公主	принцесса
輕量級	лёгкая
輕量級	лёгкий
輕量級	легкие
輕量級	легкий
合歡	акация
米飯	рис
包廂	купе
包廂	отсек
隱私權	конфиденциальности
隱私權	конфиденциальность
票券	билеты
捕撈	рыболовства
捕撈	рыбалка
捕撈	рыболовство
菌株	штаммов
家俱	мебель
國稅局	налоговой
國稅局	налоговая
有氧	аэробных
冰塊	лёд
冰塊	льда
冰塊	лед
袋子	мешок
袋子	сумка
袋子	сумку
袋子	пакет
隔熱	изоляции
隔熱	изолированы
隔熱	изоляция
機智	остроумие
機智	остроумный
外甥女	племянница
盜竊	воровство
盜竊	кражи
盜竊	ограбление
盜竊	кража
螺栓	вольт
螺栓	болт
螺栓	болты
灰塵	пыль
灰塵	пыли
鱈魚	трески
羊群	стая
回音	эко
回音	эхо
地峽	перешеек
行李箱	багаж
行李箱	чемодан
香菇	гриб
香菇	грибы
蚯蚓	черви
蚯蚓	червей
中篇小說	повесть
中篇小說	новелла
餌	приманку
餌	приманка
座右銘	девиз
拍戲	снимаем
拍戲	съемки
拍戲	съемка
拍戲	снимаю
拍戲	снимать
拍戲	съёмки
想象力	воображение
想象力	воображения
澡堂	баню
淡褐色	хейзел
遺漏	бездействие
遺漏	упущение
伊甸園	иден
伊甸園	элизиум
四邊形	четырёхугольник
玫瑰花	розы
淋浴	душ
淋浴	душе
淋浴	душа
阿司匹林	аспирин
基調	тон
害蟲	вредителями
害蟲	паразитов
害蟲	вредителей
醍醐	дайго
異構體	изомеров
異構體	изомер
抑鬱	депрессия
抑鬱	депрессии
抑鬱	подавлен
長頸鹿	жираф
雙倍	двойное
雙倍	двойные
雙倍	двойной
雙倍	двойная
烴	углеводородов
肉瘤	саркома
乳白色	млечный
駕照	лицензии
駕照	лицензия
聾	глухая
聾	глухой
聾	глухие
無可避免	неизбежным
無可避免	неизбежно
無可避免	неизбежное
山賊	бандиты
納稅	налоговая
納稅	налоговых
納稅	налог
納稅	налоги
潰瘍	язвы
潰瘍	язва
來信	письмо
來信	буква
球鞋	кроссовки
詩句	стихи
詩句	знамения
詩句	стих
釷	тория
肖像畫	портреты
剪影	силуэт
打劫	ограбление
打劫	грабеж
銨	аммония
洗衣店	белье
洗衣店	прачечная
海員	матрос
海員	моряков
海員	моряки
修辭	риторики
修辭	риторический
橫幅	баннер
橫幅	знамя
橫幅	баннеры
餃子	пельмени
禮節	этикет
增資	пополнение
增資	пополнения
獨白	монолог
交貨	поставка
交貨	доставка
交貨	поставки
典當	пешка
鎘	кадмия
膠片	фильм
膠片	кино
包包	мешок
包包	мешки
包包	пакеты
包包	сумку
包包	сумки
包包	сумка
包包	пакет
轉角	углу
轉角	уголок
轉角	угол
觸動	прикоснуться
觸動	прикосновение
剪裁	пошив
層層	слои
煉獄	чистилище
豹子	леопардов
豹子	пантера
碟片	диск
碟片	диска
赤腳	босиком
定額	квот
定額	квоты
定額	квота
驗收	признание
驗收	принятии
驗收	принятие
噴嘴	сопла
噴嘴	насадки
瘡	язвы
帶子	лента
帶子	кассета
帶子	ленту
掌聲	аплодисменты
食道	пищевода
水療	спа
輸血	переливания
冰霜	фрост
冰霜	мороз
短褲	шорты
刀鋒	клинок
刀鋒	лезвия
刀鋒	лезвие
托兒所	детская
托兒所	детской
托兒所	яслей
童子軍	скаут
迷惘	путаница
迷惘	замешательство
迷惘	путаницы
喉部	гортань
皇陵	мавзолей
緩衝區	буфера
緩衝區	буфер
緩衝區	буферной
青霉素	пенициллин
縫隙	трещины
反饋	отзывы
反饋	отзыв
反饋	отклики
魷魚	кальмар
餵食	кормление
挖苦	сарказм
守夜	бдение
疫病	заражение
香爐	котёл
決斷	решимость
討論會	семинар
討論會	семинары
糖漿	сироп
槍支	ствол
槍支	пушки
槍支	пушка
槍支	пистолет
槍支	оружие
槍支	пистолеты
憲兵隊	жандармерии
栓塞	эмболия
大拇指	палец
大拇指	пальцы
推銷員	продавец
稅款	налоги
異教	языческие
異教	язычники
疏離	отчуждение
凶猛	жестокой
濃密	густые
情慾	похоть
情慾	эротические
情慾	эротика
爪子	коготь
爪子	когти
淚水	слезоточивый
淚水	слезы
淚水	слёзы
逾期	просроченных
磷酸鹽	фосфат
鐙	стремя
各單位	подразделения
各單位	подразделений
各單位	единицы
債權	претензия
債權	претензии
披薩	пицца
披薩	пиццу
焦糖	карамель
留用	удержание
留用	удержания
留用	оставляется
氬	аргон
燙	горячая
燙	горячо
燙	жарко
燙	горячие
窗簾	занавес
窗簾	шторы
就職典禮	инаугурации
磨擦	трения
聚乙烯	полиэтилена
潤滑	смазки
大麥	ячмень
初學者	начинающих
初學者	новички
初學者	начинающий
邀請函	приглашений
邀請函	приглашения
