மற்றும்	और
கொலைகாரன்	जानलेवा
கொலைகாரன்	हत्यारा
கொலைகாரன்	हिटमैन
கொலைகாரன்	कातिल
கொலைகாரன்	कातिलाना
அம்புக்குறி	बाणों
அம்புக்குறி	तीर
அம்புக்குறி	बाण
காரத்	करात
விஷ	जहरीली
விஷ	जहरीला
அமேதி	अमेठी
ஹோமி	होमी
யதார்த்தமான	यथार्थवादी
பாரிஸ்டர்	बैरिस्टर
சபீர்	साबिर
பவித்ரா	पवित्र
நவி	नवी
நகர்த்தப்பட்டது	स्थानांतरित
கோஹன்	कोहेन
எயர்	आयर
பொத்தான்கள்	बटन
எல்லாமும்	सबकुछ
நையோபியம்	नायोबियम
பழையது	पुराने
பழையது	बूढ़ा
பழையது	ओल्ड
பழையது	वृद्ध
பழையது	पुरानी
பழையது	पुराना
அனுபவமிக்க	अनुभवी
முஷாரஃப்	मुशर्रफ
குறியியல்	संकेतविज्ञान
உஸ்தாத்	उस्ताद
கொடூரமாக	विनाशकारी
டாசன்	डाउसन
லெஸ்பியன்	लेस्बियन
பெருந்தமனி	महाधमनी
சிலிண்டர்	बेलन
இலவசம்	फ़्री
இலவசம்	मुक्त
இலவசம்	फ्री
இலவசம்	मुफ्त
இலவசம்	निशुल्क
இலவசம்	आजाद
பங்குண்டு	बदनसीब
பங்குண்டு	वंचित
வைட்டமின்கள்	विटामिन
அரரியா	अररिया
ஷியாம்	श्याम
அணிவகுப்பில்	परेड
அமை	नियत
அமை	सेट
அமை	समुच्चय
அமை	कॉन्फ़िगर
அமை	सेटअप
தைத்து	सिलाई
ஸ்கைப்	स्काइप
ஸ்கைப்	स्क्वायर
ஜகத்	जगत
முன்னுரிமைகள்	वरीयताएँ
முன்னுரிமைகள்	प्राथमिकताएं
முன்னுரிமைகள்	प्राथमिकताएँ
முன்னுரிமைகள்	वरीयताओं
சிரங்கு	खाज
நோயல்	नोएल
பிரசங்கம்	उपदेश
கேளிர்	संबंध
கேளிர்	सम्बन्ध
கேளிர்	रिश्ता
மண்டியா	मांड्य
சாம்பா	साम्बा
சாம்பா	सांबा
அசைவூட்டம்	एनिमेट
அசைவூட்டம்	एनीमेशन
அசைவூட்டம்	एनिमेशन
பீடு	बीड
பங்கிம்	बंकिम
வேர்க்கடலை	मूँगफली
பதிமூன்றாம்	तेरहवीं
குரோனா	क्रोना
பதிவுசெய்யப்பட்டது	दर्ज
பதிவுசெய்யப்பட்டது	अंकित
அரைக்கும்	पीस
தாவல்	टैब
கழுவும்	धो
கழுவும்	धुलाई
குக்கீகள்	कुकी
குக்கீகள்	कुकीज़
மக்தூம்	मखदूम
ரீமா	रीमा
சிறைச்சாலைகள்	जेलों
சாங்கர்	सैंगर
ஐஇஇஇ	आईईईई
சுனிதி	सुनिधि
டிச	दिसंबर
டிச	दिसम्बर
டைன்	खाने
உலாவல்	ब्राउज़िंग
உலாவல்	नेविगेशन
உலாவல்	संचरण
மார்க்கண்டேயர்	मार्कण्डेय
ராமானுஜன்	रामानुजन
ஆஷிஷ்	आशीष
அலியா	आलिया
ஐடியா	विचार
ஐடியா	आईडिया
புத்துணர்ச்சி	ताज़ा
புத்துணர்ச்சி	ताजगी
அந்தரங்கம்	गोपनीयता
குற்றங்களில்	अपराधों
மோஸ்	मॉस
பைசாபாத்	फैजाबाद
ரபேல்	राफेल
மகெல	महेला
கோப்ரா	कोबरा
சோயுஸ்	सोयुज
துளே	धुले
பன்னி	सूअर
பன்னி	सुअर
பன்னி	बन्नी
பன்னி	बनी
சம்பாதித்த	अर्जित
வீரா	वीरा
பெயரிடப்படாத	बेनाम
பெயரிடப்படாத	उपनाम
பெயரிடப்படாத	सरनेम
கென்ய	केन्याई
தொழில்முனைவோர்	उद्यमियों
தொழில்முனைவோர்	उद्यमी
ஒலிவியா	ओलिविया
கிராபிக்	ग्राफिक
கிராபிக்	ग्राफ़िक
அல்போன்சா	अलफोंसो
கிரிப்ஸ்	क्रिप्स
டப்லின்	डबलिन
ஆக்டினைடு	ऐक्टिनाइड
பிக்ஸ்	पिक्स
பதே	फतेह
பதே	फ़तेह
லாக்டிக்	लैक्टिक
நெட்ஸ்கேப்	नेटस्केप
