और	وال
रेडियम	الراديوم
हँस	تضحك
हँस	ضحك
हँस	يضحك
हँस	الضحك
रसीद	استلام
रसीद	ايصال
रसीद	الاستلام
रसीद	تسلم
थन	الضرع
मिटाया	محذوف
मिटाया	حذفت
शॉर्टकट	مختصر
शॉर्टकट	اختصارات
शॉर्टकट	اختصار
हेडफोन	سماعة
हेडफोन	السماعات
हेडफोन	سماعات
फेज़	فيز
फेज़	فاس
वालेंसिया	فالنسيا
जूं	قملة
स्वीकारोक्ति	اعتراف
स्वीकारोक्ति	الاعتراف
फोम	رغوة
क्वेंटिन	كوينتن
क्वेंटिन	كوينتين
प्रतिक्रियाएँ	تتفاعل
प्रतिक्रियाएँ	استجابات
प्रतिक्रियाएँ	التفاعلات
प्रतिक्रियाएँ	الاستجابات
प्रतिक्रियाएँ	الردود
प्रतिक्रियाएँ	ردود
प्रतिक्रियाएँ	يتفاعل
चटाई	مبلط
चटाई	مبلطة
जिम्मेदारियां	مسؤوليات
जिम्मेदारियां	المسؤوليات
मग	القدح
मग	قدح
शिष्टता	الشهامة
रोकें	توقف
रोकें	وقفة
रोकें	وقف
सम्मोहक	منوم
सम्मोहक	التنويم
उँगली	الاصبع
उँगली	اصبع
हेडसेट	سماعة
चेरोकी	شيروكي
चेरोकी	الشيروكي
नेवाडा	نيفادا
कोंग	كونغ
कोंग	كونج
चप्पल	النعال
चप्पल	الصنادل
चप्पल	خف
स्वेद	العرق
स्वेद	عرق
गोंज़ालेज़	غونزاليس
गोंज़ालेज़	جونزاليس
लॉटरी	القرعة
लॉटरी	اليانصيب
स्वारोवस्की	سواروفسكي
कार्सन	كارسن
कार्सन	كارسون
डरावने	مخيف
शुन्य	صفرا
शुन्य	صفر
शुन्य	الصفر
मोंटगोमरी	مونتغمري
आशिकी	عاشقي
प्रॉपर्टी	الممتلكات
प्रॉपर्टी	ملكية
प्रॉपर्टी	الملكية
प्रॉपर्टी	ممتلكات
शेल्डन	شيلدون
सेलिना	سيلينا
स्लोवाक	سلوفاكيا
स्लोवाक	السلوفاكية
रीजेंट	الوصي
उंगलियां	اصابع
उंगलियां	الاصابع
स्टेफ़नी	ستيفاني
चैलेंजर	تشالنجر
कालीनों	بساط
कालीनों	السجاد
कालीनों	سجادة
कालीनों	سجاد
कालीनों	السجادة
काँटा	الشوكة
काँटा	شوكة
काँटा	مفترق
लेजेंड	اسطورة
लेजेंड	الاسطورة
डॉक्स	مستندات
डॉक्स	المستندات
याकूत	ساخا
सारंगी	كمان
सारंगी	الكمان
कैनिंग	كانينغ
ग्राफ़िक	تصويري
सवेरा	صباح
सवेरा	صباحك
सवेरा	الصباح
आइये	تعال
आइये	تعالى
आइये	تعالوا
आइये	تعالي
कसाई	الجزارين
कसाई	جزار
कसाई	الجزار
स्टाक	المخزون
स्टाक	المخزونات
रुस	روسيا
प्रकटन	مظهر
प्रकटन	المظهر
प्रकटन	ظهور
प्रकटन	الظهور
मुर्दे	ميتة
मुर्दे	ميت
मुर्दे	ميتا
परफेक्ट	مثالي
परफेक्ट	مثالية
परफेक्ट	ممتاز
परफेक्ट	الكمال
लेसोथो	ليسوتو
भूमिकाएँ	ادوار
भूमिकाएँ	الادوار
अम्बर	امبير
अम्बर	العنبر
मकदूनिया	مقدونيا
मालकिन	عشيقة
ताजगी	نضارة
भूभौतिकी	الجيوفيزياء
नेल	مسمار
नेल	نيلي
नेल	المسمار
मुह	الفم
मुह	فم
क़तर	قطر
अरु	ارو
घोंघा	الحلزون
फरेरा	فيريرا
फ़ॉर्मेट	الشكل
फ़ॉर्मेट	الاشكال
फ़ॉर्मेट	نسق
फ़ॉर्मेट	اشكال
फ़ॉर्मेट	تنسيق
रेनर	راينر
फ्लैग	اعلام
फ्लैग	الاعلام
धुनें	الحان
बादशाही	ملكية
बादशाही	الملكية
घुटना	الركبة
घुटना	ركبة
बहरे	صم
बहरे	صماء
बहरे	الصم
पार्सल	طرد
नदीम	نديم
रव	الضوضاء
रव	ضوضاء
रव	ضجيج
रव	الضجيج
सरी	ساري
वृश्चिक	سكوربيون
वृश्चिक	العقرب
वृश्चिक	سكوربيو
नूडल्स	معكرونة
नूडल्स	المعكرونة
अधिवक्ताओं	دعاة
अनुलग्नक	المرفقات
अनुलग्नक	المرفق
अनुलग्नक	مرفقات
अनुलग्नक	مرفق
अनुलग्नक	الملحقات
अनुलग्नक	التعلق
अनुलग्नक	ملحقات
नादान	سخيفة
नादान	سخيف
चार्जिंग	الشحن
चार्जिंग	شحن
सायकिल	الدراجة
सायकिल	دراجة
लाखो	ملايين
लाखो	الملايين
सृजनात्मकता	ابداع
सृजनात्मकता	الابداع
मजहब	الديانة
मजहब	ديانة
मजहब	الدين
लिओन	ليون
बरामदा	المصاطب
झूमर	ثريا
झूमर	الثريا
विचारशील	مدروس
संगुटिका	تكتل
चोकर	بران
उम्मीदवारी	الترشيح
उम्मीदवारी	ترشيح
देकार्त	ديكارت
अन्नान	عنان
एल्विन	الفين
लोशन	غسول
लोशन	مرطب
इबराहीम	ابراهيم
एडमॉन्टन	ادمونتون
बनाओ	اصنع
बनाओ	جعل
बनाओ	صنع
बनाओ	اجعل
तराजू	ميزان
कार्लटन	كارلتون
लालची	جشع
ओट	الحجاب
पेंटर	رسام
पेंटर	الرسام
पूर्वाग्रहों	التحيزات
जोया	زويا
ब्लॉकर्स	حاصرات
हार्डकोर	صاخب
हार्डकोर	المتشددين
सुसमाचार	الانجيل
सुसमाचार	انجيل
पतंगों	العث
आजा	اجا
सहपाठियों	زملاء
प्योर	نقي
प्योर	نقية
प्योर	خالص
भरवां	محشو
भरवां	محشوة
प्लाट	المؤامرة
प्लाट	مؤامرة
रिलेशनल	العلائقية
रिलेशनल	علائقية
औपचारिकता	شكلي
औपचारिकता	الشكلية
डिब्बाबंद	المعلبة
मित्रो	اصدقاء
मित्रो	صديقان
मित्रो	الاصدقاء
नॉर्वेजियाई	النرويج
नॉर्वेजियाई	النرويجية
रुको	انتظار
रुको	انتظروا
रुको	الانتظار
रुको	انتظر
नागासाकी	ناغازاكي
थीटा	ثيتا
ताले	اقفال
पेनिसिलीन	البنسلين
प्रीती	بريتي
आरोन	ارون
आरोन	ايرون
आरोन	هارون
बेनफिका	بنفيكا
प्रथागत	العرفية
प्रथागत	العرفي
