から	من
メトロポリス	متروبوليس
コンプレッサー	ضاغط
トヴェリ	تفير
トレーダー	تاجر
トレーダー	التاجر
ケルビン	كيلفن
コーパス	كور
リッツ	ريتز
ろくでなし	لقيط
ろくでなし	اللقيط
スリープ	نام
スリープ	نامي
スリープ	نوم
スリープ	نم
スリープ	النوم
ケール	اللفت
パトリス	باتريس
バーブ	بارب
ソーヤー	سوير
クリエーター	منشئ
クリエーター	الخالق
クリエーター	خالق
クリエーター	المنشئ
アルフレード	الفريدو
バド	باد
バド	بود
サマーズ	سامرز
エイプリル	نيسان
エイプリル	ابريل
征服者	الفاتح
オルセン	اولسن
イェンス	ينس
ヨシュア	جوشوا
コンプトン	كومبتون
カーペンターズ	النجارين
クライマー	متسلقة
クライマー	متسلق
セーター	سترة
キャスパー	كاسبر
ドップラー	دوبلر
ペンタゴン	البنتاغون
ペンタゴン	البنتاجون
サルコジ	ساركوزي
エミレーツ	الامارات
レイヴン	الغراب
レイヴン	ريفن
レイヴン	غراب
セキュリティー	الامن
セキュリティー	الامنية
漸近	المقارب
コーラン	القران
コーラン	قران
グイド	غويدو
グイド	جويدو
ジェス	جيس
床屋	باربر
床屋	الحلاق
床屋	حلاق
マウリシオ	موريسيو
セヴァストポリ	سيفاستوبول
ディジョン	ديجون
さまよう	تجول
透明度	شفافية
透明度	الشفافية
フォーマル	رسمية
フォーマル	الرسمي
フォーマル	رسمي
ほうき	مكنسة
ほうき	بروم
ほうき	المكنسة
煽動	حرض
パットナム	بوتنام
シャシ	شاشي
召使	خا
召使	خادم
召使	الخادم
カルタヘナ	قرطاجنة
カルタヘナ	كارتاخينا
ソーマ	سوما
キャメル	جمل
キャメル	الجمل
レナート	ريناتو
ブロードキャスト	البث
ブロードキャスト	الاذاعة
ブロードキャスト	بث
ジゼル	جيزيل
メルケル	ميركل
デリバティブ	المشتقات
デリバティブ	مشتق
キャス	كاس
マルコフ	ماركوف
カラチ	كراتشي
ペンキ	طلاء
ペンキ	دهان
ペンキ	ارسم
ペンキ	الطلاء
クロール	الزحف
多角形	مضلع
ドノヴァン	دونوفان
マラケシュ	مراكش
ルーゴ	لوغو
能見	نومي
ゼラチン	الجيلاتين
黒鉛	الجرافيت
カルメル	كارمل
にんじん	جزر
にんじん	الجزر
タルサ	تلسا
タルサ	تولسا
深み	اعماق
深み	الاعماق
作業場	الورشة
デレック	ديريك
エスキモー	الاسكيمو
ブラジャー	حمالة
ブラジャー	حمالات
ブラジャー	صدرية
ロキシー	روكسي
メドヴェージェフ	ميدفيديف
ベアード	بايرد
ルチア	لوسيا
コンパートメント	مقصورة
コンパートメント	المقصورة
シェイプ	الشكل
シェイプ	الاشكال
シェイプ	شكل
シェイプ	اشكال
マリアーノ	ماريانو
ウイングス	اجنحة
ウイングス	الاجنحة
ピノ	بينو
ケーン	كاين
ケーン	كائن
スタンディング	الوقوف
スタンディング	واقفة
スタンディング	واقف
ポピー	الخشخاش
ポピー	خشخاش
フレキシブル	مرنا
フレキシブル	مرنة
フレキシブル	مرن
昼寝	القيلولة
昼寝	قيلولة
パンプキン	القرع
パンプキン	اليقطين
パンプキン	القرعة
ツバル	توفالو
アドリアーノ	ادريانو
ハノーバー	هانوفر
パパイヤ	البابايا
トレモロ	الاثريه
除算	الانقسام
除算	انقسام
船室	مقصورة
船室	المقصورة
船室	الكوخ
船室	كوخ
船室	كابينة
花瓶	اناء
花瓶	الزهرية
スズメバチ	هورنيت
スズメバチ	الدبور
除草	تنقية
アディダス	اديداس
スモーク	الدخان
スモーク	دخان
馬具	تسخير
カガン	خاقان
明け方	فجر
明け方	داون
明け方	الفجر
ホバート	هوبارت
カマキリ	السرعوف
カマキリ	سرعوف
グティエレス	غوتيريز
クリーナー	منظف
コーチング	مدرب
コーチング	المدرب
コーチング	كوتش
フィリス	فيليس
ポリエステル	البوليستر
スヌーピー	سنوبي
デバッグ	التنقيح
デバッグ	تنقيح
ブッチ	بوتش
アサルト	الهجوم
アサルト	الاعتداء
アサルト	اعتداء
重罪	جناية
フィンチ	فينش
ハピネス	سعادة
ハピネス	السعادة
ポズナン	بوزنان
カミング	قادم
カミング	ات
カミング	قادمة
カミング	قادمون
採石場	المحجر
縫製	الخياطة
縫製	خياطة
裁断	القطع
マンフレート	مانفريد
ブレスレット	سوار
ブレスレット	السوار
ジークムント	سيجموند
ヴィッキー	فيكي
ポップアップ	المنبثقة
キキ	كيكي
ソドム	سدوم
バルデス	فالديز
エンドウ	البازلاء
ピラニア	البيرانا
トゥーン	ثون
レソト	ليسوتو
メルヴィン	ملفين
蝋燭	الشموع
蝋燭	شموع
蝋燭	شمعة
蝋燭	الشمعة
パプア	بابوا
太もも	افخاذ
太もも	فخذ
太もも	الفخذ
ウィーラー	ويلر
マンス	مانس
スパゲッティ	السباغيتي
ユマ	يوما
ミーム	ميم
ミーム	ميمي
キーロフ	كيروف
チェイニー	تشيني
ムラト	مراد
マックスウェル	ماكسويل
隠者	ناسك
ストロンチウム	السترونتيوم
分母	القاسم
忍耐	صبرا
忍耐	صبر
忍耐	الصبر
カルフーン	كالهون
ハリネズミ	القنفذ
リヴ	ليف
リヴ	لف
カンポス	كامبوس
塩漬け	المملحة
塩漬け	المملح
レブロン	ليبرون
ベルヌ	برن
ベルヌ	بيرن
ルブリン	لوبلين
ダックス	داكس
剥製	محشو
剥製	محشوة
ルーファス	روفوس
肝硬変	تليف
ペニス	القضيب
ペニス	قضيب
ラホール	لاهور
ラホール	هور
不均衡	الاختلال
くしゃみ	العطس
プーケット	فوكيت
かかし	الفزاعة
華氏	فهرنهايت
ドーラ	دورا
怠慢	اهمال
怠慢	الاهمال
プルースト	بروست
エレバン	يريفان
捻挫	التواء
ショウガ	الزنجبيل
ショウガ	جينجر
治る	شفاء
ポーチ	السقيفة
ポーチ	الشرفة
アシュレイ	اشلي
パリティ	التعادل
パリティ	التكافؤ
聴力	السمع
聴力	سماع
ヴィッラ	الفيلا
ヴィッラ	فيلا
リャン	ليانغ
ティエリー	تييري
カレラ	كاريرا
小包	طرد
ヘイレン	هالين
ヨード	باليود
ヨード	اليود
ファクシミリ	الفاكس
ファクシミリ	فاكس
ピム	بيم
キューピッド	كيوبيد
ヴァンス	فانس
ゴールドバーグ	غولدبرغ
ゴールドバーグ	غولدبيرغ
ディノ	دينو
重水素	الديوتيريوم
オイスター	المحار
オイスター	محار
十戒	وصايا
十戒	الوصايا
梅毒	الزهري
安静	ارتاح
安静	استراحة
安静	راحة
安静	الراحة
ユニタリ	الوحدوي
ドローイング	الرسم
ドローイング	رسم
ドローイング	رسمة
ドローイング	ارسم
オーエン	اوين
マスタード	الخردل
マリファナ	الماريجوانا
ダフネ	دافني
アイロン	حديدي
アイロン	الحديد
アイロン	حديد
ジェラード	جيرارد
ディスカッション	ناقش
ディスカッション	النقاشات
ディスカッション	نقاش
ディスカッション	النقاش
ディスカッション	المناقشة
ディスカッション	مناقشة
ディスカッション	المناقشات
ディスカッション	مناقشات
ディスカッション	يناقش
ディスカッション	تناقش
パセリ	البقدونس
ヘイゼル	هازل
ヘイゼル	هيزل
モーテル	نزل
モーテル	شاغر
モーテル	الشاغر
モーテル	شغور
モーテル	الشغور
モーテル	موتيل
デコレーション	الديكور
デコレーション	الزينة
デコレーション	تزين
デコレーション	زينة
デコレーション	ديكور
プリシラ	بريسيلا
おしゃぶり	المصاصة
横断幕	الرايات
横断幕	رايات
横断幕	راية
横断幕	لافتة
横断幕	شعارات
横断幕	لافتات
横断幕	الراية
オベリスク	مسلة
冒涜	الكفر
ラダー	سلم
ラダー	السلم
ストーナー	ستونر
ダスティ	داستي
ノルテ	نورتي
ノルテ	نورت
マーストリヒト	ماستريخت
マーストリヒト	ماسترخت
キツツキ	نقار
穢れ	الشوائب
セルマ	سيلما
セルマ	سلمى
かかと	كعب
かかと	الكعب
ガルダ	غاردا
ガルダ	جارودا
ガルダ	غارودا
胡椒	الفلفل
胡椒	فلفل
胡椒	بيبر
ヘラート	هيرات
サフラン	زعفران
縫合	غرز
リズ	ليز
パッシブ	السلبية
パッシブ	السلبي
ヴィエンチャン	فيينتيان
ヴィエンチャン	فينتيان
ガーナー	غارنر
ブレッド	نزف
ブレッド	الخبز
ブレッド	خبز
マドラス	مدراس
オルランド	اورلاندو
直腸	المستقيم
クリッパー	كليبر
ヘリックス	لولب
ギザ	الجيزة
ファウラー	فاولر
イーライ	الاي
シャンデリア	ثريا
シャンデリア	الثريا
貯める	تتراكم
ヤルタ	يالطا
トゥーレ	ثول
減算	اطرح
減算	طرح
サイレンス	صمت
サイレンス	السكوت
サイレンス	الصمت
プラド	برادو
ウォリス	واليس
カサンドラ	كاساندرا
ガチョウ	غوس
便秘	امساك
便秘	الامساك
マッチョ	ماتشو
はぁ	هه
ベイブ	حبيبتي
ゾーイ	زوي
ゾーイ	زوى
前腕	الساعد
スキャナ	الماسحات
スキャナ	ماسح
グルー	غرو
マリック	ماليك
マリック	مالك
ジジ	جيجي
ハマド	حمد
マルティニーク	مارتينيك
ゴミ箱	القمامة
ゴミ箱	نفايات
モブ	الغوغاء
アタテュルク	اتاتورك
ネーション	امة
ネーション	الامة
ベルタ	بيرثا
スカッシュ	الاسكواش
プル	اسحب
ティラナ	تيرانا
屠殺	مذبحة
屠殺	المذبحة
屠殺	ذبح
布地	نسيج
布地	النسيج
布地	قماش
布地	القماش
エセル	ايثيل
スキナー	سكينر
切り分け	نحت
渦巻き	الالتفاف
苦味	المرارة
ドレッシング	اللبس
検査官	مفتش
検査官	المفتش
バンプ	عثرة
冷媒	المبردات
ドッド	دود
ベロニカ	فيرونيكا
ジャイルズ	جيلز
報奨	حوافز
報奨	الحوافز
ジニー	جني
ジニー	جنى
ボーフム	بوخوم
バンドン	باندونغ
トースト	النخب
アーチー	ارشي
リブ	ضلوع
リブ	ليف
リブ	الاضلاع
リブ	لف
リブ	اضلاع
ジャックス	جاكس
レント	ايجار
デーヴァ	ديفا
ブラウニング	براونينغ
ブラウニング	براوننغ
叫び声	صرخات
叫び声	صيحات
叫び声	صرخة
プリモ	بريمو
フィオナ	فيونا
タンガニーカ	تنجانيقا
スタウト	ستوت
ウェイター	النادل
ウェイター	نادل
ヒマラヤ山脈	الهيمالايا
針金	السلك
針金	سلك
バジル	باسل
バジル	بازل
事跡	الانجازات
事跡	المنجزات
事跡	انجازات
キャッチボール	التقاط
手綱	زمام
観念論	المثالية
ヌール	نور
トリミング	المحصول
トリミング	محصول
トリミング	المحاصيل
ディテール	التفاصيل
ディテール	التفصيل
ディテール	تفصيل
ディテール	تفاصيل
噛む	عضة
毛糸	الغزل
オープンカー	مكشوفة
オープンカー	المكشوفة
エクササイズ	تمرين
エクササイズ	التمرين
