ve	そして
saçmalık	でたらめ
saçmalık	ナンセンス
mesane	膀胱
eskiler	オールディーズ
eskiler	古代
sekme	タブ
çaresi	救済
durmaksızın	ノンストップ
papadopulos	パパドプロス
akrepler	サソリ
lezyonlar	病変
satıcılar	ベンダー
seçiciler	セレクタ
difteri	ジフテリア
atkı	スカーフ
pelerini	ケープ
dükkanlar	店舗
dükkanlar	ショップ
sürahi	投手
sürahi	ピッチャー
troller	トロール
kalibrasyon	校正
biçimlendirme	整形
biçimlendirme	フォーマット
geçmişler	生い立ち
geçmişler	背景
biletler	チケット
biletler	切符
ikame	置換
hazırlanıyor	準備
centilmen	紳士
centilmen	ジェントルマン
kodlayıcı	エンコーダ
özgeçmiş	再開
ortopedi	オルト
dondurulmuş	フローズン
levhaları	錠剤
öl	死ぬ
kuaterner	第四紀
bulaşık	ディッシュ
kordon	プロムナード
kordon	エスプラネード
vergiden	租税
vergiden	税金
zombiler	ゾンビ
harcamak	出費
lüzumsuz	冗長
damızlık	スタッド
pompei	ポンペイ
himalayalar	ヒマラヤ山脈
hasreti	ホームシック
lastikler	タイヤ
eşdeğerlik	同値
denetleyici	コントローラ
denetleyici	コントローラー
nefesi	ブレス
telepatik	テレパシー
taşralı	ヒック
çita	知多
çita	チーター
karıştırılmış	スクランブル
yaralanmalar	怪我
telepati	テレパシー
goril	ゴリラ
altin	黄金
altin	ゴールデン
altin	ゴールド
atlara	ウマ
küf	カビ
boğuldu	溺死
tahvil	結合
tahvil	ボンド
piercing	ピアス
başarım	実績
başarım	功績
başarım	事績
başarım	達成
güzellikler	美女
güzellikler	美人
vade	用語
yenilemek	リフォーム
doğumgünü	バースデー
doğumgünü	生年月日
büyütmek	拡大
büyütmek	レイジング
metanol	メタノール
saçlar	毛髪
saçlar	ヘア
saçlar	ヘアー
saçlar	髪の毛
yükleyici	インストーラ
yükleyici	インストーラー
tamsayılar	整数
avukatları	弁護士
karıncalar	アリ
redüktaz	レダクターゼ
baykonur	バイコヌール
farlar	ヘッドライト
klişe	クリシェ
huni	漏斗
meni	精液
şakacı	陽気
şakacı	ジョーカー
şakacı	遊び心
girinti	インデント
beyefendi	紳士
beyefendi	ミスター
beyefendi	ジェントルマン
alıştırma	運動
alıştırma	エクササイズ
alıştırma	行使
alıştırma	練習
eşleştirme	マッチング
muska	お守り
sapkın	逸脱
sapkın	ツイスト
haydutlar	無法者
haydutlar	バンディッツ
haydutlar	盗賊
kostümler	コスチューム
kostümler	衣装
kostümler	装束
yürü	ウォーク
yürü	歩行
yürü	徒歩
yürü	歩き
yürü	歩く
kuaför	美容師
oluşturun	作成
düşes	公爵夫人
dönüşün	変換
dönüşün	変形
atölyeler	ワークショップ
güvercinler	ハト
gercek	リアル
gercek	本物
azgın	角質
azgın	ムラムラ
kornea	角膜
rakun	あらいぐま
rakun	アライグマ
rahibeler	姉妹
kontak	イグニッション
arzular	欲望
kuşkulu	不審
suçla	責め
disiplinlerarası	学際
yanılsama	幻想
yanılsama	錯覚
yanılsama	イリュージョン
izinleri	許可
izinleri	権限
efendiler	諸侯
efendiler	マスターズ
astar	裏地
dövüşçü	ファイター
bedenleri	サイズ
yönlendiriciler	ルータ
kızartma	フライ
bej	ベージュ
masraf	費用
masraf	経費
kestirme	ショートカット
süzülerek	滑空
tırtıl	ケムシ
sefil	みじめ
sefil	惨め
kıymalı	ミンチ
sicak	ホット
sicak	暑い
sicak	熱い
yumurtalı	エッグ
adınız	名称
adınız	氏名
adınız	名前
bakir	ヴァージン
bakir	処女
patlamış	バースト
patlamış	爆裂
öp	キス
öp	接吻
ayıları	クマ
denizanası	クラゲ
koşucu	ランナー
postalar	郵便
postalar	メール
döteryum	重水素
çalılar	低木
soruyor	たずねる
etobur	肉食動物
asılmış	絞首刑
çürüme	分解
çürüme	減衰
çürüme	腐敗
çürüme	崩壊
çenesi	あご
polietilen	ポリエチレン
manevraları	演習
reçete	処方箋
bakıcı	ベビーシッター
bakıcı	ジッター
bakıcı	介護
andezit	安山岩
kuzen	従姉妹
kuzen	従兄弟
kuzen	いとこ
duyuları	感覚
körler	盲人
körler	ブラインド
formülasyonu	策定
ilgisizlik	アパシー
şişkin	パフィー
aptalca	愚か
aptalca	バカ
aort	大動脈
trombosit	血小板
kesinti	停電
kesinti	中断
battaniye	毛布
battaniye	ブランケット
asenkron	非同期
tanışmak	会う
kirke	キルケー
müzakerelerin	交渉
çiğneme	かむ
çiğneme	チューインガム
duyurular	発表
duyurular	アナウンス
fırınlar	ストーブ
şefleri	チーフス
votka	ウォッカ
özeldir	スペシャル
şirinler	スマーフ
sızma	潜入
düzenbaz	ローグ
hap	錠剤
tetikleyici	トリガー
tetikleyici	引き金
bum	ブーム
rezervasyon	留保
rezervasyon	予約
fazlalık	超過
fesih	終端
fesih	解雇
deha	天才
zayıflık	衰弱
kararsızlık	優柔不断
dönüştürücü	コンバータ
morali	士気
bildirimler	通知
bildirimler	お知らせ
politikamız	政策
politikamız	方針
politikamız	ポリシー
torpil	魚雷
hırsızlığı	窃盗
hırsızlığı	盗難
kurbağalama	平泳ぎ
aceleci	発疹
soz	約束
stacey	ステイシー
metamorfoz	変態
otelleri	ホテル
madalyon	メダル
monoton	単調
memnuniyeti	満足
irmik	セモリナ
entrika	スキーム
fedakarlık	犠牲
fedakarlık	生贄
butik	ブティック
öntanımlı	デフォルト
dopamin	ドーパミン
kırıklar	骨折
arınma	粛清
arınma	パージ
fırlatıcı	ランチャー
kaçık	ナッツ
kaçık	ナット
kaçık	フリーク
dokunaklı	感動
şifreler	パスワード
sakalı	ひげ
türbeler	陵墓
kumarbaz	ギャンブラー
annelik	母性
annelik	母方
vakalar	事例
vakalar	ケース
enfes	美味しい
enfes	美味
enfes	おいしい
enfes	絶妙
ağlıyor	泣く
ağlıyor	叫び声
kirmizi	赤い
kirmizi	赤色
kirmizi	レッド
erteleme	遅延
erteleme	ディレイ
erteleme	延期
davacı	検事
davacı	検察官
davacı	原告
beklentiler	期待
gururlu	誇らしい
gururlu	自慢
gururlu	誇り
civciv	ひよこ
kist	嚢胞
çöplük	ゴミ
çöplük	ごみ
çöplük	ゴミ箱
çöplük	ダンプ
çöplük	ごみ箱
merdivenleri	ハシゴ
merdivenleri	階段
kırınımı	回折
türbülans	乱れ
böl	除算
böl	分割
böl	スプリット
böl	割る
böl	分ける
fotoğrafçılar	カメラマン
nal	蹄鉄
kaşıntı	かゆみ
kaşıntı	かゆい
rokoko	ロココ
düğmeleri	ボタン
çaprazlama	クロスオーバー
odaklanma	焦点
odaklanma	フォーカス
bok	たわごと
berilyum	ベリリウム
birleşmeli	連想
içkiler	ドリンク
içkiler	飲み物
içkiler	飲物
evim	帰宅
evim	ホーム
evim	自宅
kibir	うぬぼれ
kibir	傲慢
hırs	野心
hırs	野望
adaletsiz	不当
adaletsiz	不公平
karbonik	炭素
sinematograf	シネマトグラフ
oyna	遊ぶ
oyna	プレイ
oyna	遊び
plân	計画
plân	プラン
pompalar	パンプス
pompalar	ポンプ
karanlığı	暗闇
mıknatıslanma	磁化
parmakla	フィンガー
motorsiklet	オートバイ
motorsiklet	バイク
oyuncağı	おもちゃ
oyuncağı	オモチャ
oyuncağı	玩具
yaralama	怪我
yaralama	外傷
mutluluklar	ハッピー
mutluluklar	幸福
mutluluklar	ハピネス
mutluluklar	幸せ
katılın	参加
süperstar	スーパースター
gülümser	笑顔
gevrek	シリアル
gevrek	サクサク
yargıçlar	裁判官
glutamat	グルタミン酸
atardamar	動脈
ümmet	コミュニティ
ümmet	コミュニティー
marangozluk	木工
ruhsat	登録
ruhsat	登記
kamyonlar	トラック
sadelik	シンプル
psikiyatr	縮小
bilinçsizce	無意識
fatura	受領
fatura	請求
fatura	レシート
fatura	ビル
islah	更生
islah	リハビリ
islah	再生
islah	干拓
islah	リハビリテーション
reddedilmiş	却下
fahişelik	売春
oğullar	息子
portföy	ポートフォリオ
başyapıt	傑作
başyapıt	名作
ayrıcalıkları	特権
barikat	バリケード
östrojen	エストロゲン
tutulum	黄道
perdeler	カーテン
perdeler	ブラインド
ultrason	超音波
vekiller	摂政
umutsuzluk	絶望
askı	ハンガー
sarkık	フロッピー
çakra	チャクラ
karanlıklar	暗闇
getirin	持ち込み
getirin	ブリング
süpermarket	スーパーマーケット
aksanı	アクセント
parıltılı	キラキラ
mumlar	キャンドル
mumlar	蝋燭
mumlar	ろうそく
gazoz	ソーダ
protez	義肢
felaketler	災害
cani	悪役
cani	サグ
dürtü	インパルス
hisler	気持ち
hisler	感情
balonlar	風船
balonlar	バルーン
şakalar	ジョーク
cocuk	男の子
cocuk	子供
cocuk	少年
cocuk	児童
cocuk	キッド
cocuk	ボーイ
badahşan	バダフシャーン
boksit	ボーキサイト
aşırıya	超過
fişeği	フレア
münzevi	隠者
laktoz	ラクトース
cılız	スキニー
işıkları	ライト
uğursuz	ジンクス
ipleri	ロープ
çokgen	多角形
kovalamaca	チェイス
tıklama	クリック
soyun	ストリップ
yeşile	グリーン
yeşile	緑色
yaşlanma	老化
yaşlanma	エイジング
dikim	播種
tavşanlar	ウサギ
adrenalin	アドレナリン
sertifikaları	証明書
mancınık	カタパルト
melodram	メロドラマ
darısı	両方
aldatmaca	欺瞞
destekçi	サポーター
tanganika	タンガニーカ
frenler	ブレーキ
mest	恍惚
dişçi	歯医者
dişçi	歯科医
dizanteri	赤痢
prosedürleri	手続
prosedürleri	手順
prosedürleri	プロシージャ
prosedürleri	手続き
diyaliz	透析
katilleri	キラーズ
takvimler	カレンダー
organizatörü	プランナー
empresyonist	印象派
yaralılar	負傷
yaralılar	怪我
büyücüleri	ウィザード
anason	アニス
şovmen	タレント
şovmen	興行
şovmen	芸能人
kiti	キット
arhangelsk	アルハンゲリスク
lapa	おかゆ
amnezi	健忘
köpüklü	シャンパン
arayüzleri	インタフェース
arayüzleri	インターフェース
slot	スロット
yataklar	マットレス
yataklar	ベッド
bronşit	気管支炎
gözlüklü	メガネ
gözlüklü	眼鏡
gözlüklü	めがね
çevrimdışı	オフライン
iyileştirici	ヒーラー
iyileştirici	ヒーリング
izdivaç	水曜日
dengesizlik	不均衡
kahkaha	笑う
kahkaha	笑い
slayt	滑り台
slayt	スライド
kullan	使用
çamaşırhane	ランドリー
çamaşırhane	洗濯
şüpheci	不審
çaresizlik	絶望
algılayıcılar	センサ
algılayıcılar	センサー
okyanuslar	大洋
aksesuarlar	アクセサリー
aksesuarlar	アクセサリ
mangrov	マングローブ
süsler	装飾
yaza	サマー
uzaklaştırma	休止
uzaklaştırma	サスペンション
mülakat	インタビュー
mülakat	面接
sandıkları	クラテス
korumasız	無防備
engelle	ブロック
analist	アナリスト
poliçe	政策
poliçe	方針
poliçe	ポリシー
çekler	小切手
kovalar	バケツ
vergilendirme	租税
kolsuz	ノースリーブ
mastürbasyon	オナニー
maaşları	給与
yükseklerde	高い
yükseklerde	ハイ
piç	ろくでなし
ekonomileri	経済
steril	無菌
takıntılı	執着
zamanlaması	タイミング
hmelnitski	フメリニツキー
etilen	エチレン
palto	コート
palto	外套
palto	コーツ
palto	オーバー
kalamar	イカ
okült	オカルト
troleybüs	トロリーバス
kılıçları	刀剣
margarin	マーガリン
eklektik	折衷
girdileri	項目
girdileri	エントリ
girdileri	エントリー
dokunulmazlık	免疫
taoizm	道教
ilımlı	中道
benzen	ベンゼン
soyguncu	強盗
tutuklamalar	逮捕
jelatin	ゼラチン
tetikçi	シューティング
uyuşma	しびれ
aldatıcı	欺瞞
uyumak	睡眠
uyumak	スリープ
uyumak	眠る
şal	ショール
şal	サル
kâhin	オラクル
kâhin	透視
kâhin	神託
kırığı	骨折
kırığı	破壊
polinezyası	ポリネシア
akşamdan	二日酔い
ananas	パイナップル
ölüyor	瀕死
şekerkamışı	サトウキビ
tarifleri	レシピ
otobüsle	バス
acıma	哀れみ
tıkla	クリック
karşılaştırmalar	比較
umutları	希望
perdesiz	フレットレス
steno	速記
kaşifler	探検
faks	ファックス
faks	ファクシミリ
faks	ファクス
zebur	詩篇
görice	コルチャ
gururu	プライド
gururu	傲慢
gururu	誇り
iltihap	炎症
orgazm	オーガズム
orgazm	クライマックス
kaplanlar	タイガース
metafor	比喩
şekerler	キャンディ
şekerler	キャンディー
dekatlon	十種競技
bulucu	ファインダー
korozyon	腐食
jetleri	ジェッツ
cüzzam	ハンセン病
panosu	ダッシュボード
kostümlü	衣装
kostümlü	装束
kostümlü	仮装
kostümlü	服飾
kostümlü	コスチューム
dokunmak	感動
onurlandırmak	顕彰
hippi	ヒッピー
idealizm	観念論
koyunlar	ヒツジ
iddaa	ベット
iddaa	賭ける
iddaa	賭け
karoten	カロテン
gösteriş	うぬぼれ
ijevsk	イジェフスク
bükülmüş	ツイスト
defterler	ノート
yineleme	反復
mitokondriyal	ミトコンドリア
görüşleriniz	フィードバック
tuzaklar	トラップ
tuzaklar	落とし穴
karamel	キャラメル
karamel	カラメル
kaçaklar	ランナー
zayıflar	弱い
mukoza	粘膜
rolün	役割
gülümse	スマイル
gülümse	笑顔
konsorsiyum	コンソーシアム
karavan	キャラバン
karavan	トレーラー
karavan	予告編
tanımlanamayan	未確認
forumlar	フォーラム
dalın	支店
dalın	ブランチ
dalın	潜る
dalın	ダイビング
dalın	支社
dalın	支部
diyarlar	レルム
iklimler	気候
yusufçuk	とんぼ
sığırlar	ウシ
anketleri	調査
anketleri	アンケート
fişekler	フレア
fişekler	カートリッジ
galon	ガロン
siroz	肝硬変
lavanta	ラベンダー
likör	リキュール
takva	敬虔
madenciler	鉱夫
yatır	デポジット
yatır	預金
türbinler	タービン
gercekten	本当に
leğen	盆地
leğen	骨盤
fenerler	提灯
buzdolabı	冷蔵庫
yayınla	公開
konforlu	居心地
konforlu	快適
konforlu	コージー
perçin	リベット
konfor	設備
konfor	慰め
amatörce	アマチュア
havariler	弟子
havariler	使徒
çözülmemiş	未解決
kuasar	クエーサー
kafeler	カフェ
lastikleri	タイヤ
saygi	敬意
saygi	尊敬
saygi	リスペクト
saygi	尊重
çıplaklık	全裸
çıplaklık	ヌード
donar	凍る
çoraplar	ストッキング
çoraplar	靴下
çoraplar	ソックス
planla	スケジュール
planla	日程
planla	計画
planla	プラン
haki	カーキ
plajlar	ビーチ
tamirat	修理
zihniyet	考え方
kaldırın	削除
kaldırın	エレベーター
kaldırın	リフト
kaldırın	取り除く
kasık	股間
sandalyeler	椅子
körling	カーリング
sensörleri	センサ
sensörleri	センサー
mürebbiye	ガヴァネス
judocu	柔道
sok	ショック
sok	衝撃
sufizm	スーフィズム
şap	ミョウバン
yorgan	キルト
robotları	ボット
monolog	モノローグ
isınma	暖房
oksidaz	オキシダーゼ
tonlar	音色
payda	分母
indüktans	インダクタンス
modaya	オシャレ
konumlar	所在地
smokin	タックス
smokin	タキシード
bomboş	空っぽ
tonaj	トン数
akor	和音
endişeli	気がかり
endişeli	心配
endişeli	不安
elmaslar	ダイヤモンド
sihirbazı	魔法使い
sihirbazı	ウィザード
kulluk	崇拝
maket	モックアップ
kadmiyum	カドミウム
bloglar	ブログ
bugünde	トゥデイ
bugünde	今日
şaraplar	ワイン
ringa	ニシン
sonik	ソニック
kripton	クリプトン
korkuluk	かかし
korkuluk	手すり
kafalar	ヘッズ
kafalar	ヘッド
malign	悪性
pikap	ピックアップ
cehalet	無知
tezgah	カウンター
tezgah	カウンタ
çiçekçi	花屋
budistler	仏教徒
helikopterle	ヘリコプター
cinnet	狂気
cinnet	マニア
ebediyen	フォーエバー
kaçıyor	エスケープ
greyfurt	グレープフルーツ
dalgalanmaları	変動
kazançlar	収益
kazançlar	利得
sezyum	セシウム
okları	矢印
okları	アロウズ
hostes	ホステス
hostes	スチュワーデス
karındeşen	リッパー
peruk	ウィッグ
peruk	カツラ
peruk	かつら
ayrıcalığı	特権
tuvaletler	浴室
tuvaletler	便所
tuvaletler	トイレ
yaradan	クリエーター
şişlik	腫れ
gerçekleşiyor	ハプニング
faydasız	役立たず
iblisler	デーモン
iblisler	悪霊
okaliptüs	ユーカリ
scooter	スクーター
iğneler	ピン
iğneler	注射
idealleri	理想
radyatör	ラジエーター
histeri	ヒステリー
sarki	歌曲
sarki	ソング
hizmetçiler	メイド
bolum	エピソード
bolum	チャプター
minnet	感謝
konveksiyon	対流
kasılma	収縮
tesbih	ロザリオ
kapali	閉店
sosis	ソーセージ
indir	ダウンロード
işlevsellik	機能
levrek	バス
levrek	ベース
hapı	錠剤
alerjisi	アレルギー
boğulma	溺死
boğulma	絞殺
halüsinasyon	幻覚
açgözlü	欲張り
slavonya	スラヴォニア
koronal	コロナ
kızarıklık	発疹
büyüyor	育つ
büyüyor	栽培
büyüyor	成長
kontrpuan	対位法
kolonya	ケルン
dizinleri	フォルダー
