から	출신
ヒーリング	힐링
股関節	엉덩이
ウッドワード	우드워드
ルーティング	라우팅
鎖骨	쇄골
ビヨンド	비욘드
ディナール	디나르
旱魃	가뭄
アロエ	알로에
ヘイデン	헤이든
流罪	망명
流罪	추방
アレック	알렉
アレック	앨릭
血栓	혈전
血栓	응고
ポートレート	초상화
ポートレート	인물
ポートレート	세로
ナウル	나우루
チェックポイント	체크포인트
サヴォワ	사보이아
サヴォワ	사보이
ヴェロニカ	베로니카
ハドリアヌス	하드리아누스
セオリー	이론
スピリチュアル	정신적
ブッチャー	정육점
ポンティアック	폰티액
マチュー	마티외
梱包	포장
アロウズ	화살
アロウズ	화살표
おばあさん	외할머니
おばあさん	할머니
人殺し	살인자
人殺し	살인범
ウプサラ	웁살라
免職	해고
シナモン	계피
シナモン	시나몬
マンデラ	만델라
ビーグル	비글
避妊	피임
避妊	피임약
ダガー	단검
ダンスホール	댄스홀
カボチャ	호박
バナー	배지
バナー	위젯
バナー	현수
バナー	뱃지
バナー	배너
ムルシア	무르시아
天ぷら	튀김
グローバリゼーション	세계화
僧院	수도원
スクレ	수크레
トレック	트렉
荷車	포장마차
荷車	카트
めまい	현기증
めまい	버티지
めまい	버티기
めまい	버티고
アクロバット	곡예
ベケット	베켓
仏陀	부처
仏陀	부처님
見どころ	하이라이트
ダンケルク	됭케르크
アーリア	아리아
ルータ	라우터
アカシア	아카시아
ヴィジョン	시각
ヴィジョン	시력
ヴィジョン	비전
スムース	부드럽게
コラージュ	콜라주
ダッカ	다카
震え	떨리는
スコーピオン	전갈
スコーピオン	스콜피온
アイク	아이크
神経質	긴장감
神経質	긴장
ベーブ	자기
眉毛	눈썹
眉毛	눈썹이
ローダ	로더
つづり	맞춤법
つづり	철자
つづり	철자법
仕草	제스처
ニルス	닐스
見積もり	추정
見積もり	추정치
見積もり	추산
ルシファー	루시퍼
大麦	보리
グレナダ	그레나다
グレナダ	그레나다의
威厳	품위
威厳	존엄
威厳	위엄
洗う	씻어
洗う	씻기
ディケンズ	디킨스
貸す	임대
貸す	빌려
カウンタ	카운터
ペニシリン	페니실린
ボーデン	보덴
フェイク	가짜
フェイク	허위
ひねり	트위스트
ポインター	포인터
ピーターズ	피터스
多面体	다면체
ジェスチャー	몸짓
ジェスチャー	제스처
カルティエ	카르티에
イタリック	이탤릭체
イタリック	기울임꼴
プルーフ	증명
プルーフ	증거
レギオン	레지옹
悪臭	악취
充電器	충전기
マナ	마나
マナ	마나마
パーム	손바닥
アレッポ	알레포
ビーコン	비콘
スプライト	스프라이트
マリナー	매리너
メレディス	메러디스
エクセル	엑셀
ロズウェル	로즈웰
ダラム	더럼
トレヴィーゾ	트레비소
毛布	이불
毛布	담요
リビングストン	리빙스턴
補題	보조정리
れんが	벽돌
れんが	브릭
アイビー	아이비
スプートニク	스푸트니크
オカリナ	오카리나
棍棒	클럽
押印	물개
トランポリン	트램펄린
断食	단식
断食	금식
混ぜる	혼합
混ぜる	섞어
混ぜる	믹스
リャザン	랴잔
銃声	총격
銃声	총상
ムース	무스
台形	사다리꼴
欺瞞	속임수
欺瞞	기만
ジョギング	러닝
ジョギング	달리기
リューベック	뤼베크
チワワ	치와와
贋作	위조
モチベーション	동기부여
モチベーション	동기
フィーリング	느낌
フィーリング	기분
フィーリング	느낌이
ふくろう	부엉이
ふくろう	올빼미
フランセス	프랜시스
キュロス	사이러스
スコピエ	스코페
許可証	허용
許可証	허가
ニードル	바늘
ニードル	주사
ピタゴラス	피타고라스
パトリオット	애국자
パトリオット	패트리어트
プルート	명왕성
斥候	순찰
スケッチブック	스케치북
クーロン	쿨롱
文房具	문방구
文房具	문구
トポロジー	위상수학
はちみつ	허니
はちみつ	여보
シャウト	소리쳐
行列式	행렬식
ギャラガー	갤러거
短所	단점
コテージ	코티지
コテージ	오두막
折り紙	종이접기
マスタング	무스탕
マスタング	머스탱
ウォッカ	보드카
ミニー	미니
クレイマー	크레이머
ドッジ	닷지
ウィルクス	윌크스
下りる	강림
線分	세그먼트
遠近	관점
精巣	고환
ハマース	하마스
カトリーナ	카트리나
バヌアツ	바누아투
アトキンソン	앳킨슨
ヘインズ	헤인스
ウィラード	윌러드
ウィニペグ	위니펙
ガイアナ	가이아나
セロトニン	세로토닌
チェンナイ	첸나이
鼻音	비강
戸口	출입구
ハーフタイム	하프타임
サラエボ	사라예보
ファレル	파렐
エクスプローラー	익스플로러
エクスプローラー	탐험
エクスプローラー	탐색기
サプライヤー	공급자
ボールペン	볼펜
オーブン	오븐
ロマ	로마
炭水化物	수화물
炭水化物	탄수화물
エレーヌ	헬렌
囁き	속삭임
足音	발자국
足音	발자취
マジェスティック	마제스틱
グレイハウンド	그레이하운드
ボンベイ	봄베이
ラーニング	학습
コマンドー	특공대
マドリッド	마드리드
シス	시스
セネカ	세네카
胎盤	태반
茄子	가지
インディゴ	남색
インディゴ	인디고
雇う	고용
フィール	느낌
フィール	기분
ミア	미아
コルカタ	콜카타
コルカタ	캘커타
天蓋	천정
エイブラムス	에이브람스
徴候	증세
徴候	증상
チャクラ	샤크라
チャンプ	챔피언
チャンプ	챔프
ネイピア	네이피어
カルカッタ	캘커타
デビー	데비
軟膏	연고
コンマ	쉼표
へそ	배꼽
復号	복호화
プローブ	탐사
インポッシブル	불가능한
インポッシブル	불가능하다
インポッシブル	불가능
イコール	평등
ベランダ	베란다
タジク	타지키스탄
居所	레지던스
居所	주택지
居所	주택
居所	거주지
石綿	석면
グリース	그리스
アストロ	아스트로
ジェイコブス	제이콥스
ジェイコブス	제이컵스
ろ過	필터링
キャビネット	내각
レタス	상추
レタス	양상추
ヴァリアント	발리언트
価額	가치
イオン化	이온화
スティル	아직도
スティル	여전히
チャタム	채텀
日陰	그늘
グリア	그리어
ゲーデル	괴델
ラムジー	램지
ディメンション	차원
ツーソン	투싼
ズールー	줄루
ズールー	줄루어
かぼちゃ	호박
ケンタ	겐타
ケンタ	켄타
プロジェクター	프로젝터
リスペクト	존경
リスペクト	존중
チェイン	사슬
チェイン	연쇄
チェイン	체인
コンポジット	합성
コンポジット	컴포지트
スポークスマン	대변인
ランドリー	빨래
ランドリー	세탁
ランドリー	세탁소
地元民	지역주민
ステイシー	스테이시
チェンバース	챔버스
閉包	폐쇄
閉包	닫힘
エズラ	에즈라
セーシェル	세이셸
タイタンズ	타이탄
ホライズン	호라이즌
ホライズン	지평선
アルノルト	아르놀트
遊び場	놀이터
ガバナンス	거버넌스
砂州	암초
スクリーニング	시사회
スクリーニング	상영
ダーティ	더러운
双生児	트윈
双生児	쌍둥이
ヘロイン	헤로인
スピアーズ	스피어스
イライラ	좌절
ガリウム	갈륨
謙虚	겸손
謙虚	겸손한
ベルベット	벨벳
評決	판결
小便	오줌
サブシステム	서브시스템
バイアスロン	바이애슬론
モラレス	모랄레스
あの世	내세
あの世	저승
スターゲイト	스타게이트
コルク	코르크
クスコ	쿠스코
セピア	세피아
ミリアム	미리암
ミリアム	미리엄
エニグマ	수수께끼
トリウム	토륨
ピアチェンツァ	피아첸차
ロデオ	로데오
ドクトリン	교리
ファーゴ	파고
ワクワク	흥분
バナジウム	바나듐
ベルヌーイ	베르누이
ノキア	노키아
ルンド	룬드
サンレモ	산레모
リヴォルノ	리보르노
ファハド	파드
ロダン	로댕
偽証	위증
ハネムーン	신혼여행
グランジ	그런지
出費	지출
ネックレス	목걸이
定規	통치자
外套	외투
エレガント	우아
ボーフォート	보퍼트
そっと	부드럽게
抗告	호소
抗告	항소
ドレッサー	드레서
ミリオネア	백만장자
ヒックス	힉스
ヘッドホン	이어폰
ヘッドホン	헤드폰
アンチモン	안티모니
おなじ	똑같이
おなじ	같은
おなじ	동일
スパークス	스파크스
スパークス	스파크
シモーネ	시모네
シモーネ	시몬
擾乱	소란
セレブリティ	연예인
ロゼッタ	로제타
触る	터치
エカテリンブルク	예카테린부르크
新婚旅行	신혼여행
賛辞	칭찬
キャスリーン	캐슬린
アンバサダー	대사
愛国心	애국적
愛国心	애국주의
トレバー	트레버
パペット	꼭두각시
パペット	인형극
パリッシュ	패리시
ヴォルテール	볼테르
ろうそく	양초
ろうそく	촛불
フィッチ	피치
ギャンブラー	도박꾼
アキレス	아킬레스
クロコダイル	악어
ティトゥス	티투스
ティトゥス	타이터스
ペッパー	고추
ペッパー	후추
ペッパー	페퍼
心肺	심폐소생술
インターン	인턴
インターン	인턴십
エルミート	에르미트
元本	교장
ブラッディ	블러디
チェンマイ	치앙마이
インターンシップ	인턴
インターンシップ	인턴십
インフェルノ	인페르노
ガイダンス	복음
エスコート	호위
メタデータ	메타데이터
コモロ	코모로
水彩	수채화
宛先	수신자
宛先	목적지
宛先	목적지는
ブーケ	꽃다발
コペルニクス	코페르니쿠스
ノスタルジア	향수
エンジェルス	천사들
エンジェルス	천사
人見知り	부끄러움
人見知り	부끄러워
人見知り	부끄러운
無秩序	장애
前置詞	전치사
エレクトロニカ	일렉트로니카
セットアップ	설정
セットアップ	설정하기
首輪	쇄골
首輪	칼라
フィドル	바이올린
ハーレー	할리
ハーレー	헐리
ファームウェア	펌웨어
抗弁	방위
抗弁	방어
抗弁	국방
抗弁	디펜스
フリース	양모
ブロガー	블로거
かばん	가방
かばん	봉지
ロカビリー	로커빌리
カミングス	커밍스
ジグザグ	지그재그
読み込む	로드
読み込む	로딩
ディール	거래
聖徒	성인인
ポップコーン	팝콘
ヘルシー	건강
ヘルシー	건강한
ヘルシー	건강하게
バッキー	버키
卵黄	노른자
求愛	구애
ダイナモ	다이너모
ブート	부츠
ブート	부트
ブート	부팅
洒落	품격
ミニスカート	미니스커트
オリヴィア	올리비아
害する	편견
イヌイット	이누이트
寒気	갈래
マエストロ	마에스트로
ボブスレー	봅슬레이
ディクス	딕스
横向き	조경
横向き	경관
横向き	풍경
デコード	디코딩
エクソシスト	엑소시스트
スタローン	스탤론
電解質	전해질
不注意	부주의
句読点	구두점
プラスティック	플라스틱
プラスティック	비닐
プラスティック	성형
花婿	신랑
花婿	신랑이
ヴィースバーデン	비스바덴
ヒューバート	휴버트
インライン	즉각
インライン	인라인
ヘッセ	헤센
潜る	잠수
潜る	다이빙
デント	덴트
ラグーン	석호
ルーチン	일상
ルーチン	루틴
カタツムリ	달팽이
タワーズ	타워
メトロポリス	메트로폴리스
コンプレッサー	압축기
コンプレッサー	컴프레서
ブレンダ	브렌다
ケルビン	켈빈
曲芸	곡예
リッツ	리츠
いぼ	사마귀
スリープ	수면
ソーヤー	소이어
一泊	하룻밤
パラジウム	팔라듐
賃貸借	임대
インフラストラクチャー	인프라
クリエーター	제작자
クリエーター	작성자
クリエーター	창조주
フェルガナ	페르가나
バド	버드
ノヴァーラ	노바라
エイプリル	사월
エイプリル	에이프릴
略式	비공식
ダレス	덜레스
メシエ	메시에
受粉	수분
ヨシュア	조슈아
消火器	소화기
コンプトン	콤프턴
ランジェリー	란제리
セーター	스웨터
キャスパー	캐스퍼
ドップラー	도플러
ペンタゴン	펜타곤
フェルマー	페르마
ウィジェット	위젯
エミレーツ	에미리트
エミレーツ	에미레이트
レイヴン	까마귀
レイヴン	레이븐
セキュリティー	보안
セキュリティー	안보
恍惚	황홀한
コーラン	코란
コーラン	꾸란
グイド	귀도
床屋	이발사
床屋	이발
スティーヴンス	스티븐스
組み立てる	조립
さまよう	방황
透明度	투명도
透明度	투명
透明度	투명성
スイッチング	전환
ホットドッグ	핫도그
