から	จาก
ミュール	ล่อ
ジャッキ	แจ๊ก
ジャッキ	แจ็ค
ジャッキ	แจ๊ค
ジャッキ	แจ็ก
かき氷	โกน
プロモ	โปรโมชัน
ベジタリアン	มังสวิรัติ
緑内障	ต้อหิน
ギザギザ	ขรุขระ
干ばつ	แล้ง
フラグメント	เศษ
エクスペリエンス	ประสบการณ์
ルーラー	ไม้บรรทัด
みにくい	ขี้เหร่
クロッシング	ข้าม
キア	เกีย
キア	เกียด
ウェルギリウス	เฝอ
排尿	ปัสสาวะ
ニュートラル	ฉนวน
アスピリン	แอสไพริน
けいれん	ตะคริว
先入観	อคติ
ブラウザー	บราวเซอร์
ブラウザー	เบราว์เซอร์
扁桃	ทอนซิล
アディ	แอด
ゆるい	หลวม
ゆるい	หลุด
バッテリ	แบตเตอรี่
ヒステリー	ฮิสทีเรีย
アリゲーター	จระเข้
リレーション	สัมพันธ์
ほくろ	ไฝ
羨望	อิจฉา
羨望	ริษยา
デュアン	ดวน
痛風	เก๊าท์
切り取り	พืช
切り取り	กรีด
切り取り	คัท
切り取り	ตัด
しっとり	เปียก
しっとり	ชื้น
脾臓	ม้าม
根気	อดทน
安息日	บาธ
デコーダ	ถอดรหัส
オクトパス	ปลาหมึก
ゴッサム	กอธ
ウインチ	กว้าน
にんにく	กระเทียม
青白い	ซีด
重荷	ภาระ
マーチャント	พ่อค้า
七面鳥	ตุรกี
ディプロマ	ประกาศนียบัตร
白目	ขาว
当惑	งงงวย
セキュア	ปลอดภัย
ダンナ	สามี
ダンナ	ผัว
マッコール	คอล
歯ブラシ	แปรงสีฟัน
白内障	ต้อกระจก
ルアー	ล่อ
タイニー	จิ๋ว
腓骨	น่อง
チャージャー	ชาร์จ
ガーリック	กระเทียม
ペンチ	คีม
コンロ	เตา
アウトライン	ย่อ
ライ麦	ไรย์
ジェル	เจล
ファクス	โทรสาร
ホウ	บัง
ニキビ	สิว
シャドウズ	เงามืด
シャドウズ	เงา
ジョス	จอส
取り外す	ปลด
バイブ	บรรยากาศ
ブロウ	เป่า
空っぽ	ว่างๆ
空っぽ	ว่าง
サワー	เปรี้ยว
飲み込む	กลืน
アサリ	หอย
フェローシップ	สาวก
フェローシップ	สัมพันธภาพ
チューインガム	เคี้ยว
チューインガム	แทะ
錠前	ล็อค
錠前	ล็อก
インヴィンシブル	คงกระพัน
配車	ขี่
平手打ち	ตบ
ピジョン	พิราบ
ダーティー	สกปรก
マイカ	ไมก้า
セッションズ	เซสชัน
セッションズ	เซสชั่น
デポジット	มัดจำ
とうもろこし	ข้าวโพด
バム	แบม
圧巻	งดงาม
クロロホルム	คลอโรฟอร์ม
楽々	ง่ายดาย
チェリッシュ	หวงแหน
チェリッシュ	ทะนุถนอม
モーゼ	โมเสส
ピクルス	ดอง
用事	ธุระ
トップス	ท็อปส์
トップス	รำ
フローズン	แข็ง
フローズン	อายัด
オッパイ	หัวนม
オッパイ	หน้าอก
オッパイ	เต้า
オッパイ	นม
ちっちゃい	จิ๋ว
クラッキング	ร้าว
クラッキング	ร่อง
パティオ	ลาน
パティオ	ระเบียง
パティオ	นอกชาน
ヘッズ	หัว
ヘッズ	head
カッコイイ	สบายๆ
信ずる	ศรัทธา
信ずる	เชื่อ
贈収賄	สินบน
身振り	น้ำใจ
ウェルネス	สุขภาพ
ささやく	กระซิบ
ホイップ	วิป
膿瘍	ฝี
イニシアチブ	ริเริ่ม
プロシージャ	กระบวนการ
編み物	ถัก
スタイルズ	สไตล์
サイアム	สยาม
破傷風	บาดทะยัก
ラスティ	สนิม
ぜんそく	หอบ
ダーマ	ธรรมะ
バオ	เปา
オナラ	ผายลม
シフォン	ชีฟอง
利回り	ยอม
口ひげ	หนวด
タックス	ทักซิโด
アラート	เตือน
アラート	แจง
ブリーフィング	สรุป
静けさ	เงียบ
薦める	แนะนำ
歯医者	ทันตแพทย์
オッド	แปลก
日差し	แดด
日差し	แสงแดด
不潔	สกปรก
ハグ	กอด
きゅうり	แตงกวา
敷物	พรม
ベロ	เบลโล
発泡スチロール	โฟม
シャベル	พลั่ว
ウェヌス	วีนัส
ファジー	ฝอย
キンギョ	ปลาทอง
惨め	นาถ
惨め	ทุกข์
アーカム	อาร์คัม
割礼	ขลิบ
おかゆ	โจ๊ก
おかゆ	ข้าวต้ม
ブロッキング	บล็อก
エムス	เอ็ม
ウィッグ	วิก
ハシゴ	บันได
カスタマー	ลูกค้า
ヴェイル	เวลล์
ビズ	วงการ
居心地	สบาย
居心地	อบอุ่น
まつげ	ขนตา
疲れる	เหนื่อย
男らしい	แมน
ミリグラム	มิลลิกรัม
ビジー	ยุ่งๆ
ビジー	ยุ่ง
易しい	ง่าย
易しい	ง่ายๆ
易しい	ง่ายดาย
散髪	ตัดผม
ラテ	เต้
トニック	โทนิค
トニック	บำรุง
かゆみ	คัน
ドキュメンテーション	เอกสาร
話し手	ลำโพง
出来上がり	ยอม
魚釣り	ประมง
事務職	เสมียน
謝辞	เครดิต
酔っぱらい	เมา
絵筆	พู่
ほこり	ฝุ่น
尊い	ล้ำค่า
シラミ	เหา
お辞儀	โบว์
お辞儀	นู๋
お辞儀	ธนู
お辞儀	กราบ
チル	ชิล
スタティック	คงที่
スタティック	สถิตย์
アーメン	สาธุ
アーメン	เมน
アーメン	อาเมน
日光浴	อาบแดด
マグカップ	เหยือก
ディジット	หลัก
ブリーチ	ฟอก
件名	หัวข้อ
ヴァージル	เฝอ
脈拍	ชีพจร
クラクション	แตร
スペリング	สะกด
切り取る	พืช
パーセンテージ	เปอร์เซ็นต์
パーセンテージ	เปอร์เซนต์
咽喉	คอ
バンガロー	บังกะโล
コンテクスト	บริบท
味見	ชิม
味見	รสชาติ
味見	รสนิยม
味見	รส
歯磨き	ยาสีฟัน
怖がる	กลัว
ロゼ	โรส
ロゼ	โร
ロゼ	กุหลาบ
指定された	ระบุ
ジッパー	ซิป
ジッパー	ซิบ
ソイ	ซอย
縁石	ทางเท้า
メガバイト	เมกะไบต์
ピボット	หมุน
ガオ	เกา
ジャップ	ยุ่น
縫い目	ตะเข็บ
差押え	ชัก
サクサク	กรอบ
鼻水	ขี้มูก
鼻水	น้ำมูก
いびき	รน
いびき	กรน
爆竹	ประทัด
耕す	ฝึกฝน
キニーネ	ควินิน
スパンブリー	สุพรรณบุรี
脳みそ	สมอง
マヨ	เมโย
たまねぎ	หอม
リップル	สะท้าน
マングース	พังพอน
壮観	งดงาม
門限	เคอร์ฟิว
ためらう	ลังเล
ほろ酔い	มึนเมา
ほろ酔い	มึน
サラーム	ซาลาม
リコリス	ชะเอม
クリプト	ป่าช้า
スプレッド	แพร่
スプレッド	กระจาย
スヌーカー	สนุกเกอร์
アライ	พันธมิตร
リュックサック	เป้
クローブ	กานพลู
痛む	เจ็บ
紫斑	ช้ำ
リッピング	ฉีก
しゃっくり	สะอึก
ドウ	โด
ドウ	ใสๆ
ペグ	หมุด
ドーナッツ	โดนัท
センテンス	ประโยค
アームス	แขน
フリスビー	ร่อน
小瓶	หลอด
ココナツ	มะพร้าว
道順	ทิศทาง
ゼイン	เซน
フォックストロット	โฉบ
メラ	เมน
石けん	สบู่
さわる	สัมผัส
遠吠え	หอน
しこり	ก้อน
カケス	เจย์
ブリング	นำ
興味津々	สงสัย
デーヴ	เดฟ
ハンモック	เปลญวน
ハンモック	เปล
だけれども	แม้ว่า
凝視	จ้อง
陪審制	ลูกขุน
パイント	ไพนต์
パイント	ไพน์
気がかり	กระวนกระวาย
ガンボ	กระเจี๊ยบ
ガンボ	เจี๊ยบ
ヘック	เฮ็ค
コリアンダー	ผักชี
眠い	ง่วง
イレイザー	ยางลบ
拭く	เช็ด
かさぶた	สะเก็ด
キャンパー	ค่าย
働き者	ขยัน
チンキ	ทิงเจอร์
ポスタル	ไปรษณีย์
干し草	ฟาง
リフティング	ยก
スリック	เนียน
気まずい	อึดอัด
オッター	นาก
コサイン	โคไซน์
コサイン	ไซน์
折り目	ยับ
ウォッシュ	ล้าง
レルム	อาณาจักร
ギガバイト	กิกะไบต์
クローニング	โคลนนิ่ง
マフィン	มัฟฟิน
マハー	มหา
願いごと	ประสงค์
願いごと	ปรารถนา
ワウ	วา
ワウ	ว้า
ディグ	ขุด
パーティクル	อนุภาค
アヌ	อัน
レネー	เรเน่
ヘルペス	เริม
ダラ	ดารา
ケイル	เซล
ゲイブ	เกบ
ゲイブ	เก้บ
メールボックス	ตู้จดหมาย
破壊された	ทำลาย
フィランソロピー	ทำบุญ
バウンス	กระเด้ง
バウンス	เด้ง
アーティ	อาร์ตี
アーティ	อาร์ตี้
ナコーンラーチャシーマー	ราชสีมา
切り傷	ตัด
パフィー	บวม
さざ波	ระลอก
パイプス	ท่อ
茹でる	เดือด
茹でる	ต้ม
催告	อุปสงค์
催告	อุปทาน
鉗子	คีบ
鉗子	คีม
マットレス	ที่นอน
ごみ箱	ขยะ
パンプス	ปั๊ม
マシス	แมททิส
哀れみ	สงสาร
オートミール	โอ๊ต
バンディッツ	โจร
シーサケート	ศรีสะเกษ
トナー	หมึก
たずねる	ถาม
やもめ	หม้าย
ツェー	เจ๋อ
欲張り	โลภ
グラインダー	บด
クレート	ลัง
ビーツ	บีท
ビーツ	จังหวะ
クラスト	เปลือก
ティルト	เอียง
プロム	รอม
チューター	ติวเตอร์
回り道	อ้อม
ルワン	หลวง
メディック	แพทย์
スプレッドシート	สเปรดชีต
タレット	หอคอย
クラクラ	มึนงง
ひらひら	ถี่ๆ
ラフティング	แก่ง
つるはし	เฉาะ
アキュート	เฉียบพลัน
サラム	ซาลาม
グラインド	บด
水痘	อีสุกอีใส
酸っぱい	เปรี้ยว
気狂い	วิกลจริต
カシミア	แคชเมียร์
バンズ	ขนมปัง
スクイーズ	เบียด
スクイーズ	บีบ
歯磨き粉	ยาสีฟัน
脇の下	รักแร้
ラッテ	เต้
