ve	y
çörekler	pastelitos
çörekler	donas
bağırsakları	intestinos
hidrojeoloji	hidrogeología
kurudu	seco
kurudu	secado
kurudu	seca
kurudu	secos
kayışlar	correas
sızdırmazlık	sellar
sızdırmazlık	sellado
müshil	laxante
benzetmeler	símiles
terbiyeli	decente
terbiyeli	decentes
kişilerarası	interpersonales
epiktetos	epicteto
algıları	percepción
algıları	percepciones
yedim	comí
yedim	comió
yedim	comi
yedim	comieron
transformatörler	transformadores
aşıyor	sobrepasa
aşıyor	excede
aşıyor	supera
dejenerasyon	degeneración
yönlendirdim	redirigido
inciller	evangelios
fallop	falopio
rapçiler	raperos
akbabalar	cóndores
akbabalar	buitres
anyonik	aniónico
sarılma	abrazados
sarılma	abrazo
sarılma	abrazos
sarılma	abrazando
baryonlar	bariones
bluz	blusas
bluz	blusa
yükseltip	amplificar
şovenizm	chovinismo
polisakkarit	polisacárido
yapboz	puzzle
yapboz	rompecabezas
yapboz	acertijos
yücelik	grandeza
değerlikli	divalentes
aspirasyon	aspiración
avlular	patios
narsist	narcisista
serçeler	gorriones
yumuşatır	suaviza
yiyor	come
yiyor	comiendo
yiyor	comer
teodise	teodicea
peni	peniques
peni	centavo
peni	céntimo
peni	penique
akik	ágata
haplogrup	haplogrupo
kalyonu	galeón
başlasın	empezar
başlasın	comenzar
diüretik	diurético
diüretik	diuréticos
paleologina	paleóloga
nanotüpler	nanotubos
çelikleri	aceros
ağladım	lloraba
ağladım	llorado
ağladım	lloró
ağladım	exclamó
yüklemeler	subidas
yüklemeler	cargas
iffetli	casta
bovling	bolos
bovling	bolera
bovling	boliche
segmentler	segmentos
gençleştirme	rejuvenecimiento
ruhsuz	desalmado
antropomorfik	antropomórfico
kaçakçılar	contrabandistas
pastörize	pasteurizada
iberler	iberos
bunama	demencia
sevimsiz	desagradables
sevimsiz	desagradable
linolenik	linolénico
askılı	tirantes
arıcılar	apicultores
termos	termo
korna	cuerno
korna	bocina
korna	trompa
demoralize	desmoralizado
karat	quilates
mormonlar	mormones
mikrobik	microbiana
jestler	gestos
hücrelerarası	intracelular
içgüdüleri	instinto
içgüdüleri	instintos
rehabilite	rehabilitar
zilleri	platillos
çocukluğum	niñez
çocukluğum	infancia
kapsülleri	vaina
kapsülleri	vainas
uyuşturucular	droga
uyuşturucular	medicamentos
uyuşturucular	drogas
uyuşturucular	fármacos
torunlar	nietos
etnomüzikoloji	etnomusicología
bıyıkları	bigotes
boyunlarına	cuellos
boyunlarına	cuello
sarmatlar	sármatas
neoklasisizm	neoclasicismo
karantinaya	cuarentena
davranışçılık	conductismo
bitir	final
bitir	fin
bitir	terminar
bitir	finalizar
bitir	acabar
bitir	acabado
puding	budín
puding	pudín
ikiyüzlülük	hipocresía
ikiyüzlülük	duplicidad
dizleri	rodillas
cömertçe	generosos
cömertçe	generoso
cömertçe	generosa
cömertçe	generosamente
zayıflatır	debilita
hokka	tintero
fenil	fenil
cezbedici	seductora
cezbedici	tentadora
cezbedici	tentando
cezbedici	tentador
norveçliler	noruegos
prolin	prolina
sinerji	sinergia
soğukkanlılıkla	fríamente
içerdekiler	iniciados
balonları	globos
balonları	balones
ipeksi	sedoso
teistik	teísta
boğmak	estrangulamiento
boğmak	estrangular
boğmak	estrangulación
boğmak	ahogar
sesaltı	subsónico
skandallar	escándalos
skandallar	escándalo
doldur	rellena
doldur	verter
doldur	vierte
doldur	rellenar
doldur	llenar
doldur	relleno
doldur	llena
bardaklar	vidrios
bardaklar	vasos
bardaklar	lentes
bardaklar	tazas
bardaklar	gafas
bardaklar	copas
ölçülemez	inconmensurable
diferansiyellenebilir	diferenciable
iyilikler	favores
iyilikler	favorece
pektin	pectina
ekolokasyon	ecolocalización
mahcup	avergonzada
mahcup	avergonzados
mahcup	avergonzado
virülans	virulencia
yapraklanma	foliación
yaklaş	planteamiento
yaklaş	abordaje
yaklaş	acercamiento
yaklaş	enfoque
yaklaş	aproximación
galvanizli	galvanizado
hatırladım	recordada
hatırladım	recordado
hatırladım	recordó
fosfatidilkolin	fosfatidilcolina
güldüm	jajajaja
güldüm	jejeje
güldüm	jajaja
inşaatçı	constructor
aşıldı	rebasado
aşıldı	superado
aşıldı	excedido
aşıldı	sobrepasado
dimetil	dimetil
vernik	barniz
vernik	barnices
vernik	laca
tatilleri	fiestas
tatilleri	feriados
tatilleri	vacaciones
tatilleri	festivos
kapuçin	capuchino
ispanak	espinacas
ispanak	espinaca
kısayolları	atajos
ötenazi	eutanasia
hipotenüs	hipotenusa
sorbça	sorabo
aptallar	tontos
aptallar	necios
aptallar	idiotas
parazitoloji	parasitología
yumrukla	ponche
yumrukla	puñetazo
lavabo	lavabo
lavabo	hundirse
lavabo	fregadero
lavabo	sumidero
itfaiyeciler	bombero
itfaiyeciler	bomberos
boğma	estrangulamiento
boğma	estrangular
boğma	estrangulación
jakobenler	jacobino
uyanmak	despertando
uyanmak	despertar
kuvarsit	cuarcita
parapsikologlar	parapsicólogos
kırklı	cuarenta
fovizm	fauvismo
güvensizliği	inseguridades
hipermarket	hipermercado
düalizm	dualismo
emboli	embolia
barbekü	barbacoa
barbekü	parrillada
barbekü	barbacoas
barbekü	asado
döşek	colchones
döşek	colchón
tırtıklı	dentados
katla	pliegue
katla	doblar
belini	cintura
elektroforez	electroforesis
sitoloji	citología
gevreği	copos
gliseraldehit	gliceraldehído
mahzeni	sótano
mahzeni	bodega
rinit	rinitis
düzelt	arreglar
düzelt	enderezar
düzelt	fijar
sosisli	embutidos
sosisli	chorizo
sosisli	salchichas
sosisli	salchicha
beysbol	béisbol
beysbol	beisbol
ekson	exón
kırıntıları	migas
kırıntıları	migajas
etiketle	etiqueta
etiketle	etiquetar
psikoaktif	psicoactivas
altyazılar	subtítulos
altyazılar	subtitulos
heraklitos	heráclito
işkenceci	torturador
mankenler	maquetas
mankenler	modelos
mankenler	maniquíes
uyurgezer	sonámbulo
uyurgezer	sonambulismo
kayıyor	deslizándose
kayıyor	deslizamiento
ceketler	chaquetas
glikoprotein	glicoproteína
deliyim	loco
deliyim	locura
deliyim	locos
deliyim	loca
ebeveynlik	paternidad
ebeveynlik	crianza
porfirin	porfirina
lütercilik	luteranismo
güncelleniyor	actualización
güncelleniyor	actualizando
güncelleniyor	actualizar
proteolitik	proteolítica
düşüncesiz	impulsiva
düşüncesiz	impulsivo
kalvenizm	calvinismo
şarlatan	charlatán
şarlatan	curandero
nankör	ingrato
avustralyalılar	australianos
feldispat	feldespato
hemipleji	hemiplejia
hayırseverler	benefactores
endositoz	endocitosis
kolloid	coloide
doğruluyor	confirma
silaj	forraje
cahillik	desconocimiento
cahillik	ignorancia
kantçı	kantiana
adaptörü	adaptador
ordovisyen	ordovícico
folikül	folículo
kolorektal	colorrectal
konyak	coñac
konyak	aguardiente
öldürün	mata
öldürün	matar
beyincik	cerebelo
buruşuk	arrugada
buruşuk	arrugado
otur	sentarse
kardeşlerim	hermanos
serseriler	vagos
serseriler	bribones
serseriler	sinvergüenzas
farmakolog	farmacólogo
savurgan	lujosa
cumhuriyetçilik	republicanismo
cinsiyetleri	géneros
cinsiyetleri	sexos
kronometre	cronómetro
salınımlar	oscilación
salınımlar	oscilaciones
tehditkar	amenazante
tehditkar	amenazador
tehditkar	amenazar
biyoyararlanım	biodisponibilidad
komançi	comanches
aktinyum	actinio
üniteryen	unitarios
üniteryen	unitario
üniteryen	unitaria
hisseler	saldos
hisseler	poblaciones
hisseler	acciones
hisseler	existencias
hisseler	comparte
bağlan	conectarse
bağlan	conecta
bağlan	conectar
yobaz	intolerante
alkalin	alcalina
çiğnemek	masticar
çiğnemek	mascar
altmışıncı	sexagésimo
muhacirlerden	emigrantes
yüklemeleri	instalaciones
yüklemeleri	instala
tatmak	degustación
tatmak	cata
metastatik	metastásico
kesmeler	interrumpe
kesmeler	interrupciones
polikistik	poliquístico
yanardöner	iridiscente
yoğunlaşmasını	condensar
ihracatçısı	exportador
müteşekkir	agradecida
müteşekkir	agradecidos
müteşekkir	agradecido
metafaz	metafase
arginin	arginina
asetilen	acetileno
güçlüler	fuertes
güçlüler	potente
güçlüler	poderosa
güçlüler	poderosas
güçlüler	poderosos
güçlüler	poderoso
güçlüler	fuerte
duruluyor	centra
duruluyor	enfoca
aktrisler	actrices
kabalık	grosería
kabalık	groseros
kabalık	grosera
kabalık	maleducado
kabalık	descortés
kabalık	grosero
masalcı	narrador
kortikosteroid	corticosteroides
cezasız	impune
cezasız	impunes
mikroekonomi	microeconomía
öngörüyor	predice
doğrultucu	rectificador
akrobat	acróbata
kıymık	astilla
kanka	compa
kanka	hermano
kanka	carnal
silüetler	siluetas
anabolik	anabólicos
aspartik	aspártico
meksikalılar	mexicanos
meksikalılar	mejicanos
likopen	licopeno
kss	rse
gözlükler	vidrios
gözlükler	vasos
gözlükler	lentes
gözlükler	gafas
gözlükler	copas
dışkılama	defecación
milyarderler	multimillonarios
hegelci	hegeliana
hokkabazlık	malabares
kazın	excavar
kazın	excavación
kazın	cavar
hainler	traidores
hainler	villanos
kavurucu	abrasador
dişilik	feminidad
atrofi	atrofia
jinekolog	ginecólogo
şizofren	esquizofrenia
şizofren	esquizoide
şizofren	esquizofrénico
özenti	aspirante
çokgenler	polígonos
belagat	elocuencia
kirpik	pestañas
kirpik	pestaña
dolaplar	casilleros
dolaplar	gabinetes
dolaplar	armarios
dolaplar	taquillas
sosyopolitik	sociopolítica
irklar	razas
irklar	carreras
fiyort	fiordo
kilitleri	cerraduras
fısıldayan	susurro
fısıldayan	susurrando
fısıldayan	susurros
eğimleri	degradados
eğimleri	gradientes
önyargıları	prejuicios
jeokimya	geoquímica
burkulma	esguince
candır	espiritu
candır	espíritu
aborjinler	aborígenes
aborjinler	aborigen
suretler	sustitutos
hela	letrinas
hela	letrina
hastanelik	hospitalizados
hastanelik	hospitalizado
belirteci	especificador
hüsran	decepción
hüsran	decepciones
hüsran	frustraciones
hüsran	frustración
hüsran	desilusión
yakinda	próximamente
yakinda	pronto
konteynerler	contenedores
konteynerler	recipientes
sadakatsiz	infiel
modülatör	modulador
paylaşımlar	comparte
paylaşımlar	acciones
kontrolörleri	mandos
kontrolörleri	controlador
kontrolörleri	controladores
ahlaken	moralmente
kargılı	alabarda
yarin	manana
yarin	mañana
damlayan	goteando
susturmak	silenciar
keynesyen	keynesiana
trajediler	tragedias
antiloplar	antílopes
ayakkabıcı	zapatero
menüler	menús
menüler	menú
rnaz	rnasa
teyzem	tita
teyzem	tía
kaçın	huir
kaçın	huyen
kaçın	huye
zürafalar	jirafas
tımarhane	asilos
tımarhane	asilo
tımarhane	manicomio
sülfit	sulfuro
yürüyorum	paseando
yürüyorum	pasear
yürüyorum	caminar
yürüyorum	caminando
hortumlar	mangueras
göktaşları	asteroides
çelimsiz	frágil
çelimsiz	frágiles
imzalayın	señal
imzalayın	firmar
imzalayın	signo
imzalayın	firma
imzalayın	firme
babun	babuino
hiperaktif	hiperactivo
klamidya	clamidia
fokida	fócida
pansuman	vestirse
pansuman	aderezo
kasiyer	cajera
kasiyer	caja
kasiyer	cajero
antrasit	antracita
bağışlama	indulgencias
bağışlama	perdon
kazıyıcı	raspador
östenit	austenita
dövüşün	lucha
dövüşün	pelea
dövüşün	luchar
elebaşı	cabecilla
verimsizlik	ineficiencia
verimsizlik	ineficacia
volhinya	volinia
uzaylıları	extranjeros
uzaylıları	alienígenas
uzaylıları	extraterrestres
uzaylıları	extranjería
distopya	distopía
çiviler	pinchos
çiviler	púas
çiviler	clavos
çiviler	picos
çiviler	uñas
kontrplak	contrachapado
çöz	resuelve
çöz	desatar
çöz	resuelva
çöz	solucionar
çöz	desata
çöz	resolverlo
çöz	resolver
kartografik	cartográfica
kartografik	cartografía
metronidazol	metronidazol
merkeziyet	descentralización
seröz	seroso
psikodrama	psicodrama
soylar	cepas
patronlar	patronos
patronlar	patrones
patronlar	mecenas
patronlar	jefes
evcilleştirme	domesticación
küvet	cubas
küvet	baño
küvet	baños
küvet	albornoz
küvet	bañera
küvet	bata
küvet	bañeras
gündoğumu	amanecer
sıkıştı	atrapado
sıkıştı	atascada
sıkıştı	atascado
helleborus	eléboro
sarsılmış	agitado
sarsılmış	sacudido
sarsılmış	sacudida
istırap	agonía
istırap	sufrimiento
istırap	sufrimientos
istırap	sufriendo
niyobyum	niobio
epifani	epifanía
uygulayın	aplique
uygulayın	aplicar
uygulayın	aplica
galaksilerarası	intergaláctico
ilmihal	catecismo
alınlık	frontón
troposfer	troposfera
hetmanlığı	hetmanato
endoskopi	endoscopia
ensefalopati	encefalopatía
aspartam	aspartamo
endoskopik	endoscópica
metronom	metrónomo
soymak	robando
kremler	cremas
mikrocerrahi	microcirugía
frenleri	freno
frenleri	frenos
küflü	rancio
amplifikasyon	amplificación
pelajik	pelágicas
parşömenleri	pergaminos
parşömenleri	rollos
çarpıntı	palpitaciones
zeolit	zeolita
kakule	cardamomo
afrodizyak	afrodisíaco
osmoz	ósmosis
seralar	invernaderos
pitoresk	pintorescos
pitoresk	pintoresca
pitoresk	pintoresco
besbelli	evidentemente
besbelli	obviamente
bacım	hermana
titreyen	temblor
titreyen	temblar
titreyen	temblando
sosyologlar	sociólogos
bakireler	doncellas
bakireler	vírgenes
kümülatif	acumulada
kümülatif	acumulativo
kümülatif	acumulativos
kümülatif	acumulado
temyize	apelar
temyize	llamamiento
temyize	apelaciones
temyize	atractivo
temyize	apelación
zalimler	injusto
zalimler	tiranos
zalimler	opresores
zalimler	injusta
likörü	licor
önerin	sugerir
önerin	sugiera
önerin	sugiere
önerin	sugieren
genomları	genomas
karakterizasyonu	caracterizaciones
abartma	exageración
ektoderm	ectodermo
lolipop	piruleta
kapi	puertas
kapi	puerta
subakut	subaguda
seçicilik	selectividad
bademcik	amígdalas
pratiklik	practicidad
gangsterler	mafiosos
gangsterler	gángsters
sondalar	sondas
durdurulamaz	imparable
yönlendiriliyor	reorientación
piroksen	piroxeno
itaatkar	sumisa
itaatkar	obediente
ağlıyorum	llorando
ağlıyorum	llantos
ağlıyorum	llorar
ağlıyorum	llanto
simülatörü	simulador
biyotit	biotita
külotlu	medias
waffle	gofres
kurtarıyor	salva
kurtarıyor	ahorra
komplocu	conspirador
mumyalanmış	embalsamado
mumyalanmış	momificado
küremsi	esferoide
bufalo	búfalos
bufalo	búfalo
farmakokinetik	farmacocinética
onaylıyor	aprueba
odaklılık	orientado
tamamlanmaktadır	complementada
tamamlanmaktadır	complementado
belçikalılar	belgas
çırpılmış	revueltos
çırpılmış	revuelto
kralcılar	monárquicos
amfizem	enfisema
isihazm	hesicasmo
ezildi	aplastada
ezildi	aplastado
ezildi	aplastados
bahçıvanlık	horticultura
bahçıvanlık	hortícolas
gıyaben	rebeldía
izomer	isómero
hazımsızlık	indigestión
kurtçuk	lombriz
kurtçuk	gusano
kurtçuk	larva
kurtçuk	gusanos
eklemli	articulado
eklemli	articulados
eklemli	articulada
papiller	papilar
metiltransferaz	metiltransferasa
ataerkillik	patriarcado
helenizm	helenismo
girişimölçer	interferómetro
yanaşma	acoplamiento
yanaşma	atraque
dinamizm	dinamismo
içtim	bebió
içtim	bebía
üçkağıtçı	estafador
kaybolmak	desaparición
kaybolmak	desaparecer
kaybolmak	desapareciendo
karotenoid	carotenoides
yükleniyor	carga
yükleniyor	subiendo
yükleniyor	cargando
yükleniyor	cargar
kapitalistler	capitalistas
homojenlik	homogeneidad
nötralizasyon	neutralización
silüet	silueta
dokunuş	tacto
dokunuş	toque
dokunuş	toques
dinlenmiş	descansado
kapıp	arrebatar
ütopyalar	utopías
şarjlı	recargables
papağanlar	loros
papağanlar	guacamayos
dokunsal	táctil
deterjanlar	detergentes
suare	velada
kinaye	insinuación
kinaye	insinuaciones
salisilat	salicilato
velet	mocoso
vejetaryenlik	vegetarianismo
izdiham	estampida
yırtıcılar	depredador
yırtıcılar	depredadores
yırtıcılar	predadores
çalışkanlık	diligencia
sokratik	socrático
şapkaları	gorras
şapkaları	gorros
şapkaları	sombreros
yaratılışçı	creacionista
seyreltilmiş	diluido
antifriz	anticongelante
yorulmadan	incansablemente
nümizmatik	numismática
dövüştü	luchó
dövüştü	lucharon
dövüştü	luchado
kafur	alcanfor
çoklayıcı	multiplexor
prolaktin	prolactina
konjonktivit	conjuntivitis
unuttun	olvidó
unuttun	olvido
unuttun	olvidado
unuttun	olvidaste
unuttun	olvidé
sempatizanları	simpatizantes
yazıtipi	fuente
yazıtipi	tipografía
mezoderm	mesodermo
kahinler	oráculos
transmembran	transmembrana
talamus	tálamo
yarınlar	mañanas
fırlamış	expulsado
fırlamış	expulsados
babacığım	papito
babacığım	papá
babacığım	papi
hemolenf	hemolinfa
taşikardi	taquicardia
akranları	pares
ağaçsakal	bárbol
vatanseverler	patriotas
konjugasyon	conjugación
psikosomatik	psicosomático
güzelleri	bellezas
uykulu	sueño
uykulu	dormilón
megaton	megatones
makaralar	rodillos
makaralar	poleas
beninli	benin
normalleştirme	normalización
trapez	trapecio
bütçeleri	presupuestos
sümük	mucosa
sümük	baba
sümük	moco
sümük	mocos
özyinelemeli	recursivo
koruyun	proteger
koruyun	protegerla
koruyun	protege
koruyun	proteja
öğleyin	mediodía
yerelleştirilmiş	localizada
yerelleştirilmiş	localizados
kaçakçıları	traficantes
kaçakçıları	tratantes
buldozer	excavadora
incelmesi	agotamiento
amilaz	amilasa
sıçramalar	saltos
kalıcılık	permanencia
kazığı	estaca
bıyıklar	bigotes
saplantısı	fijación
alkolikler	alcohólicos
kromat	cromato
tripsin	tripsina
soneki	sufijo
ekskavatör	excavadora
favorileri	patillas
sadukiler	saduceos
amip	ameba
oftalmoloji	oftalmología
dezenfeksiyon	desinfección
delikliler	foraminíferos
anayasalar	constituciones
banklar	bancos
goriller	gorilas
promosyonlar	ascensos
promosyonlar	promociones
immünolojik	inmunológicos
immünolojik	inmunológico
şuyski	shuiski
bağışlayıcı	indulgente
bağışlayıcı	perdonar
organometalik	organometálica
tabakalaşma	estratificación
terapiler	terapias
denatüre	desnaturalizado
kurumsallaşmış	institucionalizado
kurumsallaşmış	institucionalizada
seninki	tuyas
seninki	suya
seninki	tuyos
seninki	tuyo
seninki	suyo
seninki	tuya
tagalogca	tagalo
eşitsizlikleri	desigualdades
türbanlı	turbante
pentoz	pentosa
mutualizm	mutualismo
hidrolaz	hidrolasa
yılanbalığı	anguila
yılanbalığı	anguilas
takipte	atentos
polistiren	poliestireno
kozmolog	cosmólogo
çokdeğişirli	multivariante
monitörler	monitores
ayırın	separado
ayırın	separada
ayırın	separar
ayırın	separados
homeomorfizma	homeomorfismo
kabinleri	stands
kabinleri	cabinas
hainlik	traiciona
hainlik	traición
hainlik	traicionar
hainlik	traicionan
displazi	displasia
anekdotlar	anécdotas
korkaklık	cobardía
hegelciler	hegelianos
stoacılık	estoicismo
kasaplık	carnicería
hafifletme	atenuación
hafifletme	mitigación
yankesici	carterista
raflar	estanterías
raflar	estantes
üçüz	trillizos
izotonik	isotónica
rutenyum	rutenio
zavallılar	fracasados
zavallılar	perdedores
putlara	ídolos
iskemi	isquemia
dinliyor	escucho
dinliyor	escuchando
dinliyor	escuchar
dinliyor	escucha
dinliyor	escuchas
hileler	tramposos
hileler	trucos
stereoskopik	estereoscópicas
hoşgörüsüzlük	intolerancia
prokaryotlar	procariotas
akne	acné
piktler	pictos
birleşiyor	fusionar
birleşiyor	fusionado
