ve	и
lisansları	лицензии
itaatsizlik	неповиновение
itaatsizlik	презрение
itaatsizlik	неподчинение
dilsiz	немой
dilsiz	тупой
dilsiz	отключить
gazetecilerin	журналистов
gazetecilerin	журналисты
bıldırcın	перепел
zona	лишай
konvoy	кортеж
konvoy	колонна
konvoy	конвой
açıl	открыто
açıl	открытая
açıl	открытый
açıl	открыть
pozitivizm	позитивизм
yayalar	пешеходов
bakara	баккара
tadında	вкус
tadında	вкусы
jokey	жокей
fırsatlar	возможности
fırsatlar	сделки
fırsatlar	возможность
fırsatlar	сделок
duble	двойное
duble	двойные
duble	двойной
duble	двойная
sargı	бинт
sargı	бинты
sargı	повязку
çalkantılı	бурные
şımarık	испортил
skeç	скетч
skeç	набросок
testosteron	тестостерона
yansımalar	отражения
yansımalar	соображения
yansımalar	размышления
büyüler	заклинания
büyükbaba	деда
büyükbaba	дед
büyükbaba	дедушка
saflık	чистоты
saflık	чистота
saflık	чистоту
saflık	наивность
dunya	мир
sih	сикхов
ilahiler	гимны
sansasyonel	сенсация
plütonyum	плутония
bildirimleri	уведомления
tertemiz	чистые
tertemiz	чистой
tertemiz	чисто
tertemiz	очистить
tertemiz	чистый
tertemiz	чистая
profilleri	профили
çubuklar	бары
çubuklar	палочки
çubuklar	стержни
çubuklar	палки
talimatları	инструкции
talimatları	инструкция
dogal	естественные
dogal	естественный
dogal	естественное
dogal	натуральный
dogal	натуральные
dogal	природных
homoseksüel	гомосексуальные
homoseksüel	гомосексуалистов
zekice	умная
zekice	умно
zekice	умный
yapışık	сиамские
aksan	акцент
aksan	акценты
filim	фильм
filim	кино
filim	слон
filim	слона
salonlar	салоны
liseli	школьница
yürüyüşleri	марши
sınavlar	викторины
sınavlar	экзамены
titreme	озноб
titreme	дрожь
kucak	объятия
hatemi	хатами
kobalt	кобальта
sektörleri	секторы
sektörleri	сектора
sektörleri	секторов
islak	мокрые
islak	мокрый
islak	мокрая
kontroller	чеки
kontroller	контролирует
kontroller	контроль
petrokimya	нефтехимической
acılı	остро
acılı	острое
acılı	больно
acılı	болезненно
acılı	острая
özelliklede	особенно
makinalar	аппараты
makinalar	механизм
makinalar	машины
makinalar	механизма
uykuda	уснул
uykuda	спит
zenginler	богатые
zenginler	богатых
zenginler	богатый
zenginler	богат
zenginler	рич
zenginler	богатая
övgüye	похвальные
göçmenlik	иммиграции
göçmenlik	иммиграция
kafein	кофеина
etkileşimde	помолвлена
etkileşimde	помолвлен
yaklaşmakta	ближайшие
yaklaşmakta	предстоящий
yaklaşmakta	предстоящих
yaklaşmakta	предстоящие
guantanamo	гуантанамо
elektrokimyasal	электрохимической
sorumluluklar	обязанности
striptiz	стриптиз
striptiz	полоса
striptiz	стрип
bh	биг
kombinasyon	сочетании
kombinasyon	комбинации
kombinasyon	сочетания
kombinasyon	сочетание
kombinasyon	комбинация
dövülmüş	избит
dövülmüş	избили
dövülmüş	поддельных
dışavurumculuk	экспрессионизм
alegorik	аллегорический
uyur	спит
programlanabilir	программируемых
illüzyon	иллюзий
illüzyon	иллюзии
illüzyon	иллюзия
ödemeler	платежи
ödemeler	выплаты
akademide	академии
akademide	академия
katalizör	катализатора
kabuslar	кошмары
koptu	сорвался
çukurlar	ямы
ajansları	агенства
ajansları	учреждения
ajansları	агентства
büyükanne	бабушка
barlar	бары
barlar	пабов
vahşice	жестоко
pasaportlar	паспорта
francois	франсуа
ücretler	тариф
ücretler	заработная
ücretler	зарплата
ücretler	сборы
ücretler	ставки
karşılaştırmak	сравнивать
karşılaştırmak	сравнение
karşılaştırmak	сравнить
kokpit	кабине
botları	сапоги
botları	ботинки
keltler	кельты
fetihler	завоевания
hurda	хлам
hurda	лома
çatlaklar	переломы
çatlaklar	трещины
değişmedi	неизменной
kıymet	ценю
kıymet	оцениваем
kıskaç	зажим
deger	величина
deger	стоимость
deger	ценность
deger	значение
kardiyoloji	кардиологии
karabatak	баклан
istisnasız	неизменно
hediyeleri	подарки
kahramanca	героически
kahramanca	героический
acıklı	соб
renklendirme	подчеркивая
menşevik	меньшевик
dedikodular	сплетни
dedikodular	слухи
klas	класс
rahatlık	облегчение
rahatlık	релаксации
rahatlık	комфорт
rahatlık	утешение
endokrin	эндокринной
ayılar	медведей
ayılar	медведи
ilmek	петля
kapasitör	конденсатор
kaktüs	кактусы
kaktüs	кактус
melankolik	меланхолия
rampa	рампы
çeteler	толпы
çeteler	банд
çeteler	банды
kilometrelerce	миль
kilometrelerce	майлс
kilometrelerce	майлз
kilometrelerce	мили
malikanesi	поместье
elektrodinamik	электродинамики
kazançlı	выгодно
kazançlı	выгодные
tatsız	неприятный
tatsız	неприятные
tatsız	неприятное
tatsız	неприятно
çağırmak	вызова
memnuniyet	удовлетворение
memnuniyet	удовольствие
memnuniyet	наслаждение
memnuniyet	удовольствия
memnuniyet	удовлетворением
manşet	подпись
manşet	заголовки
manşet	заголовок
hipotezler	гипотезы
çık	выезд
çık	выход
bibliyografya	библиография
siyahlar	чёрные
siyahlar	черные
siyahlar	чернокожих
ocaklar	карьерах
tomografi	осевой
tomografi	томография
anketi	анкета
anketi	обследования
anketi	опрос
anketi	обследование
cesetler	тел
cesetler	тела
cesetler	трупы
cesetler	трупов
mucizeler	чудес
mucizeler	чудеса
buzağı	тельца
solgun	бледный
kutular	коробки
kutular	ящики
narkotik	наркотики
narkotik	наркотик
narkotik	наркотиками
secde	ниц
secde	поклонение
damarı	вена
damarı	вену
şort	шорты
güzeller	красотки
güzeller	красавицы
dolgun	фуллер
kaleciler	вратари
kaleciler	вратарей
aldırma	проигнорировать
aldırma	игнорировать
seylan	цейлон
kokteyl	коктейль
kokteyl	коктейли
soytarı	клоун
soytarı	шут
ağla	плачь
ağla	плач
ağla	плакать
nemi	влажность
nemi	влаги
fail	исполнитель
yedekleme	подкрепление
yedekleme	резервный
donuk	замороженные
donuk	заморожены
arşivleme	архивирования
kıpti	коптский
kaçınma	расторжение
