در	ドア
یونیورسیاد	ユニバーシアード
ایزومو	出雲
کوتینیو	コウチーニョ
قایقهای	ボート
بانداژ	包帯
دامیانو	ダミアーノ
بوشیدو	武士道
هولا	フラ
لوستر	光沢
لوستر	シャンデリア
بدلکاری	スタント
جماع	同棲
یویوگی	代々木
شکلتون	シャクルトン
راگا	ラーガ
آتیرائو	アティラウ
هیتومی	ひとみ
میکروفیلم	マイクロフィルム
ماکاسار	マカッサル
شیملا	シムラー
همصدا	ユニゾン
اجازۀ	認可
استریتس	海峡
جوجوتسو	幻滅
ردۀ	クラス
ردۀ	階級
لائه	ラエ
اوینیون	アヴィニョン
ونتورت	ウェントワース
مهمانسرا	宿屋
مهمانسرا	ゲストハウス
مهمانسرا	旅館
کچله	ハゲ
برچسبهای	タグ
برچسبهای	ラベル
نامۀ	郵便
نامۀ	メール
ویللا	ヴィレラ
رازداری	機密
هیبیا	日比谷
پیکسی	ピクシー
هیتوشی	ひとし
هایبرنیت	冬眠
کیرش	キルシュ
سادو	佐渡
بازنشانی	リセット
مابل	メーベル
مابل	メイベル
وازلین	ワセリン
هینکلی	ヒンクリー
اوریپید	エウリピデス
کوندو	近藤
کوندو	金堂
دهیدراسیون	脱水
فرمونت	フレモント
فرمونت	フリーモント
کارتها	カード
نیمن	ニーマン
تیخوانا	ティファナ
اکالیپتوس	ユーカリ
گلدون	花瓶
بنتو	弁当
ویدار	ベイダー
زیرسیستم	サブシステム
بلیزر	ブレイザー
بلیزر	ブレザー
دسپرادو	デスペラード
خاکه	ダート
توسا	土佐
ناگاتا	永田
تادئوش	タデウシュ
انید	イーニッド
خمیازه	あくび
برسام	胸膜炎
آکاپولکو	アカプルコ
آنفولانزا	インフルエンザ
کیرکه	キルケー
آزوما	吾妻
کلوزئوس	コロッサス
آلانا	アラナ
بزار	レット
کاناپه	ソファ
کاناپه	ソファー
پرهیزگاری	敬虔
پالاسیو	パラシオ
هولمیم	ホルミウム
جاسینتو	ジャシント
آنتوسیانین	アントシアニン
گریل	グリル
گیفورد	ギフォード
اسکوروی	壊血病
هوکوسائی	北斎
صحار	ソハール
دستورالعملهای	指針
دستورالعملهای	ガイドライン
الساندرا	アレッサンドラ
قرنه	センチュリー
قرنه	世紀
پتوی	毛布
پتوی	ブランケット
کوتونو	コトヌー
نوبویوکی	信之
نوبویوکی	信行
ناپاکی	汚染
دارلین	ダーリーン
اوریگامی	折り紙
رگها	静脈
تیامات	ティアマト
گودونوف	ゴドゥノフ
راچل	レイチェル
مانتیسلو	モンティチェロ
سالیسیلات	サリチル酸
آلپرازولام	アルプラゾラム
لیدوکائین	リドカイン
نانشنامه	アンサイクロペディア
ابسنث	アブサン
شکمبه	胃袋
هوئسکا	ウエスカ
جوکی	ジョッキー
جوکی	騎手
آبمیوه	ジュース
کنستانتس	コンスタンツ
دایسوکه	大介
دایسوکه	大輔
سارکوئیدوز	サルコイドーシス
سلبا	セルヴァ
پالتو	コート
پالتو	外套
پالتو	コーツ
پالتو	オーバー
مرکاتور	メルカトル
یینچوان	銀川市
بویزی	ボイシ
آنوبیس	アヌビス
ماتانزاس	マタンサス
آپاستروف	アポストロフィー
مادرها	母親
بیگز	ビッグス
جاک	ジョック
اسمیل	スメイル
اهداکننده	ドナー
رُزی	ロージー
بادکند	バトケン
ساول	サウル
ساول	ソール
صحاف	胴元
پیژامه	パジャマ
عجول	発疹
انتحار	自殺
کمنیتز	ケムニッツ
انتر	コング
لاتیوم	ラティウム
نمونۀ	インスタンス
اوباتا	小幡
بینالمللی	インターナショナル
بینالمللی	国際
هتلهای	ホテル
بندتو	ベネデット
بیپ	ビープ
جِین	ジェーン
گویو	御用
بزانسون	ブザンソン
آبراهامز	エイブラハムズ
ایروبیک	エアロビクス
بخون	歌う
ایکدا	池田
یانس	ヤンス
گتز	ゲッツ
فرانتی	フロンテ
بپرس	尋ねる
بنگله	バンガロー
گیلیس	ギリス
ادنسه	オーデンセ
راندا	ロンダ
باراباس	バラバ
البروج	黄道
پارش	リップ
پارش	リッピング
پلاکارد	プラカード
واکو	和光
آرایشگری	スタイリスト
خمیردندان	歯磨き
خمیردندان	歯磨き粉
بوکسر	ボクサー
تاماگاوا	玉川
گلوکوزید	グルコシド
آراندا	アランダ
سرگشتگی	難問
شکارش	捕食
راندو	ロンド
شوتن	聖天
سایبرنتیک	サイバネティックス
آماکوسا	天草
کالودن	カローデン
ماچ	キス
ماچ	接吻
بدشکلی	奇形
لوکاش	ルカシュ
تاکاکورا	高倉
پرسونا	ペルソナ
ایموجن	イモージェン
هیروکو	寛子
کریستوس	クリストス
نیمیخن	ナイメーヘン
لاسال	ラサール
ضدگلوله	防弾
فزون	超過
تسا	テッサ
مدیولانوم	メディオラヌム
آبکوه	海山
اعجوبه	神童
آپوپتوز	アポトーシス
لوگانو	ルガーノ
تاتل	タットル
تاتل	タトル
اُپرا	オペラ
زیرپوش	ノースリーブ
هومل	フンメル
موزلی	モズレー
ترقه	爆竹
ترقه	クラッカー
ستا	セタ
ستا	瀬田
نامبو	南部
اسکاربورو	スカボロー
اسکاربورو	スカーバロー
لوتس	ルッツ
سهو	失態
پروکفیف	プロコフィエフ
کاربو	トナカイ
عصرانه	夜食
عصرانه	夕食
وینکل	ウィンクル
تانکها	戦車
تکیلا	テキーラ
اسلیت	スレート
الکو	エルコ
هیند	ハインド
کرجالی	クルジャリ
نیموی	ニモイ
خرها	ロバ
چاز	チャズ
لوکست	バッタ
سورنتو	ソレント
هاکوداته	函館
میساوا	三沢
آداچی	安達
آداچی	足立
آزای	浅井
بداخلاق	不機嫌
بخرم	買う
بخرم	購入
کاوهسیونگ	高雄市
بترست	バサースト
آیاکوچو	アヤクーチョ
مومو	モモ
ملط	ミレトス
آناپورنا	アンナプルナ
ویتبای	ウィットビー
منافق	偽善
زرنگی	スマート
زرنگی	賢い
یتیمی	孤児
اطاق	ルーム
اطاق	部屋
واسلوئی	ヴァスルイ
بولون	ブローニュ
آرمانشهر	ユートピア
شرایتون	シェラトン
هیستیدین	ヒスチジン
النی	エレニ
پادری	マット
آکیهابارا	秋葉原
مدیکر	メディケア
زوشی	逗子
هاکل	ハックル
داغدار	烙印
اولگین	オルギン
وولسی	ウールジー
پراسپکت	見通し
جیری	イジー
برتولد	ベルトルト
پیرش	エイジング
پیرش	老化
شوکر	ショッカー
شوکر	スタンガン
دارنل	ダーネル
قیروانی	キュレネ
آلکیبیادس	アルキビアデス
ویوی	ビビ
اودیپ	オイディプス
الماسهای	ダイヤモンド
رایا	ラヤ
پوتنزا	ポテンツァ
کوزنتسوف	クズネツォフ
روخاس	ロハス
مارات	マラート
پالئوزوئیک	古生代
فالکو	ファルコ
کامیا	神谷
سروز	漿液
سولفونات	メート
ورونیک	ヴェロニク
متقلب	詐欺
خرند	身代金
متواضع	謙虚
کادوکاوا	角川
تاکاگی	高木
کتونی	スニーカー
بیقرار	そわそわ
بیف	ビーフ
بیف	牛肉
هوشینو	星野
گانیمد	ガニメデ
ماسوره	ボビン
ظالمان	不当
اوتومو	大友
ماسائو	正雄
ماسائو	正夫
تامبا	丹波
تاسو	タッソ
پرچمهای	フラグ
پرچمهای	国旗
کیوتی	幸一
تسل	テセル
اسموت	スムート
یوخن	ヨッヘン
گهی	シテ
مارانو	マラーノ
چینگدائو	青島
داوسن	ドーソン
کرمها	ミミズ
ایشیباشی	石橋
آرندت	アーント
تئون	シオン
تروبرد	サラブレッド
پیورا	ピウラ
بورژ	ブールジュ
خاج	クラブ
زیگن	ジーゲン
افینگهام	エフィンガム
اسکاچ	スコッチ
ویتامینهای	ビタミン
آلرژن	アレルゲン
فوجیموتو	藤本
بلومر	ブルーマー
پربازده	コーディング
مارنگو	マレンゴ
کاواباتا	川端
بوریسف	ボリソフ
قلدر	いじめ
انیسون	アニス
کنور	クノール
گیبونز	ギボンズ
آنتونن	アントニン
کامپانلا	カンパネッラ
لیونا	レオナ
آتشبازی	花火
استارتر	スターター
مامبو	マンボ
رگولوس	レギュラス
انقضا	失効
پائولیستا	パウリスタ
تیکی	ティキ
بلوبری	ブルーベリー
استابز	スタッブス
شیلنگ	ホース
اوسولا	オッソラ
کاندر	コンドル
آسانسورها	エレベーター
بارک	バーク
بارک	樹皮
هلهله	応援
بندیگو	ベンディゴ
جنده	ビッチ
ریوکان	旅館
گلیسرآلدهید	グリセルアルデヒド
نئوپتولموس	ネオプトレモス
استنت	ステント
سورابایا	スラバヤ
ائوستا	アオスタ
سکوریتیز	証券
لیاز	リアーゼ
کانتاکس	コンタックス
فیگوئرا	フィゲロア
فوجیموری	フジモリ
فوجیموری	藤森
فندی	フェンディ
آلونک	小屋
برانکوز	ブロンコス
استف	ステフ
افرو	アフロ
آکونکاگوا	アコンカグア
برادرهای	ブラザーズ
برادرهای	兄弟
خاسته	要求
پیامبرانی	使徒
دوستیابی	交際
دوستیابی	出会い
دوستیابی	デート
فهرستها	カタログ
پانگ	ホウ
آسپن	アスペン
انل	エネル
دلمر	デルマー
مارجری	マージェリー
اینزاگی	インザーギ
فوجیتا	藤田
یوکاوا	湯川
الئونورا	エレオノーラ
ویترویوس	ウィトルウィウス
سوتین	ブラ
سوتین	ブラジャー
ماتسویاما	松山
الزورت	エルズワース
یادداشتها	メモ
یادداشتها	ノート
یادداشتها	注記
یادداشتها	備考
البینو	アルビオン
سوترا	経典
پرهیزکاری	敬虔
شینانو	信濃
شبا	ナイツ
پارواتی	パールヴァティー
بوزائو	ブザウ
متکبر	傲慢
ساندا	三田
ساندا	サンダ
کوردلیا	コーディリア
کوردلیا	コーデリア
اسلایگو	スライゴ
سایوری	さゆり
آتیش	火災
آتیش	火事
آتیش	ファイア
نوردوم	ノロドム
پروگرام	プログラム
کاسومی	かすみ
ورسلی	ヴェルチェッリ
کومیکو	久美子
دابلین	ダブリン
نولده	ノルデ
آدالبرت	アダルベルト
کوئی	クイ
تلنگر	あいさつ
تلنگر	トリガー
تلنگر	引き金
بلکول	ブラックウェル
لاته	ラテ
لاته	ラッテ
اردیا	エレディア
کتلت	カツレツ
کاستامانو	カスタモヌ
پروتئوم	プロテオーム
کورودا	黒田
کالفیلد	コーフィールド
لچ	リーチ
دریدن	スリット
میشکولتس	ミシュコルツ
کویزومی	小泉
سلینا	セリナ
مهمند	重要
تامبلر	タンブラー
تیانا	ティアナ
پارتیدو	パルティード
عنابه	アンナバ
میکلی	ミッケリ
انیماکس	アニマックス
درخشیدن	発光
درخشیدن	磨き
پلوس	パウルス
لرزیدن	震え
دراگو	ドラゴ
ناتوری	名取
خواستنی	望ましい
فاک	ファック
لیلونگوه	リロングウェ
دلخوشی	贅沢
لوچیو	ルーチョ
بسلان	ベスラン
سیبلی	シブリー
لایزا	リザ
کیجی	京滋
یوشینوری	義教
میخواستند	求む
پیکارد	ピカール
دویی	ドーニー
آلپاکا	アルパカ
سالتزمن	サルツマン
استوارند	積み重ね
ترنم	ターナー
زوجهای	カップル
سونه	曽根
آیشا	アイーシャ
سگک	バックル
ایرل	アール
هیدروکسیلاز	ヒドロキシラーゼ
پاستل	パステル
تحریمهای	制裁
لاتا	ラタ
کارلوتا	カルロッタ
مادهای	物質
هیدرولاز	ヒドロラーゼ
لیپاز	リパーゼ
ناروال	イッカク
اوزاوا	小沢
مرنگ	メレンゲ
هایدرا	ヒドラ
کیکوچی	菊池
کیکوچی	菊地
زندگى	ライフ
زندگى	生命
زندگى	生活
زندگى	人生
کیسوکه	圭介
نینگبو	寧波市
کرپ	クレープ
بِن	ベン
نانس	ナンス
تستر	テスター
ماریجوانا	マリファナ
واکشی	フェッチ
واکشی	取得
ایمانش	フェイス
ایمانش	信仰
ایمانش	信念
تحوت	トート
چیپینگ	チッピング
سوزدال	スーズダリ
پاپایا	パパイヤ
لودگی	茶番
یولاندا	ヨランダ
شینیچی	伸一
شینیچی	新一
سانو	佐野
مونونوکه	物の怪
فوجیتسو	富士通
اسکوایر	従者
کلونازپام	クロナゼパム
باکوماتسو	幕末
بیوتین	ビオチン
لاکتوباسیلوس	乳酸菌
اوکازاکی	岡崎
هایابوسا	はやぶさ
درکسل	ドレクセル
ائوزین	エオシン
کیدو	木戸
سَم	サム
ویفر	ウエハース
واقعآ	本当に
ریشش	ひげ
دوآلا	ドゥアラ
بیانکو	ビアンコ
تکانشی	スラスター
مخلفات	シフォン
یاسوهیرو	康弘
یاسوناری	康成
سوناتا	ソナタ
تاکاکو	貴子
تاکئو	武雄
آستاتین	アスタチン
ننا	ネーナ
زیما	ジーマ
لایمستون	石灰岩
شیمورا	志村
شنیانگ	瀋陽市
بونانزا	ボナンザ
