日本	japonya
オッパイ	meme
オッパイ	memeler
ちっちゃい	küçücük
ちっちゃい	minicik
ちっちゃい	minik
クラッキング	çatlak
カルス	nasır
ヘッズ	kafalar
ヘッズ	tura
カッコイイ	ürpertici
インジウム	indiyum
信ずる	iman
信ずる	inan
信ずる	mümin
信ずる	inanmak
信ずる	inanın
贈収賄	rüşvet
身振り	jest
マクトゥーム	maktum
コンピューティング	hesaplama
レッカー	çekme
アボカド	avokado
ウェルネス	sağlık
マレット	çekiç
アセチルコリン	asetilkolin
ジフテリア	difteri
無尽蔵	tükenmez
スループット	azaltır
ささやく	fısıltı
腕章	kolluk
マイクロコンピュータ	mikrobilgisayar
歩数	adımları
歩数	adımlar
歩数	basamak
ブラット	velet
ワッフル	gözleme
ワッフル	waffle
エンティティ	varlıklar
エンティティ	taraf
エンティティ	varlık
エンティティ	taraflar
樟脳	kafur
ガラガラ	çıngırak
膿瘍	apse
コードレス	kablosuz
ポリプロピレン	polipropilen
水疱	kabarcıklar
アノニマス	anonim
アノニマス	isimsiz
ポリープ	polip
クリーンアップ	temizle
クリーンアップ	temizlik
クリーンアップ	temizleme
イニシアチブ	girişim
イニシアチブ	girişimi
ポロニウム	polonyum
角質	azgın
角質	abaza
プロシージャ	prosedürleri
プロシージャ	prosedür
編み物	ör
編み物	örme
編み物	örgü
オキシダーゼ	oksidaz
プライマル	ilkel
内密	gizli
内密	gizlidir
コンデンサー	kondansatör
大鎌	tırpan
グルカン	glukan
破傷風	tetanos
仕立て屋	terzi
ラスティ	paslı
ぜんそく	astım
ハゲワシ	akbaba
ハゲワシ	akbabalar
ウィック	fitil
硝石	güherçile
たいまつ	meşale
ダイアル	çevir
ハディース	hadis
オーバーレイ	bindirme
アナグマ	porsuk
ヒエラルキー	hiyerarşi
地動説	günmerkezlilik
オムレツ	omlet
ベンガジ	bingazi
口ひげ	bıyıklı
口ひげ	bıyık
タックス	smokin
レインコート	yağmurluk
下顎骨	çene
引受け	üyelik
引受け	abone
引受け	abonelik
アラート	uyarılar
アラート	uyarı
アラート	uyarıları
アラート	alarm
ブリーフィング	brifing
宝石商	kuyumcu
静けさ	sessiz
静けさ	sessizlik
算盤	abaküs
山嵐	kirpi
硫化物	sülfür
硫化物	sülfit
薦める	tavsiye
未登録	kayıtsız
歯医者	dişçi
オタマジャクシ	iribaş
オッド	garip
オッド	tuhaf
日差し	güneş
日差し	günışığı
アクセシビリティ	erişilebilirlik
ショール	şal
不潔	pis
ハグ	sarıl
ハグ	sarılma
ハグ	kucak
ハグ	sarılmak
アスパラ	kuşkonmaz
尊属	yükselen
コームズ	tarak
きゅうり	hıyar
きゅうり	salatalık
クリープ	sürüngen
マーマレード	marmelat
マーマレード	reçel
敷物	halı
フェニルアラニン	fenilalanin
ミリリットル	mililitre
爪先	parmaklar
無鉛	kurşunsuz
ホスファターゼ	fosfataz
セリウム	seryum
トランスポンダ	verici
シャベル	kürek
シャベル	küreği
ベドウィン	bedevi
ウェヌス	venüs
スナッチャー	kapar
ファジー	tüylü
ファジー	bulanık
惨め	sefil
惨め	perişan
コニャック	konyak
弁償	tazminat
マシュハド	meşhed
ビューア	izleyici
ビューア	gösterici
ビューア	görüntüleyici
糖蜜	pekmez
割礼	sünnet
おかゆ	lapa
ブロッキング	engelleme
船小屋	kayıkhane
フィーダー	besleyici
インストーラ	yükleyici
ウィッグ	peruk
ハシゴ	merdiven
ハシゴ	merdivenler
ハシゴ	merdivenleri
カスタマー	müşteri
カスタマー	müşteriler
ヴェイル	vadi
ナツメグ	hindistancevizi
無性生殖	aseksüel
プリミティブ	ilkel
怠け者	tembel
怠け者	tembellik
ニュースレター	bülten
キャプチャ	yakala
キャプチャ	yakalar
キャプチャ	yakalama
シリコーン	silikon
クランベリー	kızılcık
居心地	sıcacık
居心地	rahat
居心地	konforlu
居心地	samimi
あいた	ah
姦淫	zina
まつげ	kirpik
まつげ	kirpikleri
まつげ	kırbaç
ディル	dereotu
ニオブ	niyobyum
疲れる	yorucu
男らしい	erkeksi
男らしい	erkekçe
男らしい	yiğit
ミリグラム	miligram
焼却炉	yakma
ロイヤリティ	telif
ポリカーボネート	polikarbonat
アニミズム	animizm
明度	parlaklık
明度	hafiflik
ビジー	meşgul
ビジー	yoğun
ピタ	pide
一服	dozu
一服	dozda
一服	doz
レインジャー	korucu
アルパカ	alpaka
キロバイト	kilobayt
易しい	kolay
易しい	yavaş
サテン	saten
ホームシック	hasreti
ボーキサイト	boksit
ミンチ	kıyma
ミンチ	kıymalı
ベルモット	vermut
燭台	şamdan
薄暗い	loş
ハイカー	yürüyüşçü
ハイカー	yürüyüşçüler
ティレニア	tiren
ヒスチジン	histidin
ナマケモノ	tembellik
ジェネレータ	jeneratör
ラマダーン	ramazan
剪定	budama
羊皮紙	parşömen
マスキング	maskeleme
トニック	tonik
ルテニア	rutenya
売主	satıcı
売主	satar
かゆみ	kaşıntı
エミッタ	yayıcı
シャーマニズム	şamanizm
ドキュメンテーション	belgeler
ドキュメンテーション	belge
ノスタルジック	nostalji
ノスタルジック	nostaljik
話し手	konuşmacı
話し手	hoparlör
ノートブック	dizüstü
ノートブック	defteri
ノートブック	defter
必需品	ihtiyaçlar
必需品	gerekli
魚釣り	balıkçılık
魚釣り	balık
袖口	kelepçe
フリーメーソン	mason
アイシング	krema
腺腫	adenom
事務職	katip
事務職	memur
焚き火	şenlik
謝辞	kredi
謝辞	krediler
謝辞	kredileri
カラシニコフ	kalaşnikof
ガーニー	sedye
酔っぱらい	sarhoş
酔っぱらい	sarhoşluk
酔っぱらい	alkollü
酔っぱらい	ayyaş
ブロンディ	sarışın
トロイカ	troyka
理容師	berber
ほこり	toz
スーフィズム	sufizm
シェイド	gölge
流砂	bataklık
スモモ	erik
ステイプルズ	zımba
インジケータ	göstergesi
インジケータ	gösterge
カモミール	papatya
クローク	görünmezlik
カートン	karton
尊い	kıymetli
尊い	değerli
尊い	soylu
尊い	asil
尊い	degerli
シラミ	bit
シラミ	biti
ミオシン	miyozin
カレドニア	kaledonya
セーフティ	emniyeti
セーフティ	güvenlik
セーフティ	emniyet
セーフティ	güvenliği
インセプション	başlangıç
コルセット	korse
お辞儀	yay
アプリコット	kayısı
チル	sakin
スタティック	parazit
スタティック	statik
剥落	sızıntı
骨粗鬆症	osteoporoz
トップレス	üstsüz
原簿	kayıt
シャリフ	şerif
だらだら	tembel
だらだら	tembellik
ニヒリズム	nihilizm
アーメン	amin
アーメン	âmin
ベイト	yem
ラウンドアバウト	dolambaçlı
点描	noktacılık
シンクロトロン	sinkrotron
スマーフ	şirinler
マグカップ	kupa
マグカップ	kupalar
ジャグラー	hokkabaz
ディジット	haneli
ディジット	hane
ディジット	rakam
エネルギッシュ	enerjik
レイジング	yetiştirmek
レイジング	büyütmek
件名	denek
件名	konu
件名	konusu
件名	şahıs
脈拍	nabzı
脈拍	nabız
クラクション	boynuz
クラクション	korna
スペリング	yazım
スペリング	heceleme
切り取る	ekin
切り取る	kırpma
ブギーマン	öcü
パーセンテージ	yüzdeleri
パーセンテージ	yüzde
パーセンテージ	yüzdesi
ビオチン	biyotin
咽喉	gırtlak
咽喉	boğaz
肺気腫	amfizem
カリル	halil
プラナー	düzlemsel
ダイナー	lokanta
ポリプ	polip
サジタリウス	yay
コマス	koma
湿疹	egzama
胃炎	gastrit
アイアンズ	ütü
コンテクスト	bağlama
コンテクスト	bağlam
コンテクスト	içerik
味見	tat
味見	tadı
味見	lezzet
コンプライアンス	uyum
コンプライアンス	uyumu
歯磨き	macunu
怖がる	korkmuş
怖がる	korkmak
怖がる	korktum
イスマエル	ismail
スキッパー	kaptan
モナーク	hükümdar
ユーザビリティ	kullanılabilirlik
カルヤラ	karelya
ロゼ	gülüm
ロゼ	gül
ロゼ	gülü
チェンジャー	değiştirici
指定された	belirtilmiş
指定された	belirtildi
指定された	belirtilen
裂傷	kesik
パピー	yavru
ジッパー	fermuar
昇順	yükselme
昇順	artan
モハメッド	muhammed
頬骨	elmacık
サテュロス	satir
ダチ	zenci
縁石	kaldırım
メガバイト	megabayt
テロメア	telomer
ブードゥー	vudu
ホステル	pansiyon
ビンテージ	klasik
間欠泉	gayzer
グリセルアルデヒド	gliseraldehit
ジャップ	japonlar
乳化	emülsiyon
功利主義	yararcılık
結膜炎	konjonktivit
差押え	eki
差押え	eklenti
差押え	nöbet
ポリスチレン	polistiren
サアカシュヴィリ	saakaşvili
サクサク	gevrek
サクサク	çıtır
平行四辺形	paralelkenar
モック	alay
グラップリング	boğuşurken
黄鉄鉱	pirit
バラライカ	balalayka
鼻水	sümük
自動詞	geçişsiz
スナップショット	enstantane
スチレン	stiren
タウンズ	kasabalar
タウンズ	şehirler
キニーネ	kinin
脳みそ	beyin
微視的	makroskopik
未定義	tanımsız
マヨ	mayonez
タイポグラフィ	tipografi
壊血病	iskorbüt
ナースィル	nasır
たまねぎ	soğan
たまねぎ	soğanlı
試飲	tatmak
試飲	tatma
ヘルツェゴヴィナ	hersek
フットルース	başıboş
リップル	dalga
リップル	dalgalanma
マングース	firavunfaresi
メープル	akçaağaç
エコツーリズム	ekoturizm
ためらう	tereddüt
カソード	katot
コミットメント	taahhüt
コミットメント	kararlılık
コミットメント	bağlılık
底なし	dipsiz
ロイシン	lösin
インクリメント	arttırma
アプロディーテー	afrodit
アララト	ağrı
モノリシック	monolitik
とろみ	kalınlaşma
ウィスラー	islık
タンジェント	tanjant
トルティーヤ	tortilla
クセノポン	ksenofon
ハフニウム	hafniyum
害悪	kötülükler
排便	dışkılama
ヤズド	yezd
肉食動物	etobur
エロティシズム	erotizm
おでこ	alnına
おでこ	alın
スプレッド	yayılıyor
スプレッド	yayılır
スプレッド	yay
スプレッド	yayıldı
ハンドバッグ	çantalar
横隔膜	diyafram
陣痛	kasılmalar
アライ	müttefik
不健康	sağlıksız
サラミ	salam
サハロフ	saharov
インプレッション	gösterim
インプレッション	gösterimleri
インプレッション	izlenim
アンサール	ensar
コミュ	komünyon
クローブ	karanfil
増分	arttırma
痛む	acıyor
リマソール	limasol
イライアス	ilyas
フェッチ	getir
紫斑	çürük
紫斑	çürükler
紫斑	morarma
耳鳴り	çalıyor
サーペント	yılan
リッピング	aktarma
ベーグル	simit
リフレクション	yansıma
リフレクション	yansıması
ガズヴィーン	kazvin
せっかち	sabırsız
墓穴	mezar
カルーセル	dönen
カルーセル	döngü
ニトログリセリン	nitrogliserin
無痛	acısız
パッチワーク	yamalı
風疹	kızamıkçık
無煙炭	antrasit
分泌物	tahliye
分泌物	taburcu
分泌物	boşaltma
分泌物	terhis
ドーナッツ	çörekler
ドーナッツ	donut
ドーナッツ	çörek
ランタノイド	lantanit
センテンス	hüküm
センテンス	cümle
センテンス	ceza
よそ者	yabancı
アームス	silahlar
アームス	kollar
アームス	kolları
バキューム	vakum
謙遜	tevazu
グロー	parıltı
フルーティー	meyveli
多元的	çoğulcu
ムラムラ	azgın
ムラムラ	abaza
フィルス	pislik
フリスビー	frizbi
ポリフォニック	polifonik
フレーミング	komplo
フレーミング	alevli
フレーミング	çerçeve
スパゲティ	makarna
スパゲティ	spagetti
消防隊員	itfaiyeci
ハラール	helal
ココナツ	hindistancevizi
道順	talimatlar
道順	tarif
括約筋	sfinkter
スウェード	isveçli
シュア	elbette
シュア	tabi
あつい	sevmek
あつい	seven
ドープ	uyuşturucu
ホットケーキ	gözleme
ホットケーキ	krep
アウトプット	çıktılar
アウトプット	çıkış
アウトプット	çıktı
大皿	tabağı
スケジューラ	zamanlayıcı
サスペンダー	askılı
カラメル	karamel
前菜	meze
前菜	aperatif
石けん	sabunu
石けん	sabun
こぼす	sızıntı
アミラーゼ	amilaz
ナニー	dadı
テレックス	teleks
さわる	dokundu
ベーグム	begüm
乾癬	sedef
ディナ	dina
遠吠え	uluyan
メドウズ	çayır
しこり	yumru
ヒーラー	şifacı
ヒーラー	iyileştirici
賭け事	kumar
アメジスト	ametist
裏地	astar
アーメド	ahmet
ブリング	getir
ブリング	getirin
トガリネズミ	faresi
ティーポット	çaydanlık
オスミウム	osmiyum
ピスタチオ	fıstık
ピスタチオ	fıstıklı
瑪瑙	akik
オリエンタリズム	oryantalizm
ずるい	sinsi
ずるい	sinsice
ずるい	kurnazlık
ずるい	kurnaz
エッフェル	eyfel
柄杓	kepçe
ピグミー	pigme
ヒック	taşralı
ヒック	köylü
興味津々	meraklı
興味津々	meraktan
興味津々	merak
興味津々	merakla
草刈り	biçme
ワニス	vernik
トランシルヴァニア	transilvanya
健忘	amnezi
ディルハム	dirhemi
ハンモック	hamak
だけれども	gerçi
グリッター	sim
アノマリー	anormallik
アノマリー	anomali
冷凍庫	soğutucu
冷凍庫	dondurucu
クロマトグラフィー	kromatografi
陪審制	jüri
タコス	tako
タコス	taco
さもなければ	yoksa
気がかり	endişeli
気がかり	tedirgin
気がかり	kaygılı
ヘリカル	sarmal
方解石	kalsit
ブーシェフル	buşehr
溜まり場	takılma
異性愛者	heteroseksüel
マリアム	meryem
コリアンダー	kişniş
毛穴	gözenek
毛穴	gözenekleri
眠い	uykulu
眠い	uykusu
ヒヤシンス	sümbül
サルマタイ	sarmatlar
タツノオトシゴ	denizatı
無計画	plansız
ウィッシュボーン	lades
高利	faizi
オシロスコープ	osiloskop
トランスジェンダー	transseksüel
イレイザー	silgi
カリカチュア	karikatür
ハニア	hanya
フォルト	fay
尊者	saygıdeğer
尊者	muhterem
灌漑	sulama
ソドミー	oğlancılık
働き者	çalışkan
ヒドロラーゼ	hidrolaz
ロジウム	rodyum
ドゥームズデイ	kıyamet
バンコ	banko
ポスタル	posta
焼印	marka
ユビキチン	ubikuitin
定足数	çoğunluk
借主	borçlu
アルダビール	erdebil
ポグロム	pogromu
プロゲステロン	progesteron
干し草	saman
干し草	samanlıkta
定性的	nitel
スプール	makara
リフティング	kaldırmak
リフティング	kaldırma
スケーラビリティ	ölçeklenebilirlik
幽門	pilorik
チュール	tül
スリック	kaygan
スリック	kurnaz
スポーツマンシップ	sportmenlik
シェーディング	gölgelendirme
シェーディング	gölgeli
気まずい	garip
ストップウォッチ	kronometre
コサイン	kosinüs
あらいぐま	rakun
ウォッシュ	yıkama
レルム	diyarlar
ノースリーブ	kolsuz
バダフシャーン	badahşan
ギャビー	gaby
ギガバイト	gigabayt
エンバク	yulaf
サグ	eşkıya
サグ	cani
サグ	haydut
クローニング	klonlama
マフィン	kek
マフィン	kekler
願いごと	dilek
願いごと	dilekler
レギュレータ	regülatör
ベニバナ	aspir
磁鉄鉱	manyetit
ディグ	kaz
ディグ	kazı
ディグ	kazın
ディグ	kazma
パーティクル	parçacıkların
パーティクル	parçacıklar
パーティクル	parçacıkları
アーヤトッラー	ayetullah
エルゴ	dolayısıyla
ヘルペス	uçuk
インジェクター	enjektör
ソテー	sote
下剤	müshil
フワフワ	kabarık
カゼイン	kazein
ダーウィニズム	darwinizm
グラビテーション	yerçekimi
破壊された	imha
ジッター	bakıcı
フィランソロピー	hayırseverlik
バトゥミ	batum
オージー	sefası
オージー	alem
プロンプト	dakik
ポルノグラフィ	pornografi
ハーモニクス	harmonikler
接ぎ木	nakil
コンフリクト	çekişme
コンフリクト	çelişki
コンフリクト	çatışmalar
コンフリクト	çatışma
コンフリクト	anlaşmazlık
コンフリクト	ihtilaf
ストレプトマイシン	streptomisin
