категория	類別
смягчение	緩解
паб	酒館
паб	酒吧
тизер	預告片
тизер	預告
тату	紋身
тату	刺青
убедила	深信
веселые	樂趣
веселые	好玩
веселые	開朗
пароли	密碼
потоп	水災
потоп	洪水
перераспределения	調動
розничных	零售商
мученичество	殉難
куртки	夾克
бута	攤位
волшебники	巫師
волшебники	奇才
дайджест	消化
дайджест	文摘
рупия	盧比
макро	宏觀
оскорбительно	侮辱
оскорбительно	攻勢
оскорбительно	冒犯
респект	尊敬
респект	尊重
псалмы	詩篇
пеликан	鵜鶘
гангстер	黑幫
гангстер	黑社會
присяжные	陪審團
присяжные	陪審員
мрак	黑暗
ковбой	牛仔
бизнесмены	商人
распри	內訌
плавающих	飄
плавающих	漂浮
плавающих	浮
плавающих	浮動
плавающих	漂
беседка	涼亭
конверсии	轉換
молчать	無聲
молчать	寂靜
молчать	緘默
молчать	沈默
проводимость	電導
проводимость	傳導
беспорядок	雜亂
беспорядок	爛攤子
беспорядок	亂
расслоение	解剖
позиционирования	定位
педаль	踏板
невесомости	失重
осел	驢
осел	驢子
адаптироваться	適應
заключенный	犯人
заключенный	囚犯
заключенный	囚徒
заключенный	俘虜
налет	突襲
неустойчивость	揮發性
неустойчивость	波動
спящий	臥鋪
причалов	泊位
акведук	水道
акведук	水渠
вовлечение	互動
вовлечение	參與
вовлечение	訂婚
медвежонок	熊
поделился	分享
поделился	共享
поделился	共用
осудить	譴責
стулья	椅子
стулья	椅
бамако	巴馬科
конденсатора	冷凝器
молоток	槌子
молоток	槌
молоток	錘
молоток	錘子
молоток	木槌
несостоятельности	破產
отрицая	否認
сканер	掃描器
анестезии	麻醉藥
анестезии	麻醉
анестезии	麻醉劑
макеты	佈局
барк	吠
барк	樹皮
лусон	呂宋
наслаждение	喜悅
наслаждение	享受
синдикат	辛迪加
субсидий	補助金
глотки	咽喉
верховенство	至高無上
кувшин	壺
намек	提示
краб	螃蟹
краб	蟹
сбыт	行銷
клика	閹黨
трансформаторов	變壓器
монолит	磐石
синица	山雀
пешка	卒
пешка	兵卒
пешка	典當
телосложение	體質
телосложение	體格
ниигата	新潟
враждебной	敵視
враждебной	敵意
враждебной	敵對
джульет	朱麗葉
парковка	停車位
парковка	停車場
ручку	筆
ручку	鋼筆
разрешите	許可
разрешите	允許
мрачные	憂鬱
отремонтированы	裝修
отремонтированы	翻新
отремонтированы	翻修
зеро	零
косметических	化妝品
выветривания	風化
квадраты	方塊
электроды	電極
прелесть	珍寶
прелесть	寶貴
прелесть	可愛
прелесть	珍貴
галстук	平局
галстук	領結
галстук	領帶
бездействия	不作為
кошмары	夢魘
патрульные	巡邏
патрульные	巡邏隊
вдов	寡婦
ухань	武漢
ураганы	颶風
спальне	臥房
спальне	臥室
дипломатическое	外交
рекомендуемые	推薦
рекомендуемые	精選
обаяние	魅力
зол	生氣
зол	憤怒
зол	怒
инверсии	反轉
коити	幸一
вентилятор	風扇
вентилятор	樊
вентилятор	粉絲
вентилятор	範
грэйс	恩典
акита	秋田
скромная	謙卑
скромная	卑微
скромная	謙虛
скромная	謙遜
скромная	適度
жажды	渴
жажды	口渴
легкое	肺
легкое	龍
поговорка	俗語
поговорка	諺語
устные	口頭
устные	口服
устные	口腔
сладкие	甜蜜
сладкие	甜
матерь	母親
матерь	母后
гепатит	肝炎
мидии	河蚌
мидии	貽貝
непрерывность	連續性
непрерывность	持續性
ящике	抽屜
серьезную	墓
серьезную	墳
серьезную	墳墓
паста	麵食
перекрестке	十字路口
оборотня	狼人
взлом	突破
взлом	打破
родия	銠
здоровые	健康
голосовые	聲樂
удивлен	驚
удивлен	驚奇
удивлен	驚訝
удушение	窒息
враждебность	敵視
враждебность	敵意
враждебность	敵對
консультирование	輔導
консультирование	咨詢
стабильное	穩定
стабильное	馬廄
сирень	淡紫色
сонливость	昏昏
баню	澡堂
согласовано	商定
согласовано	議定
согласовано	同意
угловое	角
жажду	渴
жажду	口渴
повестки	傳票
ссуды	借款
ссуды	貸款
утробе	子宮
бобры	海狸
сутра	金剛經
сутра	經
сенегале	塞內加爾
исикава	石川
медленные	緩慢
медленные	慢
жесткая	艱難
жесткая	強硬
вырасти	生長
вырасти	成長
предотвращать	防止
процитировал	引用
процитировал	引述
этикет	禮儀
этикет	禮節
оговорки	預訂
оговорки	保留
гель	膠
океаны	海洋
ложки	湯匙
ложки	勺
ложки	匙
ложки	勺子
каштан	栗
каштан	栗子
чародей	魔術師
чародей	魔法師
боготе	波哥大
