年	jaar
復職	herplaatsing
宵禁	avondklok
疹	huiduitslag
疹	uitslag
套餐	combinatie
灰燼	as
灰燼	assen
乳酪	kaas
蠍子	schorpioenen
蠍子	schorpioen
識字	geletterd
識字	geletterdheid
燒錄	verbranden
燒錄	brand
燒錄	branden
擊穿	uitsplitsing
擊穿	indeling
擊穿	verdeling
出遊	uitstapje
出遊	uitstapjes
出遊	uitje
出遊	uitjes
康乃馨	anjer
康乃馨	anjers
財寶	schatten
髒話	vloeken
態勢	postuur
態勢	houdingen
態勢	houding
軸線	as
發票	facturen
發票	factuur
火把	fakkel
火把	zaklamp
火把	toorts
海洛因	heroïne
海洛因	heroine
遙控器	afgelegen
遙控器	afstandsbediening
興旺	bloeiende
花束	boeket
紙箱	slof
紙箱	doos
飢荒	hongersnoden
飢荒	hongersnood
求愛	verkering
人道主義	humanitair
人道主義	humanisme
人道主義	humanitaire
父母親	ouders
掃瞄	scannen
水電	waterkracht
逐字	woordelijk
逐字	letterlijk
捷徑	sneltoetsen
捷徑	sneltoets
聖像	pictogrammen
聖像	iconen
未解決	onopgeloste
未解決	onopgelost
紅外	infrarood
郊遊	picknicken
郊遊	uitstapje
郊遊	uitje
郊遊	picknick
餐具	bestek
丁烷	butaan
地磁	geomagnetische
梯田	terrassen
節錄	fragment
節錄	uittreksel
節錄	fragmenten
滲入	infiltratie
雪人	sneeuwpop
雪人	sneeuwman
媒人	koppelaar
共犯	handlanger
共犯	medeplichtige
共犯	medeplichtigen
共犯	medeplichtig
共犯	medeplichtigheid
篝火	kampvuur
篝火	vreugdevuur
舞廳	balzaal
泳衣	badpak
海溝	geul
海溝	trog
海溝	loopgraaf
海溝	loopgraven
廢水	afvalwater
億萬	miljarden
可用性	beschikbaarheid
顯眼	opvallend
標點	interpunctie
寂靜	zwijgen
寂靜	stilte
腐朽	rottende
柔性	flexibele
柔性	soepel
柔性	flexibel
胰腺	alvleesklier
表象	verschijningen
表象	schijn
靴子	laars
靴子	laarzen
腳踝	enkel
某處	ergens
最糟糕	slechtste
最糟糕	slechtst
最糟糕	ergste
疤痕	littekens
疤痕	litteken
破損	verbroken
破損	kapot
破損	gebroken
毒藥	vergif
毒藥	gif
邊際	marginale
邊際	marginaal
銅礦	koper
說唱	rappen
太陽黑子	zonnevlekken
反動	reactionaire
兇猛	woeste
維他命	vitamines
維他命	vitamine
維他命	vitaminen
錯覺	wanen
錯覺	waanideeën
錯覺	illusie
錯覺	waan
錯覺	illusies
海床	zeebodem
鋼筋	wapening
咨詢	raadpleging
咨詢	advisering
咨詢	begeleiding
咨詢	raadplegen
咨詢	adviesbureau
咨詢	advies
嘲弄	treiteren
淺灘	ondiepe
狂犬病	hondsdolheid
愛國主義	patriottische
愛國主義	vaderlandsliefde
愛國主義	patriottisme
術士	tovenaar
鵜鶘	pelikanen
閃光燈	flitser
閃光燈	flits
閃光燈	flitsen
引證	aanhaling
痢疾	diarree
痢疾	dysenterie
傷痛	pijn
試劑	reagentia
試劑	reagens
協理	medewerker
協理	geassocieerde
協理	associëren
萜	terpenen
鵲	ekster
戰利品	buit
戰利品	trofee
戰利品	beker
石棺	sarcofaag
摩擦力	wrijving
發熱	koorts
回味	nasmaak
菠蘿	ananas
肱骨	opperarmbeen
癲癇	aanvallen
癲癇	toevallen
癲癇	convulsies
癲癇	epilepsie
癲癇	inbeslagname
癲癇	inbeslagneming
閃電俠	flitser
閃電俠	flits
閃電俠	flitsen
監視器	monitoren
原木	logboeken
義大利文	italiaan
義大利文	italiaanse
義大利文	italiaans
減半	halveren
匈牙利語	hongaars
匈牙利語	hongaarse
肥皂劇	zeep
鄉間	platteland
納稅人	belastingplichtigen
納稅人	belastingbetalers
納稅人	belastingplichtige
納稅人	belastingbetaler
貨輪	vrachtschip
肺結核	tuberculose
肺結核	tbc
手杖	wandelstok
手杖	rietsuiker
手杖	stok
襯衫	hemden
襯衫	hemd
襯衫	overhemden
襯衫	overhemd
柔情	gevoeligheid
柔情	tederheid
臭名昭著	berucht
臭名昭著	beruchte
裁縫	kleermaker
地幔	mantel
分銷	distributie
分銷	verdeling
催淚	traan
催淚	scheuren
催淚	scheur
補救	sanering
補救	corrigerende
補救	remedie
補救	verhelpen
禁食	vasten
海難	schipbreuk
賭注	inzet
賭注	wedden
賭注	inzetten
賭注	weddenschap
叛國	hoogverraad
叛國	verraad
雜亂	rommel
刺蝟	egel
背影	silhouet
嘎嘎	kwakzalver
嘎嘎	kwak
做工	vakmanschap
說服力	overtuiging
說服力	overtuigingskracht
無私	onbaatzuchtige
屈辱	vernedering
屈辱	vernederingen
蕃茄	tomaten
蕃茄	tomaat
驅逐出境	uitwijzing
驅逐出境	deportatie
驅逐出境	uitzetting
驅逐出境	verdrijving
超然	transcendente
失足	struikelde
駕馭	harnas
彩排	repetitie
彩排	repeteren
農莊	boerderijen
頑皮	ondeugende
頑皮	ondeugend
頑皮	stout
頑皮	stoute
減刑	kwijtgescholden
減刑	kwijtschelding
減刑	remissie
水泵	pomp
水泵	pompen
敏感性	gevoeligheid
敏感性	gevoeligheden
敏感性	gevoelig
敏感性	gevoelige
苦行	asceet
正派	fatsoenlijke
正派	deftig
正派	fatsoenlijk
人脈	aansluitingen
人脈	verbindingen
人脈	connecties
污泥	slib
環保局	epo
實用性	bruikbaarheid
實用性	nut
實用性	hulpprogramma
磁帶	bandje
磁帶	plakband
刀子	mes
胰島素	insuline
陶藝	aardewerk
傾倒	dumpen
試試	probeer
試試	proberen
選舉權	kiesrecht
揚聲器	spreker
揚聲器	luidspreker
挑剔	kieskeurig
斜體字	cursief
謀殺罪	moord
嫁妝	bruidsschat
狂歡	orgie
公害	hinder
食鹽	zout
白蟻	termieten
花邊	veters
花邊	kant
花邊	kanten
豬油	reuzel
紅心	harten
紅心	hartjes
違約	standaard
違約	schending
違約	bres
違約	inbreuk
抽獎	loterij
謠傳	gerucht
謠傳	geruchten
統計數字	statistieken
統計數字	statistiek
涼亭	tuinhuisje
烘	bakken
烘	gebakken
反差	contrasten
委婉	eufemisme
海龜	schildpadden
海龜	schildpad
關節炎	artritis
天數	dagen
敏感度	gevoeligheid
敏感度	gevoelig
敏感度	gevoelige
猥褻	obsceen
猥褻	onfatsoenlijk
規避	ontduiking
規避	ontweken
規避	ontdoken
規避	omzeild
嚮導	gidsen
嚮導	gids
嚮導	handleiding
勞力	arbeid
口供	biechten
口供	bekentenissen
口供	biecht
嚼	kauw
嚼	kauwen
磚塊	bakstenen
磚塊	baksteen
磚塊	stenen
乞求	smeken
乞求	bedelen
快照	kiekjes
快照	momentopname
礦物質	delfstoffen
礦物質	mineralen
礦物質	minerale
礦物質	mineraal
徵稅	belasten
節拍	slaat
信條	credo
信條	geloofsovertuiging
松樹	dennen
寬敞	ruim
寬敞	ruime
拼字	spreuk
拼字	betovering
誘餌	aas
誘餌	afleiding
誘餌	lokaas
暈倒	flauwgevallen
暈倒	flauwvallen
暈倒	flauw
透析	dialyse
通姦	overspel
高估	overschat
脛骨	scheenbeen
木薯	cassave
脈動	pulserende
前台	receptioniste
模糊不清	wazige
模糊不清	wazig
牛仔褲	spijkerbroek
郵差	postbode
焰火	vuurwerk
海流	stroming
海流	stromen
海流	stromingen
自發性	spontaan
自發性	spontaniteit
自發性	spontane
屠夫	slager
屠夫	slachter
遞增	verhoging
遞增	incrementele
氣管	luchtpijp
界碑	pijlers
界碑	pilaren
界碑	zuilen
淘氣	ondeugende
淘氣	ondeugend
淘氣	stout
淘氣	stoute
舔	likken
舔	lik
打動	imponeren
紡織業	textiel
紡織業	textielindustrie
住址	adres
借調	gedetacheerd
借調	detachering
借調	gedetacheerde
觸覺	tactiele
鎖鏈	ketens
鎖鏈	ketenen
鎖鏈	kettingen
離境	vertrek
反復	herhaalde
反復	herhaald
反復	herhaaldelijk
救生艇	reddingsboten
救生艇	reddingsboot
絞刑	hangen
絞刑	ophanging
絞刑	ophangen
絞刑	rondhangen
笑聲	gelach
笑聲	lachen
膽小	timide
雜質	onzuiverheid
雜質	onzuiverheden
雜質	verontreinigingen
牛油	boter
打掃	reinigen
打掃	schoonmaken
打掃	reiniging
打掃	schoonmaak
磨損	gedragen
磨損	versleten
超額	overmatig
超額	overdaad
超額	overmaat
凝聚力	samenhangende
凝聚力	cohesie
凝聚力	samenhang
凝聚力	samenhangend
溝渠	geul
溝渠	dump
溝渠	greppel
純度	reinheid
純度	zuiverheid
背光	tegenlicht
餘震	naschokken
最優	optimaal
最優	optimale
股息	dividenden
股息	dividend
地熱	geothermische
頑固	koppig
頑固	eigenwijs
頑固	eigenwijze
頑固	koppige
拳擊手	bokser
拳擊手	boksers
同義	synoniem
電網	raster
鬼子	duivels
水彩	aquarel
綁匪	ontvoerder
異構	isomeer
異構	isomeren
荷爾蒙	hormonen
荷爾蒙	hormoon
擁有權	eigendom
停飛	huisarrest
家務	huishouding
不相干	onbelangrijk
不相干	irrelevantie
病原體	pathogenen
病原體	ziekteverwekker
病原體	ziektekiemen
病原體	ziekteverwekkers
腱	pees
停車位	parkeergelegenheid
停車位	parkeerplaats
停車位	parkeren
逆境	tegenslag
逆境	tegenspoed
超支	overlopen
超支	overschrijding
準時	stipt
逃兵	desertie
風琴	orgel
風琴	orgaan
更近	dichterbij
更近	dichter
積木	blokken
數額	bedragen
數額	bedrag
臉頰	wangen
臉頰	wang
軍國主義	militarisme
軍國主義	militaristische
單邊	eenzijdige
單邊	unilaterale
單邊	eenzijdig
單邊	unilateraal
金絲雀	kanaries
金絲雀	kanarie
葡萄園	wijngaard
葡萄園	wijngaarden
鸛	ooievaar
海膽	egel
眉毛	wenkbrauwen
眉毛	wenkbrauw
羞恥	jammer
羞恥	schaamte
羞恥	schande
羞恥	zonde
熱力	thermische
熱力	warmte
熱力	thermisch
熱力	hitte
諺語	gezegde
諺語	spreuken
諺語	spreekwoord
侵吞	plunderen
侵吞	plundering
侵吞	plunderingen
侵吞	verduistering
聖餐	communie
弱者	zwakke
弱者	slap
弱者	zwakken
弱者	zwak
非人	onmenselijk
非人	onmenselijke
浮點	zweef
浮點	zweven
浮點	zwevend
浮點	drijven
酸奶	yoghurt
修剪	snoeien
雜貨	boodschappen
炭疽	miltvuur
炭疽	antrax
倒轉	omkeren
倒轉	omgekeerd
倒轉	achteruit
倒轉	omgekeerde
殺蟲劑	bestrijdingsmiddel
殺蟲劑	pesticiden
殺蟲劑	bestrijdingsmiddelen
殺蟲劑	insecticiden
芹菜	selderij
柵欄	schutting
柵欄	omheining
柵欄	heler
柵欄	hek
肛交	anale
肛交	anaal
衷心	welgemeende
衷心	oprechte
工藝品	ambachten
工藝品	kunstvoorwerpen
工藝品	artefacten
工藝品	ambacht
抑制劑	remmer
激進派	radicalen
情誼	kameraadschap
打磨	schuren
乾酪	kaas
水腫	oedeem
沙發	bank
時序	chronologie
前臂	onderarm
吊車	kraan
合理化	rationaliseren
合理化	rationalisering
合理化	rationalisatie
脫水	uitgedroogd
脫水	uitdroging
固化	verhard
包皮	voorhuid
麋鹿	eland
芬芳	geur
芬芳	geurige
養護	conservering
養護	instandhouding
養護	behoud
戰壕	geul
戰壕	trog
戰壕	loopgraaf
戰壕	loopgraven
遊牧	nomadische
漂白	bleek
漂白	bleken
漂白	gebleekt
漂白	bleekmiddel
聖誕老人	kerstman
禿	kale
禿	kaal
親善	welwillendheid
罐子	potten
罐子	potje
罐子	potjes
罐子	pot
罐子	kruiken
隱喻	beeldspraak
隱喻	metaforen
隱喻	metafoor
裁軍	ontwapening
陽台	terrasje
陽台	terras
陽台	balkon
要麼	ofwel
要麼	hetzij
盤旋	zweef
盤旋	cirkelen
盤旋	zweven
旱災	droogte
口才	welsprekendheid
漁夫	visser
漁夫	vissers
鹵	halogeen
豆子	bonen
對流層	troposfeer
受賄	omkoping
敵視	vijandige
敵視	vijandelijk
敵視	vijandig
敵視	vijandigheid
無害	ongevaarlijk
無害	onschuldig
無害	onschadelijk
超導體	supergeleider
襪子	sokken
襪子	kousen
襪子	sok
貶低	kleineren
水槽	wastafel
水槽	zinken
水槽	gootsteen
罌粟	klaprozen
餘弦	cosinus
點滴	druppelen
點滴	infuus
凝結	condensatie
鬃毛	manen
酒類	likeur
輪值	rotatie
當量	opbrengst
當量	rendement
滅火器	brandblusser
滅火器	brandblussers
恩人	weldoener
恩人	weldoeners
麻疹	mazelen
羨慕	afgunst
羨慕	nijd
羨慕	jaloezie
鮮血	bloed
授粉	bestuiven
憐憫	genade
憐憫	barmhartigheid
主謀	meesterbrein
劊子手	beul
貧血	bloedarmoede
貧血	anemie
魔杖	toverstok
魔杖	toverstaf
偶而	incidentele
偶而	incidenteel
播種	zaaien
誘拐	ontvoeringen
誘拐	ontvoering
烘烤	bakken
小公主	prinses
小公主	prinsesje
輕量級	lichtgewicht
米飯	rijst
包廂	compartiment
票券	kaartjes
捕撈	visvangst
捕撈	visserij
捕撈	vissen
菌株	stammen
家俱	meubilair
家俱	meubels
家俱	meubelen
家俱	inboedel
國稅局	belastingdienst
有氧	aerobe
冰塊	ijs
袋子	zakje
袋子	tas
袋子	zak
隔熱	isolerende
隔熱	isoleren
隔熱	geïsoleerd
隔熱	geïsoleerde
隔熱	isolatie
機智	gevat
機智	geestig
外甥女	nicht
外甥女	nichtje
盜竊	inbraak
盜竊	diefstal
彈跳	stuiteren
螺栓	bout
螺栓	bouten
灰塵	stof
鱈魚	kabeljauw
羊群	kudde
最難	hardste
最難	hardst
最難	moeilijkste
地峽	landengte
性病	soa
品嚐	proeven
行李箱	bagage
行李箱	koffer
香菇	paddenstoel
香菇	paddestoelen
香菇	paddenstoelen
香菇	champignons
蚯蚓	wormen
農奴	lijfeigenen
餌	aas
餌	lokaas
座右銘	devies
拍戲	filmen
想象力	verbeeldingskracht
想象力	verbeelding
想象力	fantasie
澡堂	badhuis
眨眼	knipoog
眨眼	knipperen
眨眼	knipper
麻木	verdoofd
踐踏	vertrappen
踐踏	vertrapt
遺漏	omissie
四邊形	vierhoek
玫瑰花	rozen
淋浴	douchen
淋浴	douches
淋浴	douche
淋浴	buien
阿司匹林	aspirine
基調	toon
基調	toontje
害蟲	ongedierte
害蟲	plaag
害蟲	plagen
褪色	vervaagd
異構體	isomeer
異構體	isomeren
抑鬱	terneergeslagen
抑鬱	depressie
抑鬱	depressies
抑鬱	depressief
抑鬱	gedeprimeerd
抑鬱	neerslachtig
長頸鹿	giraf
雙倍	dubbele
雙倍	dubbel
雙倍	verdubbelen
雙倍	tweepersoons
烴	koolwaterstoffen
烴	koolwaterstof
肩章	epaulet
粘性	plakkerig
粘性	kleverig
錐形	trechtervormige
駕照	licentie
駕照	rijbewijs
聾	doof
聾	doven
無可避免	onvermijdelijke
無可避免	onvermijdelijk
山賊	bandieten
納稅	belastingen
納稅	belasting
潰瘍	maagzweer
潰瘍	zweren
領航	loodsen
來信	brief
球鞋	sportschoenen
好戰	oorlogszuchtig
僵硬	stijf
僵硬	stijve
詩句	vers
詩句	verzen
肖像畫	portretten
剪影	silhouet
打劫	beroving
打劫	diefstal
打劫	roofoverval
打劫	overval
洗衣店	wasserette
洗衣店	wasserij
海員	matroos
海員	zeevarende
海員	zeelieden
海員	zeeman
修辭	retorische
修辭	retoriek
橫幅	vaandel
橫幅	spandoek
穿山甲	schubdier
獨白	monoloog
朗誦	voordracht
交貨	leveringen
交貨	leveranties
交貨	bezorging
交貨	oplevering
交貨	levering
生菜	sla
典當	pion
典當	verpanden
典當	verpand
包包	zakjes
包包	zak
包包	zakje
包包	zakken
包包	tassen
包包	tas
轉角	hoek
轉角	hoekje
無意識	onbewuste
無意識	bewusteloos
觸動	aanraking
觸動	aanraken
搖晃	wankel
搖晃	trillen
搖晃	schud
搖晃	beven
搖晃	schudden
星號	sterretje
層層	lagen
煉獄	vagevuur
豹子	luipaarden
豹子	panter
碟片	schijf
碟片	diskette
赤腳	blootsvoets
定額	quotum
定額	contingent
定額	contingenten
定額	quota
驗收	acceptatie
驗收	aanvaarding
噴嘴	sproeier
瘡	zweren
帶子	bandje
帶子	plakband
掌聲	applaus
食道	slokdarm
水療	kuuroord
輸血	bloedtransfusie
冰霜	vorst
刀鋒	messen
刀鋒	zwaard
刀鋒	mes
刀鋒	lemmet
托兒所	kinderkamer
托兒所	kwekerij
托兒所	kwekerijen
托兒所	kinderdagverblijven
崎嶇	ruig
崎嶇	ruige
童子軍	verkenner
迷惘	verwarring
迷惘	verwardheid
喉部	strottenhoofd
青霉素	penicilline
縫隙	barsten
縫隙	scheuren
反饋	terugkoppeling
魷魚	inktvis
魷魚	inktvissen
餵食	voeden
餵食	voederen
一夫多妻	polygamie
挖苦	sarcasme
守夜	wake
疫病	besmetting
香爐	ketel
決斷	oplossen
討論會	seminaries
討論會	seminarie
糖漿	melasse
糖漿	siroop
糖漿	stroop
槍支	kanonnen
槍支	pistolen
槍支	geweer
槍支	geweren
槍支	wapens
槍支	pistool
槍支	wapen
白鷺	zilverreiger
腐爛	rotten
栓塞	embolie
大拇指	duim
大拇指	duimen
推銷員	verkoper
稅款	belastingen
稅款	belasting
異教	heidense
異教	heiden
疏離	vervreemd
疏離	vervreemding
凶猛	felle
凶猛	woeste
凶猛	fel
凶猛	woest
凶猛	heftig
濃密	borstelige
情慾	erotisch
情慾	erotische
情慾	lusten
爪子	klauwen
爪子	klauw
淚水	traan
淚水	tranen
淚水	scheuren
淚水	scheur
蒽	antraceen
逾期	achterstallige
磷酸鹽	fosfaat
鐙	stijgbeugel
各單位	eenheden
債權	vorderingen
債權	claimen
債權	opeisen
債權	beweringen
焦糖	karamel
留用	behouden
留用	ingehouden
留用	behoud
錸	renium
燙	warm
燙	heet
窗簾	gordijn
窗簾	gordijnen
就職典禮	inauguratie
磨擦	wrijving
聚乙烯	polyethyleen
潤滑	smering
大麥	gerst
初學者	beginners
初學者	beginneling
邀請函	uitnodigingen
鬱金香	tulp
鬱金香	tulpen
手銬	boeien
手銬	handboeien
刺針	steek
刺針	prikken
允諾	beloofd
允諾	beloften
允諾	beloftes
允諾	beloofde
同儕	gelijken
睫毛	zweepslagen
睫毛	wimpers
門廊	veranda
肝硬化	cirrose
休戰	wapenstilstand
致癌物	kankerverwekkend
致癌物	kankerverwekkende
致癌物	carcinogene
致癌物	carcinogeen
粗俗	vulgair
粗俗	ordinair
粗俗	vulgaire
收緊	strakker
苦苦	bittere
苦苦	verbitterd
軸承	lagers
賭徒	gokkers
賭徒	gokker
吸盤	sukkel
吸盤	sukkels
化油器	carburateur
伏特加	wodka
鉬	molybdeen
鮮花	bloemen
鮮花	bloemetjes
孔洞	gat
孔洞	kuil
孔洞	gaten
排定	ingepland
排定	geplande
排定	gepland
敬禮	groet
剝	pellen
鴨子	eend
鴨子	eenden
鴨子	bukken
鴨子	eendjes
鴨子	eendje
魚叉	harpoen
導電	geleidende
顫音	tril
芳香族	aromatische
易位	translocatie
瞎子	blinde
瞎子	blinden
瞎子	verblinden
漏水	lekkende
漏水	lekken
漏水	lekt
最輕	lichtste
手袋	handtas
手袋	handtassen
相稱	proportioneel
相稱	evenredig
鞭子	zwepen
鞭子	zweep
會眾	congregatie
畫畫	schilderij
畫畫	schilderkunst
畫畫	tekenen
畫畫	schilderen
畫畫	tekening
畫畫	verven
幣值	valuta
幣值	munt
幣值	munteenheid
護城河	gracht
重復	herhaling
重復	herhaal
重復	herhalen
捅	steek
捅	steken
不孕	onvruchtbaarheid
藐視	verachting
藐視	minachting
抽樣	monster
抽樣	bemonstering
抽樣	steekproef
綠寶石	smaragden
煉金術	alchemie
悲觀	pessimistische
悲觀	pessimistisch
悲觀	pessimisme
郵箱	brievenbus
郵箱	postbus
女主人	minnares
女主人	meesteres
養分	voedingsstoffen
養分	nutriënten
原產地	herkomst
原產地	oorsprong
雇傭	inhuren
雇傭	verhuren
余弦	cosinus
狒狒	bavianen
狒狒	baviaan
圓周	omtrek
鉭	tantaal
同質	homogeniteit
同質	homogeen
同質	homogene
包袱	bagage
傷亡人數	gewonden
傷亡人數	slachtoffers
破獲	opgepakt
破獲	kapot
破獲	betrapt
排演	repetities
排演	repetitie
排演	repeteren
問卷調查	enquete
問卷調查	enquête
獠牙	slagtanden
獠牙	hoektanden
手工藝	ambachten
手工藝	handwerk
手工藝	vakmanschap
手工藝	ambacht
抱抱	knuffel
抱抱	knuffelen
抱抱	knuffels
殖民主義	kolonialisme
僵化	rigide
僵化	stijf
僵化	stijve
僵化	starre
僵化	stijfheid
僵化	starheid
荒涼	somber
摘錄	fragment
摘錄	extracten
摘錄	uittreksel
摘錄	fragmenten
禮遇	beleefdheid
禮遇	hoffelijkheid
捲軸	schuiven
捲軸	spoel
捲軸	scrollen
捲軸	rol
捲軸	geschrift
無處	nergens
求偶	verkering
經常性	terugkerend
經常性	terugkerende
手帕	zakdoek
手帕	zakdoeken
省省	gouvernement
省省	provincie
侍者	ober
侍者	kelner
分貝	decibel
道義	morele
道義	moraliteit
道義	moreel
道義	moraal
卡路里	calorieën
存貨	inventaris
存貨	voorraad
存貨	inventarisatie
存貨	inventariseren
鄙視	verachten
鄙視	minachting
鄙視	veracht
刻字	graveren
刻字	gegraveerd
刻字	gravure
喉舌	mondstuk
喉舌	spreekbuis
凌空	salvo
傢俱	meubilair
傢俱	meubels
傢俱	meubelen
傢俱	inboedel
鹽度	zoutgehalte
轉述	geparafraseerd
轉發	doorsturen
乳頭	tepels
乳頭	tepel
獴	mangoest
因果關係	causaliteit
樣板	sjabloon
樣板	sjablonen
委屈	benadeelde
委屈	gekrenkt
委屈	grieven
勤勞	ijverig
勤勞	hardwerkende
流動性	mobiliteit
流動性	liquiditeiten
流動性	liquiditeit
單調	eentonig
攪拌	roeren
攪拌	roer
公正性	onpartijdigheid
公正性	billijkheid
公正性	eerlijkheid
草草	haastig
拖鞋	muiltje
拖鞋	pantoffels
拖鞋	sloffen
實心	stevig
實心	vaste
實心	massief
實心	solide
卑微	nederige
卑微	nederig
卑微	bescheiden
無恥	schaamteloos
無恥	schaamteloze
垂死	sterven
垂死	stervend
垂死	stervende
垂死	doodgaan
抽搐	convulsies
抽搐	stuiptrekkingen
法警	bode
法警	deurwaarder
難民營	kamp
電離層	ionosfeer
優先權	prioritair
優先權	prioriteit
優先權	voorrang
步法	voetenwerk
視網膜	netvlies
精煉	verfijnen
精煉	geraffineerd
精煉	verfijning
精煉	raffinage
精煉	geraffineerde
精煉	verfijnd
債權人	crediteur
債權人	crediteuren
債權人	schuldeiser
